34_hypothetical_protein.faa	ID:WP_096652180.1,	-	-	-	-	-	-	
38_ABC_transporter_perm...faa	ID:WP_096652188.1,	ID:WP_035152572.1,	-	-	-	-	-	
40_NYN_domain-containin...faa	ID:WP_096652194.1,	-	-	-	-	-	-	
46_PAS_domain_S-box_pro...faa	ID:WP_096652212.1,	-	-	-	-	-	-	
47_response_regulator.faa	ID:WP_096652215.1,	-	-	-	-	-	-	
48_circadian_clock_KaiB...faa	ID:WP_096652218.1,	-	-	-	-	-	-	
49_kaiC.faa	ID:WP_096652220.1,	-	-	-	-	-	-	
50_response_regulator.faa	ID:WP_096652222.1,	-	-	-	-	-	ID:WP_224178997.1,	
53_hypothetical_protein.faa	ID:WP_096652231.1,	-	-	ID:WP_096693102.1,	ID:WP_096693102.1,	-	ID:WP_223977481.1,	
68_recombination_mediat...faa	ID:WP_096652271.1,	ID:WP_035149862.1,	-	ID:WP_096693041.1,	ID:WP_096693041.1,	ID:WP_083866319.1,	ID:WP_233787696.1,	
70_DUF1636_domain-conta...faa	ID:WP_096652277.1,	-	-	-	-	-	ID:WP_224174098.1,	
71_hypothetical_protein.faa	ID:WP_096652279.1,	ID:WP_035153788.1,	-	ID:WP_096694704.1,	ID:WP_096694704.1,	ID:WP_015195848.1,	-	
73_metalloregulator_Ars...faa	ID:WP_096652284.1,	-	-	-	-	-	-	
74_cation_transporter.faa	ID:WP_096652287.1,	-	-	-	-	-	-	
75_DUF4011_domain-conta...faa	ID:WP_096652290.1,	-	-	-	-	-	ID:WP_224174734.1,	
79_heavy_metal_transloc...faa	ID:WP_096652301.1,	ID:WP_035157048.1,	-	ID:WP_096688950.1,	ID:WP_096688950.1,	-	ID:WP_223975446.1,	
80_precorrin-8X_methylm...faa	ID:WP_096660966.1,ID:WP_096653610.1,	ID:WP_035158077.1,	-	ID:WP_096688948.1,	ID:WP_096688948.1,	-	ID:WP_224177959.1,	
81_CHAP_domain-containi...faa	ID:WP_096652304.1,	-	-	-	-	-	-	
82_hypothetical_protein.faa	ID:WP_096652307.1,	ID:WP_052754436.1,	-	ID:WP_096686653.1,ID:WP_096689531.1,ID:WP_096691933.1,ID:WP_096692169.1,	ID:WP_096686653.1,ID:WP_096689531.1,ID:WP_096691933.1,ID:WP_096692169.1,	-	ID:WP_224175049.1,ID:WP_224175064.1,ID:WP_224175992.1,	
83_metallophosphatase.faa	ID:WP_096652310.1,	ID:WP_035157747.1,	-	ID:WP_096690284.1,	ID:WP_096690284.1,	ID:WP_015200269.1,	ID:WP_224178251.1,ID:WP_223970214.1,	
84_metallophosphatase_f...faa	ID:WP_096652312.1,	ID:WP_035157752.1,	-	ID:WP_096690285.1,	ID:WP_096690285.1,	ID:WP_015200268.1,	ID:WP_224178250.1,ID:WP_224174095.1,	
85_GTPase-_G3E_family_p...faa	ID:WP_096652315.1,	ID:WP_035157755.1,	-	ID:WP_096690286.1,	ID:WP_096690286.1,	ID:WP_015200267.1,	ID:WP_224178249.1,	
93_GNAT_family_N-acetyl...faa	ID:WP_096652340.1,	-	-	ID:WP_096687504.1,	ID:WP_096687504.1,	-	ID:WP_224175240.1,	
95_ankyrin_repeat_domai...faa	ID:WP_096652343.1,	-	-	-	-	-	-	
98_HIT_family_protein.faa	ID:WP_096652352.1,ID:WP_096652356.1,	-	-	-	-	-	-	
99_acyl-CoA_desaturase.faa	ID:WP_096652354.1,	-	-	-	-	ID:WP_015200646.1,	-	
101_reverse_transcriptas...faa	ID:WP_096652358.1,ID:WP_096660301.1,ID:WP_096652358.1,ID:WP_096652358.1,ID:WP_096661648.1,	-	-	-	-	ID:WP_015198478.1,ID:WP_015198565.1,	ID:WP_224174542.1,ID:WP_224174542.1,	
102_hypothetical_protein.faa	ID:WP_096652360.1,	-	-	-	-	-	-	
104_DUF6220_domain-conta...faa	ID:WP_096652364.1,	-	-	ID:WP_096694090.1,	ID:WP_096694090.1,	-	ID:WP_224178600.1,	
106_transcriptional_regu...faa	ID:WP_096652368.1,	-	-	ID:WP_096685874.1,ID:WP_096692675.1,	ID:WP_096685874.1,ID:WP_096692675.1,	-	ID:WP_224175199.1,	
107_type_II_toxin-antito...faa	ID:WP_096652370.1,	-	-	ID:WP_096692674.1,	ID:WP_096692674.1,	-	-	
110_hypothetical_protein.faa	ID:WP_096652376.1,	-	-	-	-	-	-	
111_type_II_toxin-antito...faa	ID:WP_096652378.1,	ID:WP_035153872.1,ID:WP_035155005.1,	-	ID:WP_096689056.1,ID:WP_096689418.1,	ID:WP_096689056.1,ID:WP_096689418.1,	ID:WP_015200841.1,	ID:WP_224177735.1,	
112_hypothetical_protein.faa	ID:WP_096652380.1,	ID:WP_035156034.1,	-	ID:WP_096691462.1,	ID:WP_096691462.1,	-	ID:WP_224177595.1,	
113_MotA-TolQ-ExbB_proto...faa	ID:WP_096652382.1,	-	-	ID:WP_096685179.1,	ID:WP_096685179.1,	-	ID:WP_223978048.1,	
114_hypothetical_protein.faa	ID:WP_096652385.1,	-	-	-	-	-	-	
115_pstS.faa	ID:WP_096652387.1,	-	-	ID:WP_096692600.1,	ID:WP_096692600.1,	-	ID:WP_223977243.1,	
116_pstC.faa	ID:WP_096652389.1,	-	-	ID:WP_096692601.1,	ID:WP_096692601.1,	-	ID:WP_223977245.1,	
117_pstA.faa	ID:WP_096652391.1,	-	-	ID:WP_096692602.1,	ID:WP_096692602.1,	-	ID:WP_224176670.1,	
120_WecB-TagA-CpsF_famil...faa	ID:WP_096652397.1,	-	-	-	-	-	ID:WP_224174629.1,	
121_glycosyltransferase_...faa	ID:WP_096652399.1,	-	-	-	-	-	-	
123_glycosyltransferase.faa	ID:WP_096652403.1,	-	-	-	-	-	-	
124_hypothetical_protein.faa	ID:WP_096652405.1,	-	-	-	-	ID:WP_015198972.1,	ID:WP_224174631.1,	
125_glycosyltransferase_...faa	ID:WP_096652407.1,	-	-	-	-	-	-	
127_O-antigen_ligase_fam...faa	ID:WP_096652411.1,	-	-	-	-	-	ID:WP_223971238.1,	
130_glycosyltransferase.faa	ID:WP_096652418.1,	-	-	-	-	-	ID:WP_255666421.1,	
132_choice-of-anchor_I_f...faa	ID:WP_096652420.1,	-	-	-	-	-	-	
133_hypothetical_protein.faa	ID:WP_096652422.1,	-	-	-	-	-	-	
134_FAD-dependent_monoox...faa	ID:WP_096652424.1,	-	-	ID:WP_096684304.1,ID:WP_096686385.1,	ID:WP_096684304.1,ID:WP_096686385.1,	ID:WP_015198163.1,	ID:WP_224175877.1,	
135_hypothetical_protein.faa	ID:WP_096652426.1,	ID:WP_035150237.1,ID:WP_035157004.1,	-	-	-	ID:WP_015199871.1,	-	
137_MarR_family_transcri...faa	ID:WP_096652430.1,ID:WP_096657991.1,	-	-	-	-	-	-	
138_mechanosensitive_ion...faa	ID:WP_096652432.1,ID:WP_096657992.1,	-	-	-	-	-	-	
139_sodium-calcium_antip...faa	ID:WP_096652434.1,ID:WP_096660141.1,	-	-	-	-	-	-	
140_response_regulator.faa	ID:WP_096652436.1,	-	-	-	-	-	-	
141_response_regulator.faa	ID:WP_096652438.1,	-	-	-	-	-	-	
142_DUF3754_domain-conta...faa	ID:WP_096652440.1,	-	-	-	-	-	-	
143_ABC_transporter_ATP-...faa	ID:WP_096652442.1,	-	-	ID:WP_096687712.1,	ID:WP_096687712.1,	-	-	
144_hypothetical_protein.faa	ID:WP_096652444.1,	-	-	ID:WP_096687713.1,	ID:WP_096687713.1,	-	-	
145_hypothetical_protein.faa	ID:WP_096652446.1,	-	-	-	-	-	-	
146_esterase-like_activi...faa	ID:WP_096652448.1,	-	-	-	-	-	-	
147_alkaline_phosphatase.faa	ID:WP_096652450.1,	-	-	ID:WP_096683882.1,ID:WP_096688656.1,	ID:WP_096683882.1,ID:WP_096688656.1,	-	ID:WP_224174737.1,ID:WP_224175634.1,	
149_FAD-binding_protein.faa	ID:WP_096652454.1,ID:WP_096654926.1,	-	-	ID:WP_096687146.1,	ID:WP_096687146.1,	-	ID:WP_224178835.1,	
150_cytochrome_P450.faa	ID:WP_096652456.1,	-	-	-	-	-	ID:WP_224175243.1,	
152_hypothetical_protein.faa	ID:WP_096652461.1,	-	-	-	-	-	-	
153_serine_hydrolase.faa	ID:WP_096652463.1,	-	-	-	-	-	-	
154_hypothetical_protein.faa	ID:WP_096652464.1,	-	-	-	-	-	-	
155_DUF4114_domain-conta...faa	ID:WP_096652465.1,	-	-	-	-	-	-	
156_SGNH-GDSL_hydrolase_...faa	ID:WP_096652467.1,	-	-	-	-	-	-	
157_DUF4114_domain-conta...faa	ID:WP_096652469.1,	-	-	-	-	-	-	
158_peptidylprolyl_isome...faa	ID:WP_096652471.1,	ID:WP_035149321.1,	-	ID:WP_096692611.1,	ID:WP_096692611.1,	-	ID:WP_223977252.1,	
160_HlyD_family_efflux_t...faa	ID:WP_096652475.1,	ID:WP_035148992.1,	-	-	-	ID:WP_015196064.1,	ID:WP_224179285.1,	
161_VWA_domain-containin...faa	ID:WP_096652477.1,	-	-	-	-	-	-	
162_hypothetical_protein.faa	ID:WP_096652479.1,	-	-	-	-	-	-	
163_NYN_domain-containin...faa	ID:WP_096652481.1,	-	-	-	-	ID:WP_015195913.1,	ID:WP_224176669.1,	
186_class_I_SAM-dependen...faa	ID:WP_096652524.1,	-	-	-	-	-	-	
187_hypothetical_protein.faa	ID:WP_096652526.1,	-	-	-	-	-	-	
188_NUDIX_hydrolase.faa	ID:WP_096652528.1,	-	-	-	-	-	-	
189_agmatinase_family_pr...faa	ID:WP_096652530.1,	ID:WP_035156362.1,	-	ID:WP_096692795.1,	ID:WP_096692795.1,	ID:WP_041739238.1,	ID:WP_224179701.1,	
191_zinc-dependent_pepti...faa	ID:WP_096652535.1,	-	-	-	-	-	-	
192_DUF262_domain-contai...faa	ID:WP_096652537.1,	-	-	-	-	ID:WP_015196218.1,	-	
194_hypothetical_protein.faa	ID:WP_096652541.1,	-	-	-	-	-	-	
196_aldo-keto_reductase.faa	ID:WP_096652545.1,	-	-	ID:WP_096683969.1,	ID:WP_096683969.1,	-	ID:WP_224176056.1,	
197_FAD-dependent_monoox...faa	ID:WP_096652547.1,	-	-	ID:WP_096693690.1,	ID:WP_096693690.1,	-	ID:WP_224176202.1,	
198_alkene_reductase.faa	ID:WP_096652549.1,	ID:WP_035151317.1,	-	ID:WP_096687947.1,	ID:WP_096687947.1,	ID:WP_015197533.1,	ID:WP_224179287.1,	
200_hypothetical_protein.faa	ID:WP_096652553.1,	-	-	-	-	-	-	
201_aminoglycoside_phosp...faa	ID:WP_096652555.1,	-	-	ID:WP_096691505.1,	ID:WP_096691505.1,	-	-	
202_hypothetical_protein.faa	ID:WP_096652557.1,	-	-	-	-	-	-	
203_hypothetical_protein.faa	ID:WP_096660970.1,	-	-	-	-	-	-	
204_aldo-keto_reductase.faa	ID:WP_096652559.1,	-	-	ID:WP_096688032.1,	ID:WP_096688032.1,	-	ID:WP_224177043.1,	
205_KTSC_domain-containi...faa	ID:WP_096652561.1,	ID:WP_035148896.1,	-	ID:WP_096684895.1,	ID:WP_096684895.1,	ID:WP_015199442.1,	ID:WP_223978150.1,	
208_cadherin-like_domain...faa	ID:WP_096652565.1,	-	-	-	-	-	-	
209_HAD_family_hydrolase.faa	ID:WP_096652567.1,	-	-	-	-	-	-	
210_msrA.faa	ID:WP_096652569.1,	-	-	ID:WP_096689521.1,	ID:WP_096689521.1,	-	ID:WP_224177838.1,	
211_hypothetical_protein.faa	ID:WP_096652571.1,ID:WP_096652573.1,	-	-	-	-	-	-	
213_hypothetical_protein.faa	ID:WP_096652575.1,	-	-	ID:WP_096688448.1,	ID:WP_096688448.1,	-	-	
214_hypothetical_protein.faa	ID:WP_096652577.1,	-	-	-	-	-	-	
215_pstS.faa	ID:WP_096652579.1,	-	-	-	-	-	-	
217_hypothetical_protein.faa	ID:WP_096652583.1,	-	-	-	-	-	-	
218_tetratricopeptide_re...faa	ID:WP_096652585.1,	-	-	-	-	-	-	
219_calcium-binding_prot...faa	ID:WP_096652587.1,	ID:WP_144415954.1,ID:WP_046814931.1,ID:WP_082127228.1,ID:WP_052754346.1,ID:WP_238178435.1,ID:WP_035150684.1,	-	-	-	ID:WP_015196061.1,	-	
220_hypothetical_protein.faa	ID:WP_096652589.1,	-	-	-	-	-	-	
222_AAA_family_ATPase.faa	ID:WP_096652593.1,	-	-	ID:WP_096689246.1,	ID:WP_096689246.1,	ID:WP_015196044.1,	ID:WP_223984499.1,	
224_hypothetical_protein.faa	ID:WP_096652597.1,	-	-	-	-	-	-	
225_hypothetical_protein.faa	ID:WP_096652599.1,	-	-	-	-	-	-	
235_TIGR04283_family_ars...faa	ID:WP_096652617.1,	-	-	ID:WP_096689535.1,	ID:WP_096689535.1,	-	ID:WP_224177840.1,	
236_rhodanese-like_domai...faa	ID:WP_096652619.1,	-	-	-	-	-	-	
237_PEP-CTERM_sorting_do...faa	ID:WP_096652621.1,	-	-	-	-	-	-	
240_SDR_family_NAD-P--de...faa	ID:WP_096652627.1,	ID:WP_035152701.1,	-	-	-	ID:WP_015197690.1,	ID:WP_224178287.1,	
241_SDR_family_NAD-P--de...faa	ID:WP_096652629.1,ID:WP_096657332.1,	ID:WP_035149032.1,	-	ID:WP_096687993.1,	ID:WP_096687993.1,	-	ID:WP_224178291.1,ID:WP_224178601.1,	
242_TetR-AcrR_family_tra...faa	ID:WP_096652631.1,	-	-	-	-	-	-	
243_tetratricopeptide_re...faa	ID:WP_096652633.1,	-	-	-	-	-	-	
244_HD_domain-containing...faa	ID:WP_096652635.1,	-	-	ID:WP_096687556.1,	ID:WP_096687556.1,	-	-	
245_ggt.faa	ID:WP_096652637.1,	ID:WP_035150770.1,	-	ID:WP_096687076.1,	ID:WP_096687076.1,	ID:WP_015200728.1,	ID:WP_224178899.1,	
249_mechanosensitive_ion...faa	ID:WP_096652645.1,	-	-	-	-	-	-	
251_M4_family_metallopep...faa	ID:WP_096652649.1,	ID:WP_035156161.1,	-	ID:WP_096690175.1,	ID:WP_096690175.1,	ID:WP_015198736.1,	ID:WP_223989286.1,	
252_hypothetical_protein.faa	ID:WP_096652651.1,	ID:WP_035156159.1,	-	ID:WP_096690174.1,	ID:WP_096690174.1,	ID:WP_015198735.1,	ID:WP_019492345.1,	
254_RNA-binding_S4_domai...faa	ID:WP_096652653.1,	ID:WP_035154417.1,	-	ID:WP_096690591.1,	ID:WP_096690591.1,	ID:WP_015199256.1,	ID:WP_223974693.1,	
255_DNA_photolyase_famil...faa	ID:WP_096652655.1,	-	-	ID:WP_096684763.1,	ID:WP_096684763.1,	-	ID:WP_224175464.1,	
256_alpha-beta_hydrolase.faa	ID:WP_096652657.1,	-	-	ID:WP_096684862.1,	ID:WP_096684862.1,	ID:WP_015196302.1,	ID:WP_223978664.1,	
261_hypothetical_protein.faa	ID:WP_096652666.1,	-	-	-	-	-	-	
262_S-layer_family_prote...faa	ID:WP_096652668.1,ID:WP_096652672.1,ID:WP_096653367.1,ID:WP_096656037.1,ID:WP_096656491.1,ID:WP_096656492.1,ID:WP_096656493.1,ID:WP_096656495.1,ID:WP_096656496.1,ID:WP_096656497.1,ID:WP_096657111.1,ID:WP_096658156.1,	ID:WP_035149720.1,ID:WP_046814695.1,ID:WP_052754361.1,ID:WP_035149722.1,ID:WP_046814696.1,ID:WP_046814777.1,	-	ID:WP_096690810.1,	ID:WP_096690810.1,	ID:WP_015199112.1,ID:WP_015199115.1,ID:WP_015199116.1,ID:WP_015199117.1,	ID:WP_224177899.1,ID:WP_224179033.1,ID:WP_224179039.1,	
263_S-layer_family_prote...faa	ID:WP_096652670.1,	-	-	-	-	-	-	
270_HAMP_domain-containi...faa	ID:WP_096652684.1,	ID:WP_035149688.1,	-	-	-	-	-	
271_DUF1838_domain-conta...faa	ID:WP_096652686.1,	ID:WP_082127272.1,	-	-	-	-	-	
272_EAL_domain-containin...faa	ID:WP_096652688.1,	-	-	-	-	-	-	
275_type_II_toxin-antito...faa	ID:WP_096652694.1,	-	-	-	-	-	-	
276_hypothetical_protein.faa	ID:WP_096660974.1,	ID:WP_035153756.1,ID:WP_201782637.1,	-	ID:WP_096690895.1,ID:WP_096694398.1,	ID:WP_096690895.1,ID:WP_096694398.1,	-	ID:WP_224174722.1,	
277_hypothetical_protein.faa	ID:WP_096652696.1,	-	-	ID:WP_096688410.1,	ID:WP_096688410.1,	-	ID:WP_224177190.1,ID:WP_223972962.1,	
278_nucleotidyltransfera...faa	ID:WP_096652698.1,	-	-	-	-	-	-	
279_class_I_SAM-dependen...faa	ID:WP_096652700.1,	-	-	-	-	-	-	
280_hypothetical_protein.faa	ID:WP_096652702.1,	-	-	ID:WP_096685693.1,	ID:WP_096685693.1,	ID:WP_015198525.1,	ID:WP_019489093.1,	
281_tautomerase_family_p...faa	ID:WP_096652704.1,	-	-	ID:WP_096686041.1,	ID:WP_096686041.1,	ID:WP_015198811.1,	-	
282_hypothetical_protein.faa	ID:WP_096652706.1,	-	-	-	-	-	-	
283_hypothetical_protein.faa	ID:WP_096652708.1,	-	-	-	-	-	-	
288_hypothetical_protein.faa	ID:WP_096652717.1,	ID:WP_046814836.1,	-	ID:WP_096689327.1,	ID:WP_096689327.1,	ID:WP_015198438.1,	ID:WP_224178702.1,ID:WP_224176042.1,	
289_O-antigen_ligase_fam...faa	ID:WP_096652719.1,	ID:WP_035154685.1,	-	ID:WP_096689328.1,	ID:WP_096689328.1,	ID:WP_015198437.1,	ID:WP_224178703.1,ID:WP_224176043.1,	
290_lipopolysaccharide_b...faa	ID:WP_096652721.1,ID:WP_096657125.1,	ID:WP_035151238.1,ID:WP_035154683.1,	-	ID:WP_096689329.1,ID:WP_096689520.1,	ID:WP_096689329.1,ID:WP_096689520.1,	ID:WP_041739012.1,ID:WP_015198441.1,	ID:WP_224177835.1,ID:WP_223984748.1,	
291_hypothetical_protein.faa	ID:WP_096652723.1,	-	-	-	-	-	-	
292_glycosyltransferase_...faa	ID:WP_096652725.1,	-	-	-	-	ID:WP_015198442.1,	ID:WP_224176046.1,	
293_N-acetylglucosaminyl...faa	ID:WP_096652727.1,ID:WP_096657131.1,	-	-	ID:WP_096694514.1,	ID:WP_096694514.1,	-	ID:WP_224176047.1,	
294_glycosyltransferase.faa	ID:WP_096652729.1,	-	-	ID:WP_096689332.1,	ID:WP_096689332.1,	-	ID:WP_224176048.1,	
295_glycosyltransferase.faa	ID:WP_096652731.1,	-	-	-	-	-	ID:WP_223979947.1,	
296_hypothetical_protein.faa	ID:WP_096652733.1,	-	-	-	-	-	ID:WP_223978782.1,	
297_WecB-TagA-CpsF_famil...faa	ID:WP_096652735.1,	-	-	ID:WP_096683886.1,	ID:WP_096683886.1,	-	ID:WP_224179158.1,	
299_transferase.faa	ID:WP_096652739.1,	-	-	-	-	-	-	
302_metallophosphoestera...faa	ID:WP_096652745.1,	-	-	ID:WP_096684392.1,	ID:WP_096684392.1,	-	-	
303_phytanoyl-CoA_dioxyg...faa	ID:WP_096652747.1,	-	-	-	-	-	ID:WP_224177530.1,	
305_GFA_family_protein.faa	ID:WP_096652751.1,	ID:WP_035151482.1,	-	ID:WP_096688458.1,	ID:WP_096688458.1,	ID:WP_015196308.1,	ID:WP_223986987.1,	
309_hypothetical_protein.faa	ID:WP_096652759.1,	-	-	-	-	-	-	
313_hypothetical_protein.faa	ID:WP_096652767.1,	-	-	-	-	-	-	
314_AhpC-TSA_family_prot...faa	ID:WP_096652769.1,	ID:WP_046814874.1,	-	ID:WP_096684978.1,	ID:WP_096684978.1,	ID:WP_015196463.1,	ID:WP_223973123.1,	
315_hypothetical_protein.faa	ID:WP_096652771.1,	-	-	ID:WP_096691910.1,	ID:WP_096691910.1,	-	ID:WP_224177428.1,	
316_hypothetical_protein.faa	ID:WP_096652773.1,	-	-	ID:WP_096688440.1,	ID:WP_096688440.1,	-	-	
318_PLP-dependent_aminot...faa	ID:WP_096652777.1,	-	-	-	-	-	ID:WP_224175026.1,	
319_pyridoxine_5--phosph...faa	ID:WP_096652779.1,	-	-	-	-	-	-	
320_hypothetical_protein.faa	ID:WP_096652781.1,ID:WP_096653124.1,	-	-	ID:WP_096688162.1,	ID:WP_096688162.1,	-	ID:WP_224178897.1,	
321_hypothetical_protein.faa	ID:WP_096652783.1,ID:WP_096653122.1,ID:WP_096653142.1,	-	-	ID:WP_096688161.1,	ID:WP_096688161.1,	-	-	
322_PhzF_family_phenazin...faa	ID:WP_096652785.1,	-	-	-	-	ID:WP_015199244.1,	ID:WP_224179435.1,	
324_aminotransferase_cla...faa	ID:WP_096652789.1,	-	-	-	-	-	-	
325_aminotransferase_cla...faa	ID:WP_096652791.1,	-	-	-	-	-	-	
337_beta-phosphoglucomut...faa	ID:WP_096652813.1,	-	-	-	-	-	-	
338_glycoside_hydrolase_...faa	ID:WP_096652815.1,	-	-	-	-	-	-	
340_pentapeptide_repeat-...faa	ID:WP_096652819.1,	ID:WP_035158895.1,	-	ID:WP_096685376.1,	ID:WP_096685376.1,	ID:WP_015199684.1,	ID:WP_224175383.1,	
345_hypothetical_protein.faa	ID:WP_096652829.1,	-	-	-	-	-	-	
346_RNA_2--phosphotransf...faa	ID:WP_096652831.1,	-	-	ID:WP_096690389.1,	ID:WP_096690389.1,	-	ID:WP_223988133.1,	
353_hypothetical_protein.faa	ID:WP_096652846.1,	-	-	-	-	-	-	
354_class_I_SAM-dependen...faa	ID:WP_096652848.1,	-	-	-	-	-	-	
355_redoxin_domain-conta...faa	ID:WP_096652850.1,	ID:WP_035154239.1,	-	ID:WP_096690816.1,	ID:WP_096690816.1,	ID:WP_015196513.1,	ID:WP_224177928.1,	
356_hypothetical_protein.faa	ID:WP_096652852.1,	-	-	-	-	-	-	
357_GNAT_family_N-acetyl...faa	ID:WP_096652854.1,	-	-	-	-	-	-	
361_DUF5615_family_PIN-l...faa	ID:WP_096652862.1,	-	-	-	-	-	-	
362_site-specific_DNA-me...faa	ID:WP_096652864.1,	ID:WP_046815009.1,	-	ID:WP_096692849.1,	ID:WP_096692849.1,	ID:WP_085953349.1,	ID:WP_223990738.1,	
364_hypothetical_protein.faa	ID:WP_096652867.1,ID:WP_096655239.1,ID:WP_096656746.1,	-	-	-	-	-	-	
372_hypothetical_protein.faa	ID:WP_096652881.1,	-	-	-	-	-	-	
375_hypothetical_protein.faa	ID:WP_096652897.1,	-	-	-	-	-	-	
376_hypothetical_protein.faa	ID:WP_096652899.1,	-	-	-	-	-	ID:WP_224175316.1,	
377_Crp-Fnr_family_trans...faa	ID:WP_096652901.1,ID:WP_096652903.1,	-	-	ID:WP_096694279.1,	ID:WP_096694279.1,	-	ID:WP_224177971.1,ID:WP_224180128.1,	
379_MFS_transporter.faa	ID:WP_096652905.1,	-	-	ID:WP_096687997.1,ID:WP_096689983.1,	ID:WP_096687997.1,ID:WP_096689983.1,	-	ID:WP_224178761.1,	
380_efflux_RND_transport...faa	ID:WP_096652907.1,	-	-	-	-	-	-	
388_hypothetical_protein.faa	ID:WP_096652921.1,	-	-	-	-	-	-	
396_hypothetical_protein.faa	ID:WP_096652934.1,	-	-	-	-	-	-	
398_ABC_transporter_ATP-...faa	ID:WP_096660979.1,	-	-	-	-	-	-	
399_ABC_transporter_perm...faa	ID:WP_096652937.1,	-	-	-	-	-	-	
400_GH3_auxin-responsive...faa	ID:WP_096652939.1,	-	-	-	-	-	ID:WP_224174832.1,	
401_cupin-like_domain-co...faa	ID:WP_096652940.1,	ID:WP_035152720.1,	-	-	-	-	ID:WP_224178277.1,	
402_aspartyl-asparaginyl...faa	ID:WP_096652941.1,	-	-	-	-	-	-	
403_CapA_family_protein.faa	ID:WP_096652943.1,	-	-	-	-	-	-	
404_MFS_transporter.faa	ID:WP_096652945.1,	-	-	ID:WP_096688319.1,	ID:WP_096688319.1,	ID:WP_015200820.1,	ID:WP_223984615.1,	
405_class_I_SAM-dependen...faa	ID:WP_096652946.1,	-	-	-	-	-	-	
406_fatty_acid_desaturas...faa	ID:WP_096652948.1,	-	-	-	-	-	-	
407_aromatic_ring-hydrox...faa	ID:WP_096652950.1,	-	-	ID:WP_096685597.1,ID:WP_096692902.1,	ID:WP_096685597.1,ID:WP_096692902.1,	-	ID:WP_224176588.1,	
408_aminotransferase_cla...faa	ID:WP_096652952.1,	-	-	ID:WP_096685595.1,	ID:WP_096685595.1,	-	-	
409_hypothetical_protein.faa	ID:WP_096652954.1,	-	-	ID:WP_096685607.1,ID:WP_096689131.1,	ID:WP_096685607.1,ID:WP_096689131.1,	-	ID:WP_224174784.1,	
410_NAD-dependent_epimer...faa	ID:WP_096652956.1,	-	-	ID:WP_096685609.1,ID:WP_096687659.1,	ID:WP_096685609.1,ID:WP_096687659.1,	ID:WP_015200647.1,	ID:WP_223985641.1,	
411_sterol_desaturase_fa...faa	ID:WP_096652958.1,	-	-	ID:WP_096685599.1,	ID:WP_096685599.1,	-	-	
412_hypothetical_protein.faa	ID:WP_096652960.1,	-	-	-	-	-	ID:WP_224176189.1,	
