Orthogroup	PCC_7716	NIES-267
OG0000008	WP_224179574.1	WP_096661690.1, WP_096657205.1, WP_096657805.1, WP_096658046.1, WP_096655801.1, WP_096653799.1, WP_096655933.1, WP_096653676.1
OG0000009	WP_224179109.1	WP_096656824.1
OG0000009	WP_224176495.1	WP_096660236.1
OG0000009	WP_223984504.1	WP_096656216.1
OG0000009	WP_224178286.1	WP_096657270.1, WP_096657269.1
OG0000009	WP_224175243.1	WP_096652456.1
OG0000009	WP_223990086.1, WP_224175585.1	WP_096656771.1, WP_096655133.1
OG0000009	WP_224179146.1	WP_096656848.1
OG0000009	WP_224177788.1	WP_096655273.1
OG0000010	WP_223979110.1	WP_096660681.1
OG0000010	WP_223972461.1	WP_096658974.1
OG0000010	WP_224179683.1	WP_096652684.1
OG0000011	WP_223978339.1	WP_096657163.1
OG0000012	WP_224178707.1, WP_224175090.1	WP_096657315.1
OG0000012	WP_224178764.1, WP_223981015.1	WP_096655830.1
OG0000012	WP_224178997.1	WP_096652222.1
OG0000013	WP_223975095.1, WP_223987783.1, WP_224174825.1, WP_223978663.1, WP_223972559.1, WP_223973592.1, WP_223972557.1, WP_224177880.1, WP_224174644.1, WP_224174709.1, WP_224179543.1, WP_224176379.1	WP_096656846.1
OG0000014	WP_224177340.1	WP_096654934.1
OG0000014	WP_224179687.1, WP_224177655.1	WP_096655768.1
OG0000014	WP_224177143.1, WP_223987736.1	WP_096660526.1
OG0000015	WP_223978162.1, WP_223973125.1, WP_223976951.1, WP_224174592.1, WP_224177283.1, WP_224180364.1, WP_223978684.1, WP_223986040.1, WP_255667734.1, WP_224175646.1, WP_255667735.1	WP_096653436.1, WP_096653434.1, WP_096653432.1
OG0000016	WP_224179691.1	WP_096660242.1, WP_096654944.1
OG0000016	WP_223972021.1, WP_223973158.1	WP_096657937.1
OG0000016	WP_073624137.1	WP_096657815.1
OG0000016	WP_224175277.1	WP_096660979.1, WP_096657239.1
OG0000016	WP_224175028.1	WP_096654031.1
OG0000017	WP_223974161.1	WP_096660654.1
OG0000017	WP_223978338.1	WP_096657162.1
OG0000018	WP_224177415.1	WP_096652185.1
OG0000018	WP_223983760.1	WP_096660491.1
OG0000019	WP_223989441.1	WP_096656731.1
OG0000019	WP_224176689.1, WP_224178911.1, WP_224178766.1, WP_224176469.1, WP_223987281.1	WP_096656732.1
OG0000019	WP_224176703.1, WP_224176732.1	WP_096661294.1
OG0000020	WP_224178468.1	WP_096660831.1
OG0000021	WP_224175594.1	WP_096657174.1
OG0000021	WP_224175360.1, WP_224176022.1, WP_223973359.1	WP_096655388.1
OG0000021	WP_223984191.1	WP_096653646.1, WP_096658553.1
OG0000022	WP_224177161.1	WP_096659691.1
OG0000022	WP_223973380.1	WP_096661102.1
OG0000022	WP_223983823.1	WP_096661103.1, WP_096661123.1
OG0000023	WP_223982408.1, WP_224176745.1	WP_096660121.1
OG0000023	WP_224178875.1	WP_096660125.1
OG0000024	WP_224179033.1	WP_096657601.1, WP_096657196.1
OG0000025	WP_223987500.1, WP_224178098.1	WP_096661677.1
OG0000025	WP_224174281.1	WP_096658512.1, WP_096660093.1
OG0000025	WP_224174279.1	WP_096661432.1
OG0000026	WP_223988249.1, WP_127080584.1, WP_019495472.1, WP_224180391.1	WP_096661719.1, WP_096652347.1
OG0000026	WP_224178091.1	WP_096656912.1
OG0000026	WP_223972639.1	WP_096658606.1
OG0000026	WP_224175050.1	WP_096658601.1
OG0000027	WP_224179961.1, WP_224175791.1, WP_223989462.1, WP_224179521.1	WP_096658132.1, WP_096661239.1
OG0000028	WP_224177556.1	WP_096656440.1
OG0000028	WP_223987816.1, WP_224179387.1	WP_096652741.1
OG0000028	WP_223973706.1	WP_096660026.1
OG0000029	WP_224174365.1	WP_096656774.1, WP_096656773.1
OG0000029	WP_224179592.1	WP_096653809.1
OG0000029	WP_224174203.1	WP_096653801.1
OG0000031	WP_224174811.1	WP_096656751.1, WP_096652469.1, WP_096661178.1, WP_096660766.1
OG0000031	WP_224175116.1, WP_224179100.1	WP_096652420.1
OG0000031	WP_224176862.1	WP_096658172.1
OG0000032	WP_223972372.1, WP_224180152.1, WP_223972362.1, WP_224180315.1	WP_096659363.1
OG0000032	WP_223978974.1	WP_096658447.1
OG0000033	WP_224176048.1	WP_096652729.1
OG0000033	WP_224178067.1, WP_224178066.1	WP_096657665.1
OG0000033	WP_224178075.1	WP_096659679.1
OG0000034	WP_224176584.1, WP_224178055.1, WP_224178054.1, WP_224178996.1, WP_224174596.1, WP_224177860.1, WP_224179334.1, WP_224179682.1	WP_096656433.1
OG0000035	WP_224179196.1, WP_223973339.1	WP_096655613.1
OG0000035	WP_223973602.1, WP_223984083.1, WP_224180316.1	WP_096653492.1
OG0000036	WP_224176348.1	WP_096661436.1
OG0000036	WP_224175973.1	WP_096661437.1
OG0000037	WP_073623750.1, WP_019493593.1, WP_073620704.1	WP_096655191.1
OG0000037	WP_223985796.1	WP_096660173.1
OG0000038	WP_223973842.1, WP_224179556.1, WP_224175787.1, WP_223972042.1, WP_224175281.1	WP_096657945.1
OG0000038	WP_224176205.1	WP_096654948.1
OG0000039	WP_224175118.1, WP_224175353.1, WP_224176861.1	WP_096652473.1
OG0000039	WP_224176511.1, WP_224180453.1	WP_096661485.1
OG0000041	WP_223986883.1	WP_096656191.1, WP_096653546.1
OG0000042	WP_223981627.1	WP_096655919.1
OG0000042	WP_224175059.1	WP_096655773.1, WP_096657061.1
OG0000043	WP_223985707.1, WP_223976582.1, WP_224179378.1, WP_223978913.1	WP_096652188.1
OG0000044	WP_224178868.1	WP_096660060.1
OG0000044	WP_224178869.1	WP_096661316.1
OG0000045	WP_224177902.1, WP_224177102.1, WP_223974614.1	WP_096657107.1
OG0000046	WP_224179680.1, WP_224179195.1, WP_224180166.1, WP_224174471.1, WP_224174600.1, WP_224178994.1, WP_224175698.1, WP_224174367.1, WP_224174860.1, WP_224178995.1	WP_096657189.1, WP_096657220.1, WP_096657376.1
OG0000048	WP_223972807.1	WP_096660895.1
OG0000048	WP_223970995.1	WP_096661291.1
OG0000049	WP_224176341.1	WP_096659840.1
OG0000049	WP_224178608.1	WP_096659131.1
OG0000049	WP_224174712.1	WP_096658206.1
OG0000049	WP_224174729.1	WP_096655684.1
OG0000049	WP_223970094.1, WP_224177778.1	WP_096660950.1
OG0000050	WP_223973274.1	WP_096661052.1
OG0000050	WP_224179191.1, WP_224176612.1	WP_096657974.1
OG0000051	WP_223976248.1, WP_223985370.1, WP_224175559.1	WP_096653108.1, WP_096653110.1, WP_096657423.1
OG0000051	WP_224176027.1	WP_096660648.1
OG0000052	WP_224179285.1, WP_224175119.1, WP_223990866.1, WP_224175352.1	WP_096652475.1
OG0000052	WP_224180451.1, WP_224176512.1	WP_096661483.1
OG0000053	WP_224176746.1, WP_224179512.1	WP_096660120.1, WP_096656011.1, WP_096660107.1
OG0000054	WP_224178520.1	WP_096653164.1, WP_096654013.1
OG0000054	WP_224175154.1	WP_096659976.1
OG0000057	WP_224174743.1	WP_096659434.1
OG0000057	WP_223985282.1	WP_096661694.1, WP_096657599.1
OG0000057	WP_224178369.1	WP_096658936.1
OG0000058	WP_224177899.1	WP_096652668.1, WP_096652672.1, WP_096656317.1, WP_096653367.1, WP_096653357.1, WP_096654007.1, WP_096656494.1, WP_096653452.1, WP_096654685.1, WP_096656498.1, WP_096654938.1, WP_096655622.1, WP_096657111.1, WP_096656492.1, WP_096656491.1, WP_096656495.1, WP_096656496.1, WP_096656497.1, WP_096656037.1, WP_096656493.1, WP_096658156.1
OG0000059	WP_223989517.1	WP_096658123.1
OG0000059	WP_224176570.1	WP_096654212.1
OG0000059	WP_224176885.1	WP_096656432.1
OG0000060	WP_223990960.1, WP_223977252.1	WP_096652471.1
OG0000060	WP_223977619.1, WP_224180454.1	WP_096661486.1
OG0000061	WP_224177323.1	WP_096660118.1
OG0000061	WP_223989551.1	WP_096656010.1, WP_096660106.1
OG0000062	WP_223978795.1, WP_224175373.1, WP_224178787.1	WP_096655439.1
OG0000063	WP_224175528.1, WP_224174000.1	WP_096659607.1, WP_096654627.1, WP_096654625.1
OG0000064	WP_224179577.1, WP_223988239.1	WP_096659195.1
OG0000064	WP_223989889.1	WP_096658398.1
OG0000066	WP_224177895.1	WP_096657598.1
OG0000066	WP_224178603.1, WP_224177916.1	WP_096658161.1
OG0000066	WP_224179075.1	WP_096661192.1
OG0000067	WP_224179217.1	WP_096653265.1
OG0000067	WP_223986199.1	WP_096653285.1
OG0000068	WP_223983062.1, WP_223972642.1	WP_096657151.1, WP_096658603.1
OG0000069	WP_224174151.1	WP_096658881.1
OG0000069	WP_223970437.1	WP_096658869.1
OG0000069	WP_224174148.1, WP_224174172.1	WP_096658843.1
OG0000069	WP_224174170.1, WP_224174126.1, WP_224178293.1, WP_224174112.1, WP_224174160.1, WP_224174145.1, WP_255667712.1	WP_096661035.1
OG0000070	WP_223974384.1	WP_096655478.1
OG0000070	WP_224173920.1, WP_223973130.1	WP_096655151.1
OG0000070	WP_224178196.1	WP_096655153.1
OG0000071	WP_224174774.1, WP_224176095.1	WP_096658062.1
OG0000072	WP_224178894.1, WP_223991267.1, WP_223982518.1, WP_223990992.1, WP_223978707.1, WP_223973279.1, WP_223984765.1	WP_096660182.1
OG0000073	WP_223973153.1	WP_096655875.1, WP_096655868.1
OG0000073	WP_223975079.1	WP_096660052.1
OG0000074	WP_224177449.1	WP_096660868.1, WP_096661319.1, WP_096659818.1, WP_096659820.1, WP_096653517.1
OG0000074	WP_224176515.1, WP_223976764.1, WP_224179084.1	WP_096659822.1, WP_096659509.1
OG0000075	WP_224176039.1	WP_096655940.1, WP_096656219.1, WP_096653209.1, WP_096659751.1, WP_096658281.1
OG0000076	WP_224177218.1, WP_224177101.1	WP_096653932.1
OG0000076	WP_224178317.1	WP_096653664.1, WP_096653660.1, WP_096653662.1
OG0000077	WP_224174410.1, WP_224180341.1	WP_096657418.1
OG0000077	WP_224180251.1	WP_096661511.1
OG0000077	WP_224174245.1	WP_096657286.1
OG0000078	WP_223978242.1	WP_096656165.1
OG0000078	WP_224176270.1, WP_073618247.1	WP_096660375.1
OG0000079	WP_223975674.1	WP_096655917.1
OG0000079	WP_224176674.1	WP_096657592.1
OG0000079	WP_223977187.1	WP_096657496.1
OG0000080	WP_224177215.1	WP_096656443.1
OG0000080	WP_224178762.1, WP_224176340.1, WP_224176908.1, WP_224176454.1	WP_096659013.1
OG0000081	WP_224176478.1	WP_096661563.1
OG0000082	WP_224176905.1	WP_096656422.1
OG0000082	WP_224180487.1, WP_224174479.1, WP_073619728.1	WP_096656662.1
OG0000082	WP_224174155.1	WP_096654111.1
OG0000083	WP_224175350.1	WP_096659747.1
OG0000083	WP_224174255.1	WP_096658331.1
OG0000083	WP_224175240.1	WP_096652340.1
OG0000084	WP_223990658.1, WP_224178856.1, WP_224179267.1, WP_224176397.1, WP_223978645.1	WP_096660492.1
OG0000085	WP_223985058.1, WP_223980781.1, WP_224176094.1	WP_096656789.1
OG0000086	WP_223972605.1	WP_096652877.1
OG0000086	WP_224178819.1	WP_096658312.1
OG0000087	WP_223987779.1	WP_096654478.1
OG0000087	WP_224176412.1	WP_096657150.1, WP_096657129.1
OG0000088	WP_127086126.1	WP_096660002.1, WP_096660000.1
OG0000088	WP_019488911.1	WP_096660004.1
OG0000089	WP_224177972.1	WP_096660027.1
OG0000089	WP_223976722.1, WP_224177458.1	WP_096661166.1
OG0000091	WP_224175232.1	WP_096655404.1
OG0000091	WP_224175655.1	WP_096657534.1, WP_096658671.1, WP_096657289.1
OG0000091	WP_224180246.1	WP_096661523.1
OG0000092	WP_019497149.1, WP_224179963.1, WP_224175770.1	WP_096657568.1
OG0000093	WP_224180193.1, WP_224180196.1, WP_224177824.1	WP_096653106.1, WP_096659853.1, WP_096661655.1, WP_096657440.1, WP_096659047.1
OG0000094	WP_224174217.1, WP_224179016.1	WP_096657013.1
OG0000094	WP_223973546.1, WP_224179019.1	WP_096657014.1
OG0000094	WP_224177473.1, WP_224179017.1	WP_096652739.1
OG0000095	WP_223976527.1	WP_096660205.1
OG0000095	WP_224179257.1	WP_096660174.1, WP_096656614.1
OG0000096	WP_224176947.1	WP_096658202.1
OG0000097	WP_224175129.1	WP_096659786.1
OG0000098	WP_223984341.1, WP_223984344.1	WP_096655601.1, WP_096655602.1, WP_096655600.1
OG0000099	WP_019492617.1	WP_096660421.1
OG0000099	WP_223977250.1	WP_096652393.1
OG0000100	WP_224177735.1, WP_224176183.1, WP_224176805.1, WP_224177308.1, WP_224179511.1	WP_096652378.1
OG0000101	WP_223973253.1	WP_096655901.1
OG0000102	WP_223970695.1	WP_096658580.1
OG0000103	WP_224175390.1	WP_096656066.1
OG0000103	WP_224175783.1	WP_096655482.1, WP_096655698.1
OG0000104	WP_223986804.1, WP_224177397.1	WP_096654343.1
OG0000105	WP_224179332.1	WP_096655117.1, WP_096656775.1, WP_096653807.1, WP_096657047.1
OG0000105	WP_224180423.1, WP_224180138.1, WP_224175069.1, WP_224175896.1	WP_096653405.1, WP_096661183.1
OG0000106	WP_223972896.1, WP_223979896.1, WP_224178817.1	WP_096652533.1
OG0000108	WP_224175588.1	WP_096661661.1
OG0000108	WP_224180297.1	WP_096661443.1, WP_096661621.1
OG0000109	WP_224177368.1	WP_096656210.1
OG0000109	WP_223978980.1	WP_096656371.1
OG0000109	WP_224177259.1	WP_096658300.1, WP_096653140.1, WP_096653211.1, WP_096653138.1
OG0000110	WP_224178270.1, WP_224178269.1	WP_096657255.1
OG0000110	WP_224178363.1	WP_096654101.1, WP_096654067.1
OG0000110	WP_224178284.1	WP_096657264.1
OG0000113	WP_223985252.1	WP_096656098.1
OG0000113	WP_224177188.1	WP_096657737.1, WP_096658278.1, WP_096660841.1
OG0000114	WP_224175480.1	WP_096653446.1
OG0000115	WP_224179057.1, WP_223988232.1	WP_096653484.1, WP_096658839.1
OG0000116	WP_224177328.1	WP_096659345.1
OG0000117	WP_224175063.1	WP_096661474.1, WP_096657746.1, WP_096659171.1
OG0000118	WP_224177062.1	WP_096652293.1
OG0000120	WP_224175693.1, WP_224175925.1, WP_224178961.1, WP_224174935.1, WP_224174936.1, WP_224180050.1	WP_096657502.1, WP_096657212.1, WP_096658781.1, WP_096657385.1
OG0000121	WP_223980800.1	WP_096658204.1, WP_096657299.1
OG0000122	WP_223979269.1, WP_224179665.1, WP_223976655.1	WP_096654977.1, WP_096654967.1
OG0000123	WP_224177833.1	WP_096660972.1
OG0000124	WP_223989773.1, WP_223972536.1, WP_223983235.1, WP_224176702.1, WP_255666742.1	WP_096660214.1
OG0000125	WP_224177177.1	WP_096658474.1
OG0000125	WP_224179105.1	WP_096658147.1
OG0000126	WP_224175147.1, WP_224179720.1, WP_223978658.1	WP_096658573.1
OG0000127	WP_224176632.1	WP_096654647.1
OG0000127	WP_223977360.1	WP_096654645.1
OG0000127	WP_224175285.1	WP_096655870.1, WP_096655877.1
OG0000128	WP_223980068.1	WP_096655580.1
OG0000129	WP_224174658.1	WP_096654989.1
OG0000129	WP_223990056.1	WP_096659720.1
OG0000130	WP_223990054.1	WP_015122646.1
OG0000130	WP_127080712.1	WP_096654361.1
OG0000131	WP_224175283.1	WP_096657940.1
OG0000131	WP_224174714.1, WP_224175788.1, WP_224175463.1	WP_096653733.1
OG0000132	WP_223976445.1	WP_096656293.1
OG0000132	WP_224176839.1	WP_096660923.1, WP_096661096.1
OG0000133	WP_224180444.1	WP_096661680.1
OG0000135	WP_223987993.1	WP_096654323.1, WP_096656903.1, WP_096653462.1, WP_096656810.1
OG0000136	WP_224179835.1	WP_096661535.1, WP_096657444.1, WP_096661501.1
OG0000136	WP_224179669.1	WP_096658687.1, WP_096657527.1, WP_096657295.1
OG0000137	WP_223978124.1	WP_096653731.1, WP_096653486.1, WP_096658837.1, WP_096654134.1
OG0000138	WP_224174542.1	WP_096660301.1
OG0000139	WP_224177268.1	WP_096654753.1
OG0000139	WP_224180515.1	WP_096657795.1
OG0000139	WP_224173957.1	WP_096652458.1
OG0000140	WP_224179048.1, WP_224174084.1	WP_096658661.1
OG0000143	WP_224175011.1	WP_096656311.1
OG0000143	WP_224177572.1	WP_096653622.1, WP_096653007.1
OG0000144	WP_224179420.1	WP_096656097.1
OG0000144	WP_224177189.1	WP_096660842.1, WP_096658279.1
OG0000146	WP_224174149.1, WP_224180122.1	WP_096655028.1
OG0000146	WP_224179803.1, WP_224179814.1	WP_096655022.1
OG0000147	WP_224175871.1, WP_224175877.1, WP_224175811.1, WP_224174050.1	WP_096652424.1
OG0000148	WP_224178314.1	WP_096653654.1
OG0000148	WP_224175623.1, WP_223978113.1	WP_096654001.1
OG0000149	WP_224176792.1, WP_223973608.1	WP_096660883.1
OG0000149	WP_223972789.1	WP_096660881.1
OG0000150	WP_224179287.1	WP_096652549.1
OG0000150	WP_223975705.1	WP_096655685.1, WP_096659772.1
OG0000151	WP_224175819.1	WP_096657354.1
OG0000151	WP_224175641.1	WP_096657435.1
OG0000152	WP_224178959.1	WP_096658775.1, WP_096657312.1, WP_096657504.1, WP_096657388.1
OG0000153	WP_223979267.1	WP_096654969.1, WP_096654979.1
OG0000154	WP_224176244.1	WP_096656680.1
OG0000154	WP_224178820.1, WP_224177132.1	WP_096660264.1, WP_096655958.1, WP_096653743.1, WP_096652324.1, WP_096657542.1
OG0000155	WP_223976653.1	WP_096654975.1
OG0000155	WP_223976651.1	WP_096654965.1
OG0000156	WP_224175397.1	WP_096655486.1
OG0000157	WP_223986868.1	WP_096658183.1
OG0000157	WP_224176484.1, WP_223978134.1	WP_096654482.1, WP_096655316.1
OG0000158	WP_223978281.1	WP_096656055.1, WP_096655837.1, WP_096655841.1
OG0000158	WP_223987781.1	WP_096654476.1
OG0000159	WP_224175416.1	WP_096653739.1
OG0000160	WP_224176927.1	WP_096652467.1
OG0000161	WP_224174192.1, WP_223977304.1, WP_224175808.1, WP_224179966.1	WP_096658105.1
OG0000162	WP_224179060.1, WP_224175869.1, WP_224175863.1	WP_096661301.1
OG0000163	WP_224178051.1	WP_096661225.1
OG0000163	WP_223977014.1	WP_096657887.1
OG0000164	WP_224179381.1, WP_224176177.1, WP_224175423.1	WP_096660268.1
OG0000164	WP_224177636.1	WP_096654269.1
OG0000165	WP_223972738.1, WP_224175741.1, WP_224179955.1	WP_096659619.1
OG0000166	WP_224175422.1, WP_224177144.1	WP_096655032.1
OG0000166	WP_224177637.1	WP_096654271.1
OG0000167	WP_224179826.1	WP_096661365.1
OG0000167	WP_224180248.1	WP_096657484.1
OG0000168	WP_224177664.1	WP_096654793.1
OG0000168	WP_224174996.1	WP_096661312.1, WP_096661438.1
OG0000169	WP_224174423.1, WP_223975514.1, WP_224174612.1, WP_224175008.1, WP_224178482.1, WP_224174425.1	WP_096655893.1, WP_096653482.1, WP_096655392.1
OG0000170	WP_224178321.1, WP_224179054.1, WP_223990070.1, WP_223972327.1, WP_224175531.1, WP_224177834.1, WP_224175564.1, WP_224174347.1, WP_224178633.1, WP_224174614.1	WP_096658587.1
OG0000171	WP_224174125.1, WP_224174118.1, WP_224174116.1, WP_223970398.1, WP_224174143.1, WP_224178265.1, WP_224174152.1, WP_223972612.1, WP_223970443.1, WP_224174147.1, WP_223970414.1, WP_224174113.1, WP_223970514.1, WP_224175612.1	WP_096658867.1
OG0000176	WP_255666525.1	WP_096660706.1
OG0000176	WP_223988207.1	WP_096658304.1
OG0000177	WP_224180014.1, WP_224174598.1, WP_224179347.1, WP_224175833.1, WP_224179346.1, WP_224178235.1	WP_096653964.1
OG0000180	WP_223983820.1	WP_096655675.1
OG0000180	WP_224179717.1	WP_096655905.1
OG0000181	WP_224179563.1, WP_223978294.1	WP_096652246.1
OG0000182	WP_223990677.1	WP_096655881.1
OG0000182	WP_223975632.1	WP_096656468.1
OG0000183	WP_223986890.1	WP_096657059.1
OG0000184	WP_223990726.1	WP_096657125.1
OG0000184	WP_224176045.1	WP_096652721.1
OG0000184	WP_224177835.1	WP_096657139.1
OG0000185	WP_223971187.1	WP_096652395.1
OG0000185	WP_224179157.1, WP_223986919.1, WP_224176053.1	WP_096652737.1, WP_096655972.1, WP_096659664.1
OG0000186	WP_224177014.1	WP_096660968.1
OG0000187	WP_224175694.1, WP_224175924.1, WP_224178962.1	WP_096661387.1, WP_096657384.1, WP_096657501.1, WP_096657213.1, WP_096657314.1, WP_096658783.1
OG0000188	WP_223975012.1	WP_096657663.1
OG0000188	WP_223991283.1	WP_096656347.1
OG0000189	WP_223986132.1	WP_096654621.1
OG0000190	WP_223989718.1, WP_223989716.1	WP_096658432.1
OG0000190	WP_223983301.1	WP_096661262.1
OG0000191	WP_223990842.1	WP_096652519.1
OG0000191	WP_224179498.1	WP_096657063.1
OG0000192	WP_224179601.1, WP_224179700.1, WP_224179629.1, WP_224177060.1, WP_224174070.1, WP_224180233.1, WP_224176981.1, WP_223971455.1	WP_096654835.1, WP_096655885.1, WP_096654837.1
OG0000193	WP_224176462.1, WP_224177212.1	WP_096656553.1, WP_096656554.1
OG0000194	WP_224177277.1, WP_224178910.1, WP_224179628.1	WP_096654940.1
OG0000195	WP_255666550.1, WP_223977840.1, WP_223978868.1	WP_096660243.1, WP_096656125.1
OG0000196	WP_224178065.1, WP_224178074.1	WP_096657664.1
OG0000196	WP_224178073.1	WP_096657674.1
OG0000198	WP_223976255.1, WP_223989373.1	WP_096653628.1
OG0000198	WP_223973879.1	WP_096657036.1
OG0000199	WP_223978968.1	WP_096657242.1, WP_096652937.1, WP_096657241.1
OG0000200	WP_223978775.1	WP_096653630.1
OG0000200	WP_223973878.1	WP_096657037.1
OG0000201	WP_224175942.1	WP_096657414.1
OG0000201	WP_224175675.1, WP_224180223.1	WP_096658699.1, WP_096657305.1, WP_096657518.1
OG0000201	WP_224178935.1	WP_096661541.1
OG0000202	WP_224175589.1	WP_096661426.1, WP_096661660.1, WP_096661620.1
OG0000203	WP_224176841.1, WP_224177401.1, WP_223977804.1	WP_096660596.1
OG0000204	WP_224179259.1, WP_224179258.1	WP_096656283.1
OG0000205	WP_224175049.1	WP_096652307.1
OG0000206	WP_224179167.1, WP_224179166.1, WP_224179168.1	WP_096654390.1
OG0000207	WP_224178960.1, WP_224175683.1	WP_096661728.1
OG0000208	WP_224175887.1	WP_096653399.1
OG0000208	WP_224180141.1, WP_224180427.1	WP_096653823.1
OG0000209	WP_224179333.1	WP_096653407.1, WP_096657202.1
OG0000209	WP_224175068.1, WP_224179059.1, WP_255667721.1, WP_224180139.1, WP_224180424.1	WP_096653819.1
OG0000210	WP_224176921.1	WP_096656664.1
OG0000210	WP_224177855.1, WP_224177949.1, WP_224179248.1	WP_096656270.1
OG0000211	WP_223979095.1, WP_223983714.1, WP_224174647.1	WP_096656768.1
OG0000212	WP_224180342.1, WP_224174273.1	WP_096661510.1
OG0000212	WP_224174411.1, WP_224174461.1	WP_096657417.1, WP_096661279.1, WP_096657311.1, WP_096657512.1
OG0000215	WP_223977116.1	WP_096658324.1, WP_096658348.1, WP_096654665.1
OG0000216	WP_223989944.1	WP_096661320.1
OG0000217	WP_223981824.1	WP_096655374.1
OG0000218	WP_224177823.1, WP_223973926.1, WP_224179049.1	WP_096660906.1
OG0000219	WP_224178325.1	WP_096656743.1
OG0000219	WP_223981939.1	WP_096657798.1
OG0000221	WP_224175479.1	WP_096653986.1, WP_096661409.1, WP_096657393.1, WP_096653444.1
OG0000222	WP_223990522.1	WP_096653874.1, WP_096657562.1, WP_096657563.1, WP_096653946.1
OG0000223	WP_224177607.1	WP_096654661.1
OG0000224	WP_223971838.1	WP_096659980.1
OG0000225	WP_224177438.1	WP_096660874.1
OG0000225	WP_223976806.1	WP_096660873.1
OG0000226	WP_224179534.1, WP_224175816.1, WP_224179978.1, WP_224176319.1	WP_096659849.1
OG0000227	WP_224177297.1	WP_096659521.1
OG0000227	WP_223989948.1, WP_224179020.1, WP_223990385.1	WP_096658016.1
OG0000228	WP_224175688.1, WP_224175919.1, WP_224178964.1	WP_096657383.1, WP_096657500.1, WP_096657214.1, WP_096658785.1, WP_096661550.1
OG0000229	WP_223979467.1	WP_096656914.1
OG0000231	WP_223972732.1, WP_224176820.1, WP_224177675.1, WP_224178239.1	WP_096659784.1
OG0000232	WP_223983641.1	WP_096656831.1
OG0000233	WP_224178852.1, WP_223975317.1, WP_223975319.1	WP_096657136.1
OG0000235	WP_223989321.1	WP_096656057.1
OG0000236	WP_224180495.1, WP_223973888.1	WP_096657027.1
OG0000236	WP_223975137.1	WP_096656355.1
OG0000237	WP_223979947.1	WP_096652731.1
OG0000237	WP_223990711.1	WP_096657127.1
OG0000239	WP_223970196.1	WP_096652327.1
OG0000239	WP_223983681.1	WP_096657789.1
OG0000240	WP_223973627.1	WP_096658358.1
OG0000240	WP_127081350.1	WP_096655707.1
OG0000241	WP_224177088.1	WP_096655113.1, WP_096653835.1
OG0000242	WP_224176848.1	WP_096657968.1
OG0000242	WP_223987035.1	WP_096655986.1
OG0000243	WP_223978075.1, WP_224177334.1	WP_096652436.1
OG0000243	WP_223981437.1	WP_096657870.1
OG0000244	WP_019495095.1, WP_224179673.1, WP_224180131.1	WP_096652284.1, WP_096661206.1, WP_096658753.1
OG0000245	WP_224174262.1, WP_224179620.1	WP_096661407.1, WP_096661675.1
OG0000245	WP_224180510.1	WP_096661682.1
OG0000246	WP_223980084.1, WP_224177016.1, WP_224177017.1	WP_096655984.1, WP_096655582.1
OG0000247	WP_224179834.1	WP_096661517.1
