Orthogroup	NIES-4071	NIES-267
OG0000014	WP_096686410.1	WP_096654920.1
OG0000014	WP_096688443.1	WP_096660526.1
OG0000015	WP_096684727.1, WP_096684729.1, WP_096684731.1, WP_096690481.1, WP_096692766.1, WP_096683728.1, WP_096694254.1, WP_096694872.1	WP_096653436.1, WP_096653434.1, WP_096653432.1
OG0000016	WP_096686993.1, WP_096693706.1	WP_096660242.1, WP_096654944.1
OG0000016	WP_096685008.1	WP_096657937.1
OG0000016	WP_096686371.1	WP_096657815.1
OG0000016	WP_096684976.1	WP_096660979.1, WP_096657239.1
OG0000016	WP_096694139.1	WP_096654031.1
OG0000017	WP_096690249.1	WP_096660654.1
OG0000017	WP_096686127.1, WP_096685802.1	WP_096657162.1
OG0000017	WP_096687569.1	WP_096657739.1
OG0000018	WP_096691938.1	WP_096652185.1
OG0000018	WP_096691016.1	WP_096660491.1
OG0000019	WP_096691522.1	WP_096656731.1
OG0000019	WP_096683961.1, WP_096684364.1, WP_096683944.1, WP_096692214.1, WP_096690012.1, WP_096693074.1, WP_096694258.1	WP_096656732.1
OG0000019	WP_096684432.1, WP_096684403.1	WP_096661294.1
OG0000021	WP_096688523.1, WP_096685084.1, WP_096683812.1, WP_096684070.1, WP_096685699.1, WP_096685701.1	WP_096655388.1
OG0000021	WP_096688791.1	WP_096656633.1
OG0000021	WP_096683899.1	WP_096653646.1, WP_096658553.1
OG0000022	WP_096694458.1	WP_096659691.1
OG0000022	WP_096685392.1	WP_096661102.1
OG0000022	WP_096688731.1	WP_096661103.1, WP_096661123.1
OG0000023	WP_096691269.1, WP_096692561.1	WP_096660121.1
OG0000023	WP_096691286.1	WP_096661107.1, WP_096660108.1
OG0000023	WP_096689037.1	WP_096660125.1
OG0000025	WP_096684183.1	WP_096661677.1
OG0000025	WP_096695214.1	WP_096658512.1, WP_096660093.1
OG0000025	WP_096691930.1	WP_096657986.1
OG0000026	WP_096694961.1, WP_096692314.1, WP_096690149.1	WP_096661719.1, WP_096652347.1
OG0000026	WP_096690637.1	WP_096656912.1
OG0000027	WP_096694658.1, WP_096691512.1, WP_096694436.1	WP_096658132.1, WP_096661239.1
OG0000028	WP_096691059.1	WP_096656440.1
OG0000028	WP_096688384.1, WP_096686678.1	WP_096652741.1
OG0000028	WP_096689726.1	WP_096660026.1
OG0000029	WP_096684050.1	WP_096653813.1
OG0000029	WP_096687805.1	WP_096653801.1
OG0000031	WP_096688702.1	WP_096652469.1
OG0000031	WP_096684518.1	WP_096661178.1, WP_096660766.1
OG0000031	WP_096686047.1	WP_096652420.1
OG0000031	WP_096691433.1	WP_096658172.1
OG0000032	WP_096689123.1, WP_096692210.1, WP_096694912.1	WP_096659363.1
OG0000032	WP_096693712.1	WP_096658447.1
OG0000033	WP_096689332.1, WP_096689333.1, WP_096689331.1	WP_096652729.1
OG0000033	WP_096690666.1	WP_096658556.1, WP_096657134.1, WP_096657665.1, WP_096657667.1, WP_096657666.1, WP_096659679.1
OG0000034	WP_096693020.1, WP_096695170.1, WP_096683764.1	WP_096656433.1
OG0000035	WP_096689136.1	WP_096655613.1
OG0000035	WP_096686274.1, WP_096689974.1, WP_096689068.1, WP_096689063.1, WP_096683742.1, WP_096689182.1	WP_096653492.1
OG0000036	WP_096684061.1	WP_096661436.1
OG0000037	WP_096689828.1, WP_096690445.1	WP_096655191.1
OG0000037	WP_096686575.1	WP_096660173.1
OG0000038	WP_096687180.1, WP_096689831.1, WP_096685000.1	WP_096657945.1
OG0000038	WP_096694576.1	WP_096654948.1
OG0000038	WP_096684229.1	WP_096660240.1
OG0000039	WP_096686045.1, WP_096691438.1	WP_096652473.1
OG0000039	WP_096695304.1, WP_096695257.1	WP_096661485.1
OG0000041	WP_096684128.1, WP_096689003.1, WP_096686338.1	WP_096656191.1, WP_096653546.1
OG0000042	WP_096689244.1, WP_096688178.1, WP_096690528.1, WP_096692172.1, WP_096684126.1	WP_096655919.1
OG0000042	WP_096691555.1, WP_096683799.1	WP_096655773.1, WP_096657061.1
OG0000043	WP_096688360.1, WP_096691852.1, WP_096686671.1, WP_096694572.1	WP_096652188.1
OG0000044	WP_096689017.1	WP_096660060.1
OG0000044	WP_096689018.1	WP_096661316.1
OG0000045	WP_096689840.1, WP_096690762.1, WP_096690430.1, WP_096694068.1, WP_096692344.1, WP_096692269.1, WP_096690361.1, WP_096690567.1	WP_096657107.1
OG0000046	WP_096695068.1, WP_096695177.1, WP_096695227.1	WP_096657189.1, WP_096657220.1, WP_096657376.1
OG0000048	WP_096686066.1	WP_096660895.1
OG0000048	WP_096687766.1	WP_096661291.1
OG0000049	WP_096691043.1	WP_096660950.1
OG0000050	WP_096686174.1	WP_096661052.1
OG0000050	WP_096689762.1, WP_096694536.1	WP_096657974.1
OG0000051	WP_096689114.1, WP_096688875.1, WP_096691897.1, WP_096692010.1, WP_096687583.1	WP_096660648.1
OG0000052	WP_096686043.1, WP_096691439.1	WP_096652475.1
OG0000052	WP_096695256.1, WP_096695303.1	WP_096661483.1
OG0000053	WP_096689506.1, WP_096691270.1, WP_096692560.1, WP_096691287.1	WP_096660120.1, WP_096656011.1, WP_096660107.1
OG0000054	WP_096692270.1	WP_096653164.1
OG0000054	WP_096691408.1	WP_096659976.1
OG0000057	WP_096687898.1, WP_096687945.1, WP_096688625.1	WP_096659434.1
OG0000057	WP_096689835.1	WP_096658936.1
OG0000057	WP_096684290.1	WP_096656851.1
OG0000059	WP_096691483.1	WP_096658123.1
OG0000059	WP_096692996.1	WP_096654212.1
OG0000059	WP_096692259.1	WP_096656432.1
OG0000060	WP_096692611.1	WP_096652471.1
OG0000060	WP_096695258.1, WP_096695305.1	WP_096661486.1
OG0000061	WP_096691271.1	WP_096660118.1
OG0000061	WP_096692559.1	WP_096656010.1, WP_096660106.1
OG0000062	WP_096683775.1, WP_096690053.1	WP_096655439.1
OG0000063	WP_096684896.1, WP_096686396.1	WP_096659607.1, WP_096654627.1, WP_096654625.1
OG0000064	WP_096690144.1	WP_096659195.1
OG0000064	WP_096692294.1	WP_096658398.1
OG0000065	WP_096690381.1, WP_096689324.1, WP_096692037.1, WP_096688804.1, WP_096693082.1, WP_096690942.1	WP_096656802.1
OG0000066	WP_096688812.1	WP_096657598.1
OG0000066	WP_096687014.1, WP_096690796.1	WP_096658161.1
OG0000067	WP_096688480.1	WP_096653265.1
OG0000067	WP_096688477.1	WP_096653285.1
OG0000068	WP_096686704.1	WP_096657151.1, WP_096658603.1
OG0000069	WP_096687820.1	WP_096658843.1
OG0000069	WP_096694715.1	WP_096661035.1
OG0000070	WP_096684394.1	WP_096655478.1
OG0000070	WP_096687650.1, WP_096684365.1, WP_096683949.1, WP_096683935.1	WP_096655151.1
OG0000070	WP_096684387.1	WP_096655153.1
OG0000071	WP_096685624.1	WP_096658062.1
OG0000071	WP_096686259.1, WP_096693551.1, WP_096692063.1, WP_096692956.1	WP_096659081.1
OG0000072	WP_096690524.1, WP_096690508.1, WP_096686209.1, WP_096689354.1	WP_096660182.1
OG0000073	WP_096689987.1	WP_096655875.1, WP_096655868.1
OG0000073	WP_096690366.1	WP_096660052.1
OG0000074	WP_096687204.1	WP_096659822.1, WP_096659509.1
OG0000075	WP_096691848.1, WP_096691751.1, WP_096688883.1	WP_096655940.1, WP_096656219.1, WP_096653209.1, WP_096659751.1, WP_096658281.1
OG0000076	WP_096691809.1	WP_096653932.1
OG0000076	WP_096690183.1	WP_096653664.1, WP_096653660.1, WP_096653662.1
OG0000077	WP_096693555.1	WP_096657418.1, WP_096661511.1
OG0000077	WP_096694954.1	WP_096657286.1
OG0000078	WP_096685348.1	WP_096656165.1
OG0000078	WP_096694317.1	WP_096660375.1
OG0000079	WP_096690838.1	WP_096655917.1
OG0000079	WP_096692592.1	WP_096657592.1
OG0000079	WP_096687944.1, WP_096684429.1	WP_096657496.1
OG0000080	WP_096685241.1, WP_096692222.1, WP_096693064.1	WP_096659013.1
OG0000081	WP_096688521.1, WP_096691082.1, WP_096690051.1, WP_096689527.1	WP_096661563.1
OG0000082	WP_096692229.1	WP_096656422.1
OG0000082	WP_096692750.1	WP_096656662.1
OG0000082	WP_096684468.1	WP_096654111.1
OG0000083	WP_096686791.1	WP_096659747.1
OG0000083	WP_096687504.1	WP_096652340.1
OG0000084	WP_096692804.1, WP_096689751.1, WP_096685604.1	WP_096660492.1
OG0000085	WP_096687586.1, WP_096683979.1, WP_096691171.1, WP_096694553.1, WP_096689325.1	WP_096656789.1
OG0000086	WP_096687704.1	WP_096652877.1
OG0000086	WP_096690120.1	WP_096658312.1
OG0000087	WP_096688405.1	WP_096654478.1
OG0000087	WP_096693930.1	WP_096657150.1, WP_096657129.1
OG0000088	WP_096693944.1	WP_096660002.1, WP_096660000.1
OG0000088	WP_096691928.1	WP_096659185.1
OG0000088	WP_096685322.1	WP_096660004.1
OG0000089	WP_096688929.1	WP_096660027.1
OG0000091	WP_096685936.1	WP_096655404.1
OG0000092	WP_073623405.1, WP_096694656.1, WP_096694659.1	WP_096657568.1
OG0000093	WP_096688180.1	WP_096653106.1, WP_096659853.1, WP_096661655.1, WP_096657440.1, WP_096659047.1
OG0000094	WP_096690548.1	WP_096657014.1
OG0000095	WP_096688757.1	WP_096656284.1
OG0000095	WP_096684405.1	WP_096660205.1
OG0000095	WP_096694084.1	WP_096660174.1, WP_096656614.1
OG0000096	WP_096692119.1	WP_096658202.1
OG0000097	WP_096685429.1	WP_096659786.1
OG0000098	WP_096689203.1, WP_096689204.1	WP_096655601.1, WP_096655602.1, WP_096655600.1
OG0000099	WP_096690458.1	WP_096660421.1
OG0000099	WP_096692603.1	WP_096652393.1
OG0000100	WP_096689418.1, WP_096689056.1, WP_096693615.1, WP_096692494.1	WP_096652378.1
OG0000101	WP_096684010.1	WP_096655901.1
OG0000104	WP_096690824.1, WP_096689845.1, WP_096694384.1, WP_096692307.1, WP_096684947.1	WP_096654343.1
OG0000105	WP_096683878.1, WP_096694724.1	WP_096653405.1, WP_096661183.1
OG0000106	WP_096686003.1, WP_096690981.1, WP_096693965.1, WP_096693547.1	WP_096652533.1
OG0000108	WP_096684735.1	WP_096661661.1
OG0000108	WP_096688009.1	WP_096661443.1, WP_096661621.1
OG0000109	WP_096693721.1	WP_096656371.1
OG0000110	WP_096687818.1	WP_096657255.1, WP_096654101.1, WP_096654067.1
OG0000113	WP_096686930.1	WP_096656098.1
OG0000113	WP_096691770.1	WP_096657737.1, WP_096658278.1, WP_096660841.1
OG0000114	WP_096685285.1	WP_096653446.1
OG0000115	WP_096686318.1, WP_096686316.1	WP_096653484.1, WP_096658839.1
OG0000116	WP_096694413.1	WP_096659345.1
OG0000117	WP_096692162.1, WP_096690423.1, WP_096690422.1, WP_096686669.1, WP_096687887.1	WP_096661474.1, WP_096657746.1, WP_096659171.1
OG0000118	WP_096689873.1	WP_096652293.1, WP_096652879.1
OG0000120	WP_096694599.1	WP_096657502.1, WP_096657212.1, WP_096658781.1, WP_096657385.1
OG0000121	WP_096691257.1, WP_096694443.1, WP_096690491.1, WP_096687526.1	WP_096658204.1
OG0000121	WP_026093300.1	WP_096657299.1
OG0000122	WP_096685630.1, WP_096691879.1	WP_096654977.1, WP_096654967.1
OG0000123	WP_096689519.1	WP_096660972.1
OG0000124	WP_096694507.1, WP_096688291.1	WP_096660214.1
OG0000125	WP_096691749.1	WP_096658474.1
OG0000125	WP_096691748.1	WP_096658147.1, WP_096659768.1, WP_096659770.1, WP_096659329.1, WP_096659891.1
OG0000126	WP_096685474.1, WP_096684420.1, WP_096684119.1, WP_096688878.1	WP_096658573.1
OG0000128	WP_096692024.1	WP_096655580.1
OG0000128	WP_096685195.1, WP_096683891.1	WP_096655974.1
OG0000129	WP_096687448.1	WP_096654989.1
OG0000129	WP_096693249.1	WP_096659720.1
OG0000130	WP_096693247.1	WP_015122646.1
OG0000130	WP_096692703.1	WP_096654361.1
OG0000131	WP_096685004.1	WP_096657940.1
OG0000131	WP_096684148.1	WP_096653733.1
OG0000132	WP_096691013.1	WP_096656293.1
OG0000132	WP_096688510.1	WP_096660923.1, WP_096661096.1
OG0000133	WP_096689558.1	WP_096661680.1
OG0000135	WP_096686870.1	WP_096659696.1, WP_096653205.1, WP_096654323.1, WP_096656903.1, WP_096653462.1, WP_096656810.1, WP_096658143.1, WP_096660397.1, WP_096656024.1, WP_096653207.1, WP_096660996.1
OG0000136	WP_096694809.1	WP_096661535.1, WP_096657444.1, WP_096661501.1
OG0000137	WP_096685326.1	WP_096653731.1, WP_096653486.1, WP_096658837.1, WP_096654134.1
OG0000138	WP_096690413.1, WP_096695251.1, WP_096690047.1, WP_096691986.1	WP_096660301.1
OG0000138	WP_096690412.1	WP_096652358.1, WP_096661648.1
OG0000139	WP_096691361.1	WP_096654753.1
OG0000139	WP_096686571.1	WP_096657795.1, WP_096652458.1, WP_096660297.1
OG0000140	WP_096687120.1, WP_096687831.1, WP_096687745.1, WP_096687747.1, WP_096687746.1	WP_096658661.1
OG0000143	WP_096688298.1	WP_096656311.1
OG0000143	WP_096687005.1	WP_096653622.1, WP_096653007.1
OG0000144	WP_096686932.1	WP_096656097.1
OG0000144	WP_096694464.1	WP_096660842.1, WP_096658279.1
OG0000146	WP_096690433.1	WP_096655022.1
OG0000147	WP_096684304.1, WP_096690531.1, WP_096688127.1, WP_096686385.1	WP_096652424.1
OG0000148	WP_096690186.1	WP_096653654.1
OG0000148	WP_096686156.1, WP_096685293.1	WP_096654001.1
OG0000149	WP_096686088.1	WP_096660883.1
OG0000149	WP_096686092.1	WP_096660881.1
OG0000150	WP_096687907.1	WP_096654498.1
OG0000150	WP_096690825.1	WP_096655685.1, WP_096659772.1
OG0000151	WP_096684210.1	WP_096657541.1, WP_096657354.1, WP_096657435.1
OG0000152	WP_096687894.1, WP_096691628.1, WP_096683736.1	WP_096658775.1, WP_096657312.1, WP_096657504.1, WP_096657388.1
OG0000153	WP_096685632.1	WP_096654969.1, WP_096654979.1
OG0000154	WP_096691627.1	WP_096660264.1, WP_096655958.1, WP_096653743.1, WP_096652324.1, WP_096657542.1
OG0000155	WP_096691878.1	WP_096654965.1
OG0000156	WP_096684527.1	WP_096655486.1
OG0000157	WP_096689024.1	WP_096658183.1
OG0000157	WP_096684132.1	WP_096654482.1, WP_096655316.1
OG0000158	WP_096685156.1	WP_096656055.1, WP_096655837.1, WP_096655841.1
OG0000158	WP_096694188.1	WP_096654476.1
OG0000160	WP_096692149.1	WP_096652467.1
OG0000161	WP_096687978.1, WP_096694663.1	WP_096658105.1
OG0000162	WP_096684301.1, WP_096694103.1, WP_096684289.1, WP_096687124.1, WP_096694154.1	WP_096661301.1
OG0000163	WP_096694367.1	WP_096661225.1
OG0000163	WP_096690924.1, WP_096694404.1	WP_096657887.1
OG0000164	WP_096729072.1	WP_096660268.1
OG0000165	WP_096686290.1, WP_096694896.1, WP_096694699.1, WP_096683991.1	WP_096659619.1
OG0000166	WP_096694454.1	WP_096655032.1
OG0000166	WP_096690958.1	WP_096654271.1
OG0000167	WP_096694817.1	WP_096661365.1
OG0000168	WP_096691447.1, WP_096685458.1, WP_096684994.1	WP_096654793.1
OG0000168	WP_096684248.1	WP_096661312.1, WP_096661438.1
OG0000169	WP_096692759.1, WP_096694157.1, WP_096694353.1	WP_096655893.1, WP_096653482.1, WP_096655392.1
OG0000170	WP_096693948.1, WP_096694168.1	WP_096658587.1
OG0000176	WP_096685993.1	WP_096660706.1
OG0000176	WP_096690127.1	WP_096658304.1
OG0000177	WP_096691333.1, WP_096684491.1, WP_096694967.1	WP_096653964.1
OG0000178	WP_096693800.1, WP_096693806.1, WP_096693802.1	WP_096653930.1, WP_096661208.1
OG0000180	WP_096688730.1	WP_096655675.1
OG0000180	WP_096692924.1	WP_096655905.1
OG0000181	WP_096688747.1, WP_096684176.1, WP_096684740.1	WP_096652246.1
OG0000182	WP_096692793.1	WP_096655881.1
OG0000182	WP_096690854.1	WP_096656468.1
OG0000183	WP_096689000.1	WP_096657059.1
OG0000184	WP_096689329.1	WP_096657125.1, WP_096652721.1
OG0000184	WP_096689520.1	WP_096657139.1
OG0000185	WP_096683887.1	WP_096652737.1, WP_096655972.1, WP_096659664.1
OG0000186	WP_096683889.1	WP_096655973.1
OG0000186	WP_096692026.1	WP_096660968.1
OG0000186	WP_096685193.1	WP_096655578.1
OG0000188	WP_096690688.1	WP_096657663.1
OG0000188	WP_096693499.1	WP_096656347.1
OG0000189	WP_096686400.1	WP_096654621.1
OG0000190	WP_096692490.1	WP_096658432.1
OG0000190	WP_096694275.1, WP_096689655.1	WP_096661262.1
OG0000191	WP_096688751.1	WP_096652519.1
OG0000191	WP_096694400.1	WP_096657063.1
OG0000193	WP_096691802.1, WP_096693067.1	WP_096656553.1, WP_096656554.1
OG0000194	WP_096691334.1, WP_096683945.1, WP_096688370.1	WP_096654940.1
OG0000195	WP_096694660.1, WP_096694519.1, WP_096693639.1	WP_096660243.1, WP_096656125.1
OG0000196	WP_096690667.1	WP_096657664.1
OG0000196	WP_096690665.1	WP_096657674.1
OG0000197	WP_096686243.1	WP_096656803.1
OG0000197	WP_096689323.1	WP_096660819.1
OG0000198	WP_096690961.1	WP_096653628.1
OG0000198	WP_096686970.1, WP_096689806.1	WP_096657036.1
OG0000199	WP_096693814.1	WP_096660241.1
OG0000199	WP_096693708.1	WP_096657242.1, WP_096652937.1, WP_096657241.1
OG0000199	WP_096686991.1	WP_096654946.1
OG0000200	WP_096685243.1	WP_096653630.1
OG0000200	WP_096686968.1, WP_096694295.1	WP_096657037.1
OG0000202	WP_096683759.1	WP_096658343.1, WP_096661604.1, WP_096661444.1
OG0000202	WP_096684733.1	WP_096661426.1, WP_096661660.1, WP_096661620.1
OG0000203	WP_096687458.1	WP_096660596.1
OG0000204	WP_096686892.1, WP_096686890.1	WP_096656283.1
OG0000205	WP_096686653.1, WP_096692169.1	WP_096652307.1
OG0000206	WP_096692053.1, WP_096692054.1, WP_096685904.1	WP_096654390.1
OG0000207	WP_096689250.1, WP_096687308.1, WP_096688658.1, WP_096692056.1	WP_096661728.1
OG0000208	WP_096683875.1, WP_096694727.1	WP_096653399.1
OG0000209	WP_096683877.1, WP_096694725.1	WP_096653407.1, WP_096657202.1
OG0000210	WP_096690213.1, WP_096688392.1, WP_096687064.1	WP_096656270.1
OG0000211	WP_096693259.1	WP_096656768.1
OG0000212	WP_096695286.1	WP_096657417.1, WP_096661279.1, WP_096657311.1, WP_096657512.1
OG0000215	WP_096693845.1	WP_096658324.1, WP_096658348.1, WP_096654665.1
OG0000216	WP_096684869.1	WP_096659855.1
OG0000216	WP_096693766.1, WP_096694903.1	WP_096661320.1
OG0000217	WP_096684830.1	WP_096655374.1
OG0000218	WP_096689502.1, WP_096689421.1, WP_096688653.1	WP_096660906.1
OG0000219	WP_096689152.1	WP_096656743.1
OG0000219	WP_096691339.1	WP_096657798.1
OG0000221	WP_096685287.1	WP_096653986.1, WP_096661409.1, WP_096657393.1, WP_096653444.1
OG0000222	WP_096693810.1	WP_096657562.1
OG0000222	WP_096693812.1	WP_096657563.1
OG0000223	WP_096691492.1	WP_096654661.1
OG0000223	WP_096690250.1	WP_096657155.1, WP_096656639.1
OG0000224	WP_096686884.1	WP_096659980.1
OG0000225	WP_096692350.1	WP_096660874.1
OG0000225	WP_096692351.1	WP_096660873.1
OG0000226	WP_096684463.1, WP_096694685.1	WP_096659849.1
OG0000227	WP_096691311.1	WP_096659521.1
OG0000227	WP_096684966.1	WP_096658016.1
OG0000231	WP_096692452.1, WP_096690293.1, WP_096690292.1	WP_096659784.1
OG0000232	WP_096689862.1	WP_096656831.1
OG0000232	WP_096689863.1, WP_096689864.1, WP_096687036.1	WP_096656835.1
OG0000233	WP_096692567.1, WP_096688915.1	WP_096657136.1
OG0000235	WP_096690934.1	WP_096656057.1
OG0000236	WP_096689801.1	WP_096657027.1
OG0000236	WP_096694351.1	WP_096656355.1
OG0000239	WP_096688221.1	WP_096657789.1
OG0000240	WP_096684990.1	WP_096658358.1
OG0000240	WP_096684620.1	WP_096655707.1
OG0000241	WP_096691477.1	WP_096658116.1
OG0000241	WP_096688149.1	WP_096655113.1, WP_096653835.1
OG0000242	WP_096692312.1	WP_096657968.1
OG0000242	WP_096694359.1	WP_096655986.1
OG0000243	WP_096691786.1	WP_096657870.1
OG0000244	WP_096692593.1, WP_096694898.1	WP_096652284.1, WP_096661206.1, WP_096658753.1
OG0000245	WP_096694934.1, WP_096694932.1	WP_096661407.1, WP_096661675.1
OG0000246	WP_096692023.1, WP_096692019.1, WP_096688642.1	WP_096655984.1, WP_096655582.1
OG0000247	WP_096694810.1	WP_096661517.1
OG0000248	WP_096688113.1, WP_096684186.1	WP_096657566.1
OG0000248	WP_096692176.1	WP_096653870.1
OG0000249	WP_096693563.1	WP_096655394.1
OG0000249	WP_096687942.1	WP_096655894.1
OG0000250	WP_096694698.1, WP_096694894.1, WP_096694668.1	WP_096652287.1
OG0000251	WP_096695088.1, WP_096689405.1, WP_096689404.1	WP_096652537.1
OG0000252	WP_096694911.1, WP_096684848.1, WP_096695136.1	WP_096655597.1
OG0000253	WP_096683831.1, WP_096694127.1, WP_096689824.1	WP_096656601.1
OG0000254	WP_096694748.1, WP_096695184.1, WP_096693006.1	WP_096657084.1
OG0000256	WP_096694694.1, WP_096690533.1, WP_096694692.1	WP_096658767.1
OG0000257	WP_096695268.1, WP_096695340.1, WP_096695204.1, WP_096695314.1	WP_096661702.1
OG0000262	WP_096686001.1	WP_096655804.1
OG0000262	WP_096688939.1	WP_096658330.1
OG0000263	WP_096685372.1	WP_096658018.1
OG0000264	WP_096688888.1	WP_096656685.1
OG0000266	WP_096692441.1, WP_096692179.1	WP_096654797.1
OG0000267	WP_096688737.1	WP_096653359.1
OG0000267	WP_096683789.1	WP_096656500.1
OG0000268	WP_096693419.1	WP_096655733.1
OG0000269	WP_096693013.1	WP_096660764.1
OG0000269	WP_096692728.1	WP_096655734.1
OG0000270	WP_096692505.1	WP_096655159.1
OG0000270	WP_096692504.1	WP_096655075.1
OG0000271	WP_096687667.1	WP_096652209.1
OG0000272	WP_096687666.1	WP_096652206.1
OG0000273	WP_096694662.1, WP_096690542.1	WP_096658727.1
OG0000274	WP_096694661.1, WP_096690543.1	WP_096658725.1
OG0000276	WP_096688462.1, WP_096687032.1	WP_096656166.1
OG0000278	WP_096687482.1	WP_096660566.1
OG0000278	WP_096685252.1, WP_096685250.1	WP_096653385.1, WP_096657809.1
OG0000281	WP_096689396.1	WP_096661554.1, WP_096661562.1
OG0000282	WP_096686060.1	WP_096656652.1, WP_096660898.1
OG0000283	WP_096687990.1, WP_096690304.1	WP_096656194.1
OG0000285	WP_096684972.1	WP_096657243.1
OG0000285	WP_096688594.1	WP_096656886.1
OG0000286	WP_096695116.1	WP_096661725.1
OG0000287	WP_096689048.1	WP_096656089.1
OG0000288	WP_096685545.1, WP_096694678.1, WP_096694695.1	WP_096652925.1
OG0000289	WP_096690856.1, WP_096686900.1	WP_096656466.1
OG0000290	WP_096691569.1, WP_096691566.1	WP_096657121.1
OG0000291	WP_096683809.1, WP_096692994.1	WP_096654079.1, WP_096657932.1
OG0000292	WP_096694186.1	WP_096656897.1
OG0000294	WP_096690341.1	WP_096656331.1
OG0000294	WP_096688465.1	WP_096656833.1
OG0000295	WP_096692013.1	WP_096655590.1
OG0000295	WP_096685209.1, WP_096683897.1	WP_096655982.1
OG0000296	WP_096692014.1	WP_096655587.1
OG0000296	WP_096683896.1, WP_096685205.1	WP_096655979.1
OG0000297	WP_096692015.1	WP_096655585.1
OG0000297	WP_096685199.1	WP_096655976.1
OG0000298	WP_096693240.1	WP_096659726.1
OG0000299	WP_096688829.1, WP_096686850.1	WP_096658319.1
OG0000301	WP_096691184.1	WP_096661149.1
OG0000301	WP_096691183.1	WP_096657888.1
OG0000302	WP_096688978.1	WP_096656825.1
OG0000302	WP_096686547.1	WP_096652943.1, WP_096660304.1
OG0000304	WP_096694058.1	WP_096654731.1
OG0000304	WP_096686690.1	WP_096658349.1
OG0000305	WP_096686966.1, WP_096689807.1, WP_096689676.1	WP_096657038.1, WP_096653634.1
OG0000306	WP_096690936.1	WP_096654534.1
OG0000307	WP_096688849.1, WP_096685386.1	WP_096656923.1
OG0000308	WP_096684139.1	WP_096654122.1, WP_096653771.1
OG0000309	WP_096684268.1	WP_096661484.1, WP_096661515.1, WP_096657432.1
