Orthogroup	PCC_6303	NIES-267
OG0000016	WP_015196780.1	WP_096657815.1
OG0000017	WP_015195951.1	WP_096660654.1
OG0000017	WP_015196930.1	WP_096657162.1
OG0000017	WP_015197990.1	WP_096657739.1
OG0000018	WP_015198913.1	WP_096652185.1
OG0000019	WP_015197299.1	WP_096656732.1
OG0000020	WP_015198096.1	WP_096660831.1
OG0000022	WP_238993725.1	WP_096659691.1
OG0000022	WP_041739801.1	WP_096661102.1
OG0000023	WP_015198146.1	WP_096660125.1
OG0000024	WP_015200452.1, WP_041739807.1	WP_096657601.1, WP_096657196.1
OG0000025	WP_015197074.1	WP_096661677.1
OG0000025	WP_015198548.1	WP_096658512.1, WP_096660093.1, WP_096661432.1
OG0000026	WP_015196354.1	WP_096661719.1, WP_096652347.1
OG0000026	WP_015200083.1	WP_096658606.1, WP_096658601.1
OG0000027	WP_015197311.1	WP_096658132.1, WP_096661239.1
OG0000028	WP_015199894.1	WP_096656440.1
OG0000029	WP_015197911.1	WP_096653813.1
OG0000029	WP_015197910.1	WP_096656774.1, WP_096656773.1
OG0000029	WP_015197913.1	WP_096653801.1
OG0000031	WP_015198432.1	WP_096652420.1
OG0000031	WP_015198431.1, WP_015198430.1	WP_096658172.1
OG0000032	WP_015199990.1	WP_096659363.1
OG0000032	WP_015196231.1	WP_096658447.1
OG0000033	WP_015198883.1	WP_096657665.1
OG0000034	WP_015198141.1, WP_015197024.1, WP_015198586.1, WP_015198472.1, WP_051036718.1, WP_015197662.1, WP_015199305.1, WP_015197064.1	WP_096656433.1
OG0000035	WP_015200178.1	WP_096653492.1
OG0000036	WP_051036612.1	WP_096661436.1
OG0000036	WP_238993778.1	WP_096661197.1, WP_096657399.1
OG0000037	WP_015195823.1	WP_096655191.1
OG0000037	WP_015199328.1	WP_096660173.1
OG0000038	WP_015199428.1	WP_096657945.1
OG0000038	WP_015198499.1	WP_096660240.1
OG0000039	WP_015198426.1	WP_096652473.1
OG0000039	WP_015199532.1	WP_096661485.1
OG0000041	WP_015197437.1	WP_096656191.1, WP_096653546.1
OG0000043	WP_015197734.1, WP_015196744.1, WP_015197499.1, WP_015197031.1	WP_096652188.1
OG0000044	WP_015196347.1	WP_096660060.1
OG0000044	WP_015199625.1	WP_096658177.1, WP_096657442.1, WP_096658299.1, WP_096659889.1, WP_096658176.1
OG0000044	WP_015196348.1	WP_096661316.1
OG0000045	WP_015196883.1, WP_041739671.1	WP_096657107.1
OG0000046	WP_041740406.1, WP_015198357.1, WP_015198118.1, WP_015197925.1	WP_096657189.1, WP_096657220.1, WP_096657376.1
OG0000047	WP_015198129.1	WP_096659956.1
OG0000048	WP_015200396.1	WP_096660895.1
OG0000048	WP_015199467.1	WP_096661291.1
OG0000050	WP_015196687.1	WP_096661052.1
OG0000050	WP_015197840.1	WP_096657974.1
OG0000051	WP_015197709.1	WP_096653108.1, WP_096653110.1, WP_096657423.1
OG0000052	WP_015196064.1, WP_015198425.1	WP_096652475.1
OG0000052	WP_015199533.1	WP_096661483.1
OG0000053	WP_015197625.1	WP_096660120.1, WP_096656011.1, WP_096660107.1
OG0000054	WP_015196370.1	WP_096659976.1
OG0000057	WP_015197804.1	WP_096658936.1
OG0000059	WP_015197460.1	WP_096658123.1
OG0000059	WP_015197556.1	WP_096654212.1
OG0000059	WP_015199381.1	WP_096656432.1
OG0000060	WP_015199531.1	WP_096661486.1
OG0000062	WP_015196914.1	WP_096655439.1
OG0000063	WP_015196677.1, WP_041739039.1, WP_041739042.1	WP_096659607.1, WP_096654627.1, WP_096654625.1
OG0000064	WP_015196831.1	WP_096659195.1
OG0000064	WP_015199341.1	WP_096658398.1
OG0000065	WP_015197988.1, WP_015196530.1, WP_015196825.1, WP_203225927.1, WP_015199290.1	WP_096656802.1
OG0000066	WP_015200817.1	WP_096657598.1, WP_096658161.1, WP_096661192.1
OG0000067	WP_015197166.1	WP_096656459.1
OG0000067	WP_015200008.1	WP_096653285.1
OG0000071	WP_015199683.1	WP_096658062.1
OG0000072	WP_041740898.1	WP_096660182.1
OG0000073	WP_015199734.1	WP_096660052.1
OG0000074	WP_015198521.1	WP_096660868.1, WP_096661319.1, WP_096659818.1, WP_096659820.1, WP_096653517.1
OG0000074	WP_015199104.1, WP_015199210.1	WP_096659822.1, WP_096659509.1
OG0000075	WP_015196921.1	WP_096655940.1, WP_096656219.1, WP_096653209.1, WP_096659751.1, WP_096658281.1
OG0000076	WP_015195807.1	WP_096653932.1
OG0000076	WP_015198823.1	WP_096653664.1, WP_096653660.1, WP_096653662.1, WP_096656854.1
OG0000077	WP_015198239.1, WP_015196125.1	WP_096657286.1
OG0000078	WP_041739258.1	WP_096656165.1
OG0000078	WP_015200995.1	WP_096660375.1
OG0000079	WP_015197086.1	WP_096655917.1
OG0000080	WP_015197111.1	WP_096656443.1
OG0000080	WP_015195893.1	WP_096659013.1
OG0000081	WP_015196912.1, WP_015199405.1, WP_238993715.1	WP_096661563.1
OG0000082	WP_015200903.1	WP_096656422.1
OG0000083	WP_015199355.1, WP_015197848.1	WP_096659747.1
OG0000084	WP_015197290.1	WP_096660492.1
OG0000085	WP_015199682.1	WP_096656789.1
OG0000086	WP_015199372.1	WP_096652877.1
OG0000086	WP_015198648.1	WP_096658312.1
OG0000087	WP_015200057.1	WP_096654478.1
OG0000088	WP_015199447.1	WP_096660002.1, WP_096660000.1
OG0000088	WP_015173955.1	WP_096659185.1
OG0000088	WP_015199448.1	WP_096660004.1
OG0000089	WP_015196823.1	WP_096660027.1
OG0000091	WP_015198686.1	WP_096655404.1
OG0000091	WP_015198310.1, WP_015196122.1, WP_015198236.1	WP_096657534.1, WP_096658671.1, WP_096657289.1
OG0000093	WP_015197076.1, WP_041740455.1	WP_096653106.1, WP_096659853.1, WP_096661655.1, WP_096657440.1, WP_096659047.1
OG0000094	WP_203225943.1, WP_015196333.1	WP_096657013.1
OG0000094	WP_015196332.1	WP_096657014.1, WP_096652739.1
OG0000095	WP_015200931.1	WP_096656284.1
OG0000095	WP_015197782.1	WP_096660174.1, WP_096656614.1
OG0000096	WP_015200465.1, WP_238993705.1	WP_096658202.1
OG0000097	WP_083866339.1	WP_096659786.1
OG0000099	WP_015198863.1	WP_096660421.1
OG0000099	WP_015198939.1	WP_096652393.1
OG0000100	WP_015200841.1	WP_096652378.1
OG0000101	WP_015199432.1	WP_096655901.1
OG0000102	WP_015196135.1	WP_096658540.1, WP_096658550.1, WP_096658539.1, WP_096658583.1, WP_096658581.1, WP_096658547.1, WP_096658546.1
OG0000102	WP_238993751.1	WP_096658580.1
OG0000104	WP_041740832.1	WP_096654343.1
OG0000105	WP_015197704.1	WP_096653405.1, WP_096661183.1
OG0000106	WP_015198497.1, WP_015197614.1	WP_096652533.1
OG0000108	WP_158333194.1, WP_255348468.1, WP_015173893.1	WP_096661443.1, WP_096661621.1, WP_096661427.1
OG0000110	WP_015198213.1	WP_096657255.1, WP_096654101.1, WP_096654067.1
OG0000113	WP_015199783.1	WP_096656098.1
OG0000113	WP_015197336.1	WP_096657737.1, WP_096658278.1, WP_096660841.1
OG0000114	WP_015198139.1	WP_096653982.1
OG0000114	WP_015200575.1	WP_096653446.1
OG0000114	WP_015197915.1	WP_096657392.1, WP_096661410.1
OG0000116	WP_015199999.1	WP_096659345.1
OG0000118	WP_083866325.1, WP_015199596.1	WP_096652293.1
OG0000118	WP_015196445.1, WP_015198739.1	WP_096652879.1
OG0000120	WP_015196039.1, WP_015197904.1, WP_041739560.1	WP_096657502.1, WP_096657212.1, WP_096658781.1, WP_096657385.1
OG0000121	WP_041740528.1	WP_096658204.1
OG0000122	WP_015199560.1, WP_015200608.1	WP_096654977.1, WP_096654967.1
OG0000123	WP_015196449.1, WP_015199804.1	WP_096660972.1
OG0000124	WP_015201112.1, WP_015199614.1	WP_096660214.1
OG0000125	WP_015199397.1	WP_096658147.1
OG0000126	WP_238993838.1	WP_096658573.1
OG0000127	WP_015196097.1	WP_096654647.1, WP_096654645.1
OG0000128	WP_015199198.1	WP_096655580.1
OG0000129	WP_015200409.1	WP_096654989.1
OG0000129	WP_041740961.1	WP_096659720.1
OG0000130	WP_015200971.1	WP_015122646.1
OG0000130	WP_015197523.1	WP_096654361.1
OG0000131	WP_015199430.1	WP_096657940.1
OG0000131	WP_015198605.1	WP_096653733.1
OG0000132	WP_015195803.1	WP_096656293.1
OG0000132	WP_041738909.1	WP_096660923.1
OG0000133	WP_015197418.1, WP_015197439.1, WP_015200415.1, WP_015200372.1	WP_096661680.1
OG0000134	WP_015196772.1	WP_096659609.1
OG0000134	WP_015197473.1, WP_015198555.1, WP_015198809.1, WP_015198768.1, WP_083866332.1, WP_015198894.1, WP_015199162.1, WP_015199468.1, WP_203225946.1, WP_015199544.1, WP_015195849.1	WP_096654089.1
OG0000136	WP_238993759.1	WP_096661501.1
OG0000136	WP_015198318.1	WP_096658687.1, WP_096657527.1, WP_096657295.1
OG0000138	WP_015198478.1, WP_015198565.1	WP_096660301.1
OG0000139	WP_015196198.1	WP_096654753.1
OG0000139	WP_015200667.1	WP_096657795.1
OG0000139	WP_015196085.1	WP_096660297.1
OG0000140	WP_015195985.1	WP_096658661.1, WP_096658617.1
OG0000143	WP_015198543.1	WP_096656311.1
OG0000144	WP_015199782.1	WP_096656097.1
OG0000144	WP_015197335.1	WP_096660842.1, WP_096658279.1
OG0000145	WP_015173950.1	WP_096661512.1
OG0000146	WP_238993794.1	WP_096655028.1
OG0000146	WP_083866309.1	WP_096655022.1
OG0000147	WP_015198163.1	WP_096652424.1
OG0000148	WP_015196322.1	WP_096653654.1
OG0000148	WP_015200755.1	WP_096654001.1
OG0000149	WP_015196325.1	WP_096660883.1
OG0000149	WP_015197110.1, WP_015196323.1	WP_096660881.1
OG0000150	WP_015197533.1	WP_096654498.1, WP_096655685.1, WP_096659772.1
OG0000151	WP_041739522.1	WP_096657541.1
OG0000151	WP_015197844.1, WP_238993797.1	WP_096657435.1
OG0000152	WP_015198349.1, WP_041739409.1, WP_015196041.1	WP_096658775.1, WP_096657312.1, WP_096657504.1, WP_096657388.1
OG0000154	WP_083866301.1	WP_096656680.1
OG0000154	WP_015199103.1	WP_096660264.1, WP_096655958.1, WP_096653743.1, WP_096652324.1, WP_096657542.1
OG0000155	WP_015200607.1	WP_096654975.1
OG0000155	WP_015200606.1	WP_096654965.1
OG0000157	WP_015198598.1	WP_096658183.1
OG0000158	WP_051036585.1	WP_096656055.1, WP_096655837.1, WP_096655841.1
OG0000158	WP_144051074.1	WP_096654476.1
OG0000159	WP_015196275.1	WP_096657152.1, WP_096656640.1
OG0000159	WP_015199118.1, WP_015199243.1, WP_015200959.1, WP_015199119.1	WP_096653739.1
OG0000160	WP_015198772.1	WP_096660067.1
OG0000163	WP_015197191.1	WP_096661225.1
OG0000163	WP_041739205.1	WP_096657887.1
OG0000164	WP_015197836.1, WP_015199489.1	WP_096660268.1
OG0000164	WP_015199586.1	WP_096654269.1
OG0000165	WP_015197136.1	WP_096659619.1
OG0000166	WP_015199490.1	WP_096655032.1
OG0000166	WP_015199587.1	WP_096654271.1
OG0000167	WP_041740526.1, WP_015198238.1, WP_015196124.1	WP_096657536.1, WP_096658667.1, WP_096657287.1, WP_096661365.1, WP_096657484.1
OG0000168	WP_015197073.1	WP_096661312.1, WP_096661438.1
OG0000176	WP_015199655.1	WP_096660706.1
OG0000176	WP_015200797.1	WP_096658304.1
OG0000178	WP_015198037.1, WP_015198038.1	WP_096653930.1
OG0000178	WP_015196164.1	WP_096661208.1
OG0000180	WP_041739648.1	WP_096655675.1
OG0000180	WP_015199700.1	WP_096655905.1
OG0000181	WP_015198801.1, WP_015196259.1	WP_096652246.1
OG0000182	WP_015196196.1	WP_096655881.1
OG0000182	WP_015201089.1	WP_096656468.1
OG0000184	WP_015198441.1	WP_096657125.1
OG0000184	WP_041739012.1	WP_096657139.1
OG0000186	WP_041739735.1	WP_096660968.1
OG0000187	WP_015198231.1, WP_015197905.1, WP_015196038.1, WP_015198354.1	WP_096661387.1, WP_096657384.1, WP_096657501.1, WP_096657213.1, WP_096657314.1, WP_096658783.1
OG0000188	WP_015198885.1	WP_096657663.1
OG0000188	WP_015200203.1	WP_096656347.1
OG0000189	WP_015199249.1, WP_041740538.1	WP_096654621.1
OG0000191	WP_015198591.1	WP_096652519.1
OG0000191	WP_015196424.1	WP_096657063.1
OG0000192	WP_144051088.1, WP_015196011.1	WP_096654835.1, WP_096655885.1, WP_096654837.1
OG0000193	WP_015200985.1	WP_096656552.1
OG0000194	WP_015200915.1, WP_015197039.1	WP_096654940.1
OG0000195	WP_015197561.1	WP_096660243.1, WP_096656125.1
OG0000196	WP_015199771.1	WP_096657674.1
OG0000197	WP_015197987.1	WP_096660819.1
OG0000198	WP_015199583.1	WP_096653628.1
OG0000199	WP_015198500.1	WP_096660241.1
OG0000200	WP_015197770.1	WP_096653630.1
OG0000201	WP_015197879.1	WP_096657414.1
OG0000201	WP_015196108.1, WP_015198330.1	WP_096658699.1, WP_096657305.1, WP_096657518.1
OG0000202	WP_015173953.1	WP_096658343.1, WP_096661604.1, WP_096661444.1
OG0000202	WP_015173891.1	WP_096661426.1, WP_096661660.1, WP_096661620.1
OG0000203	WP_015196574.1	WP_096660596.1
OG0000204	WP_015200930.1	WP_096656283.1
OG0000206	WP_015197512.1	WP_096654390.1
OG0000207	WP_015200778.1	WP_096661728.1
OG0000208	WP_238993788.1	WP_096653399.1
OG0000209	WP_015197705.1	WP_096653407.1, WP_096657202.1
OG0000210	WP_015196642.1	WP_096656664.1, WP_096656270.1
OG0000211	WP_015201124.1	WP_096656768.1
OG0000215	WP_015201042.1	WP_096658324.1, WP_096658348.1, WP_096654665.1
OG0000216	WP_015199755.1	WP_096659855.1
OG0000218	WP_015199073.1	WP_096660906.1
OG0000219	WP_015196942.1	WP_096656743.1
OG0000219	WP_015199637.1	WP_096657798.1
OG0000221	WP_015198138.1	WP_096653986.1
OG0000221	WP_015198123.1, WP_015197921.1	WP_096661409.1, WP_096657393.1
OG0000221	WP_015200573.1	WP_096653444.1
OG0000222	WP_015198043.1	WP_096653874.1, WP_096657562.1, WP_096657563.1, WP_096653946.1
OG0000223	WP_015196276.1	WP_096657155.1, WP_096656639.1
OG0000224	WP_015198910.1	WP_096659980.1
OG0000225	WP_015198675.1	WP_096660874.1, WP_096660873.1
OG0000226	WP_015197722.1	WP_096659849.1
OG0000227	WP_015198071.1	WP_096658016.1
OG0000228	WP_238993828.1, WP_015198230.1, WP_015196037.1, WP_015197906.1	WP_096657383.1, WP_096657500.1, WP_096657214.1, WP_096658785.1, WP_096661550.1
OG0000233	WP_015200155.1, WP_015196812.1, WP_015196813.1	WP_096657136.1
OG0000235	WP_015200428.1, WP_015200427.1, WP_015200426.1	WP_096656057.1
OG0000236	WP_015199832.1	WP_096657027.1
OG0000236	WP_015195783.1	WP_096656355.1
OG0000237	WP_015198443.1	WP_096652731.1, WP_096657127.1
OG0000239	WP_015197302.1	WP_096657789.1
OG0000240	WP_015200702.1	WP_096658358.1
OG0000240	WP_015198806.1	WP_096655707.1
OG0000241	WP_015197453.1	WP_096658116.1
OG0000242	WP_015196438.1	WP_096657968.1
OG0000242	WP_015201045.1	WP_096655986.1
OG0000243	WP_015197218.1	WP_096657870.1
OG0000244	WP_238993833.1	WP_096652284.1, WP_096661206.1, WP_096658753.1
OG0000247	WP_015196116.1, WP_015198316.1	WP_096658683.1, WP_096657293.1, WP_096657529.1, WP_096661517.1, WP_096661533.1
OG0000248	WP_144051114.1	WP_096657566.1, WP_096653870.1, WP_096661027.1
OG0000249	WP_015199127.1	WP_096655394.1
OG0000250	WP_015200496.1	WP_096652287.1
OG0000251	WP_041739174.1, WP_015196218.1	WP_096652537.1
OG0000252	WP_015199186.1, WP_015196091.1	WP_096655597.1
OG0000253	WP_015196364.1	WP_096656601.1
OG0000254	WP_015200040.1	WP_096657084.1
OG0000255	WP_015173939.1, WP_041740860.1, WP_015198936.1, WP_015200670.1, WP_015199426.1, WP_015199932.1, WP_015199716.1, WP_015199714.1, WP_015200093.1, WP_015200320.1, WP_015199121.1, WP_015199120.1	WP_096657545.1
OG0000256	WP_015198201.1	WP_096658767.1
OG0000257	WP_144051167.1	WP_096661702.1
OG0000262	WP_015198584.1	WP_096655804.1
OG0000263	WP_203225932.1	WP_096658018.1
OG0000264	WP_015196178.1	WP_096656685.1
OG0000266	WP_015196245.1, WP_015198949.1	WP_096654797.1
OG0000267	WP_015197466.1	WP_096653359.1
OG0000267	WP_015199108.1	WP_096656500.1
OG0000268	WP_015196837.1	WP_096655733.1
OG0000269	WP_015196843.1	WP_096655734.1
OG0000270	WP_015199304.1	WP_096655159.1
OG0000272	WP_015200473.1	WP_096652206.1
OG0000273	WP_015198206.1	WP_096658759.1
OG0000274	WP_015198205.1	WP_096658757.1
OG0000276	WP_015198765.1	WP_096656166.1
OG0000279	WP_015197824.1	WP_096652409.1, WP_096660612.1
OG0000282	WP_015197105.1	WP_096656652.1, WP_096660898.1
OG0000283	WP_015199976.1, WP_015199959.1	WP_096656194.1
OG0000285	WP_015197400.1	WP_096656886.1
OG0000286	WP_015196087.1, WP_238993756.1, WP_015197971.1	WP_096661725.1
OG0000287	WP_041739147.1	WP_096656089.1
OG0000288	WP_015200165.1	WP_096652925.1
OG0000289	WP_015201091.1, WP_015197726.1	WP_096656466.1
OG0000290	WP_015196684.1	WP_096654714.1
OG0000291	WP_015198644.1	WP_096654079.1, WP_096657932.1
OG0000292	WP_015198953.1	WP_096656897.1
OG0000294	WP_015197133.1	WP_096656331.1
OG0000295	WP_015198971.1	WP_096655590.1
OG0000296	WP_015198970.1	WP_096655587.1
OG0000297	WP_015198969.1	WP_096655585.1
OG0000298	WP_015200968.1	WP_096659726.1
OG0000298	WP_015199643.1	WP_096654997.1
OG0000299	WP_015199651.1	WP_096658319.1
OG0000301	WP_015197195.1	WP_096661149.1
OG0000301	WP_015197196.1	WP_096657888.1
OG0000302	WP_015200678.1	WP_096652943.1, WP_096660304.1
OG0000304	WP_041739778.1	WP_096654731.1
OG0000304	WP_015196436.1	WP_096658349.1
OG0000305	WP_015197222.1	WP_096657038.1, WP_096653634.1
OG0000307	WP_015197347.1, WP_158333191.1, WP_015197463.1	WP_096656923.1
OG0000308	WP_015199239.1	WP_096654122.1, WP_096653771.1
OG0000309	WP_015200806.1	WP_096653531.1, WP_096653938.1, WP_096661473.1
OG0000311	WP_015196006.1, WP_238993804.1, WP_255348463.1, WP_015198375.1, WP_015197986.1	WP_096657366.1, WP_096658791.1
OG0000311	WP_015200896.1	WP_096660938.1
OG0000312	WP_015196797.1	WP_096657406.1
OG0000313	WP_238993704.1	WP_096655583.1
OG0000314	WP_041739626.1	WP_096660975.1
OG0000315	WP_015200721.1	WP_096658958.1
OG0000315	WP_015196999.1	WP_096661251.1
OG0000318	WP_015199859.1	WP_096656004.1
OG0000320	WP_015199781.1, WP_015201059.1	WP_096656929.1
OG0000321	WP_015198089.1, WP_015198170.1	WP_096657350.1, WP_096657458.1, WP_096657237.1
OG0000322	WP_015198199.1	WP_096658765.1
OG0000323	WP_015198819.1	WP_096660084.1
OG0000324	WP_015196096.1	WP_096661394.1
OG0000325	WP_015198125.1, WP_015197918.1	WP_096661652.1
OG0000330	WP_041739742.1	WP_096655948.1
OG0000332	WP_015199091.1	WP_096658127.1
OG0000333	WP_015198951.1	WP_096656759.1
OG0000335	WP_015198467.1	WP_096657614.1
OG0000335	WP_015200270.1	WP_096652321.1
OG0000336	WP_015196901.1	WP_096655882.1
OG0000336	WP_015200303.1	WP_096658998.1
OG0000337	WP_041740217.1	WP_096653656.1
OG0000339	WP_015196060.1, WP_015196061.1	WP_096654003.1
OG0000340	WP_015197585.1, WP_015197635.1	WP_096660590.1, WP_096660599.1
OG0000341	WP_015196626.1	WP_096656696.1
OG0000342	WP_015197830.1	WP_096659153.1
OG0000343	WP_015199011.1	WP_096659623.1
OG0000344	WP_041740451.1, WP_041739566.1	WP_096653791.1
OG0000345	WP_015197975.1, WP_015198150.1, WP_015198358.1, WP_015197926.1, WP_015198117.1	WP_096657221.1
OG0000346	WP_015198235.1, WP_015198311.1, WP_015196121.1	WP_096658673.1, WP_096657290.1, WP_096657533.1
OG0000350	WP_015198502.1	WP_096657154.1
OG0000350	WP_015197842.1	WP_096657975.1
OG0000352	WP_015199517.1	WP_096660294.1
OG0000353	WP_015195949.1	WP_096660020.1
OG0000354	WP_015200643.1	WP_096653535.1
OG0000355	WP_015197762.1	WP_096656052.1
OG0000356	WP_015199317.1	WP_096654633.1
OG0000357	WP_041740916.1	WP_096659511.1
OG0000358	WP_015196520.1	WP_096656894.1
OG0000358	WP_015200074.1	WP_096660128.1
OG0000359	WP_051036778.1	WP_096660348.1, WP_096658956.1
OG0000360	WP_015197766.1	WP_096652907.1
OG0000361	WP_015198202.1	WP_096652848.1, WP_096656818.1, WP_096658749.1
OG0000363	WP_015200701.1	WP_096658360.1
OG0000365	WP_015197414.1, WP_015195838.1	WP_096658091.1
OG0000366	WP_015200049.1	WP_096659832.1, WP_096659458.1, WP_096659454.1, WP_096659460.1
OG0000367	WP_015198824.1	WP_096656651.1
OG0000368	WP_015198608.1	WP_096655610.1
OG0000369	WP_015199662.1, WP_015197051.1	WP_096660388.1
OG0000370	WP_015197902.1, WP_015196040.1, WP_015198350.1	WP_096657387.1, WP_096658777.1, WP_096657313.1, WP_096661203.1
OG0000374	WP_015200141.1	WP_096656937.1
OG0000374	WP_238993796.1	WP_096653721.1
OG0000375	WP_015200105.1	WP_096656814.1
OG0000376	WP_015200821.1	WP_096657400.1
OG0000377	WP_144051046.1	WP_096657218.1
OG0000380	WP_015200570.1, WP_203225979.1, WP_015198459.1	WP_096658350.1
OG0000381	WP_015197490.1	WP_096657772.1
OG0000382	WP_015199878.1	WP_096656933.1, WP_096656931.1
OG0000384	WP_015199588.1	WP_096654273.1
OG0000385	WP_015200636.1	WP_096655749.1
OG0000387	WP_015198192.1	WP_096657567.1, WP_096658771.1
OG0000388	WP_015196839.1	WP_096655732.1
OG0000389	WP_015200104.1	WP_096656813.1
OG0000390	WP_015198161.1	WP_096656873.1
OG0000392	WP_015196989.1	WP_096653047.1
OG0000393	WP_015199940.1	WP_096653422.1
OG0000394	WP_015200576.1	WP_096653448.1
OG0000395	WP_015197540.1	WP_096653549.1
OG0000395	WP_015200534.1	WP_096656013.1
OG0000396	WP_041739356.1	WP_096657201.1, WP_096661004.1
OG0000397	WP_041739865.1	WP_096655452.1
OG0000398	WP_015198413.1	WP_096657072.1
OG0000399	WP_144051051.1, WP_015197081.1, WP_041739172.1	WP_096657188.1
OG0000408	WP_015200199.1	WP_096653228.1
OG0000410	WP_015197673.1, WP_015198865.1	WP_096658428.1
OG0000411	WP_015199867.1	WP_096655282.1, WP_096655778.1
OG0000413	WP_015200119.1	WP_096652372.1
OG0000414	WP_015197623.1	WP_096660905.1
OG0000415	WP_015196848.1	WP_015119671.1
OG0000416	WP_015200936.1, WP_015198892.1	WP_096652258.1
OG0000417	WP_015197236.1	WP_096653464.1
OG0000417	WP_015198933.1	WP_096655244.1
OG0000418	WP_015199123.1	WP_096653652.1
OG0000419	WP_015200763.1	WP_096658835.1, WP_096653488.1, WP_096654132.1
OG0000421	WP_015197009.1	WP_096653851.1, WP_096657362.1
OG0000422	WP_015198585.1, WP_015197025.1	WP_096656778.1
OG0000424	WP_015198902.1	WP_096657495.1
OG0000426	WP_015199609.1, WP_015199414.1	WP_096660683.1
OG0000427	WP_015199943.1	WP_096657323.1, WP_096654649.1, WP_096655199.1
OG0000428	WP_015197954.1	WP_096657482.1
OG0000428	WP_083866298.1	WP_096655969.1
OG0000429	WP_015198528.1	WP_096653859.1, WP_096661435.1, WP_096657405.1, WP_096652376.1
OG0000430	WP_015198394.1	WP_096652639.1
OG0000431	WP_015198826.1	WP_096652122.1
OG0000432	WP_015199525.1	WP_096655802.1, WP_096655800.1
OG0000433	WP_015197586.1	WP_096660594.1, WP_096660601.1
OG0000434	WP_015197819.1, WP_015197818.1	WP_096660579.1, WP_096652407.1
OG0000435	WP_015200692.1	WP_096658495.1
OG0000436	WP_015198077.1, WP_015198158.1	WP_096659826.1
OG0000437	WP_015198309.1	WP_096657535.1, WP_096658669.1, WP_096657288.1
OG0000438	WP_015195818.1	WP_096657101.1
OG0000439	WP_015198232.1, WP_015196118.1, WP_015198314.1	WP_096657530.1, WP_096658679.1, WP_096657292.1
OG0000440	WP_015198313.1, WP_015196119.1, WP_015198233.1	WP_096658677.1, WP_096657291.1, WP_096657531.1, WP_096661627.1
OG0000441	WP_015198234.1, WP_015196120.1, WP_015198312.1	WP_096657532.1, WP_096661191.1, WP_096658675.1
OG0000442	WP_015197853.1, WP_015198064.1	WP_096661201.1
OG0000442	WP_015198241.1	WP_096657540.1
OG0000443	WP_015198455.1	WP_096658518.1
OG0000444	WP_041740228.1	WP_096660864.1
OG0000444	WP_015200251.1	WP_096653620.1, WP_096656301.1
OG0000445	WP_015196985.1, WP_041740509.1	WP_096659422.1
OG0000446	WP_238993717.1	WP_096654902.1
OG0000447	WP_015200424.1	WP_096660338.1
OG0000448	WP_041739888.1	WP_096656161.1, WP_096659895.1, WP_096659273.1
OG0000449	WP_015199737.1	WP_096660049.1
OG0000450	WP_015201032.1	WP_096652269.1
