Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000000	N5	n17	1.0	Non-Terminal	NIES-4105_WP_096692195.1, NIES-4071_WP_096692195.1	NIES-4105_WP_096686965.1, NIES-4071_WP_096686965.1, NIES-4071_WP_096693593.1, NIES-4105_WP_096693593.1
OG0000000	N5	n19	1.0	Non-Terminal: STRIDE	NIES-4105_WP_096686965.1, NIES-4071_WP_096686965.1	NIES-4071_WP_096693593.1, NIES-4105_WP_096693593.1
OG0000000	NIES-267	n24	1.0	Terminal	NIES-267_WP_096657186.1	NIES-267_WP_096657180.1
OG0000000	N0	n26	0.142857142857	Non-Terminal	PCC_6303_WP_015198595.1	PCC_7716_WP_224179064.1, NIES-4071_WP_096688648.1, NIES-4105_WP_096688648.1, NIES-4071_WP_096688641.1, NIES-4105_WP_096688641.1, NIES-4105_WP_096683928.1, NIES-4071_WP_096683928.1, PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1, NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1, PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1, NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1, NIES-4071_WP_096685762.1, NIES-4105_WP_096685762.1, PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1, PCC_6303_WP_015196614.1, NIES-3974_WP_096624318.1, PCC_7716_WP_224177376.1, NIES-3974_WP_096624714.1, PCC_7716_WP_224174806.1, PCC_6303_WP_015195832.1, PCC_6303_WP_015200893.1, NIES-3974_WP_096622998.1, PCC_7716_WP_224176472.1, PCC_7716_WP_224174571.1, PCC_7716_WP_224174543.1, PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	N0	n27	0.428571428571	Non-Terminal	PCC_7716_WP_224179064.1, NIES-4071_WP_096688648.1, NIES-4105_WP_096688648.1, NIES-4071_WP_096688641.1, NIES-4105_WP_096688641.1, NIES-4105_WP_096683928.1, NIES-4071_WP_096683928.1	PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1, NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1, PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1, NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1, NIES-4071_WP_096685762.1, NIES-4105_WP_096685762.1, PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1, PCC_6303_WP_015196614.1, NIES-3974_WP_096624318.1, PCC_7716_WP_224177376.1, NIES-3974_WP_096624714.1, PCC_7716_WP_224174806.1, PCC_6303_WP_015195832.1, PCC_6303_WP_015200893.1, NIES-3974_WP_096622998.1, PCC_7716_WP_224176472.1, PCC_7716_WP_224174571.1, PCC_7716_WP_224174543.1, PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	N5	n29	1.0	Non-Terminal	NIES-4071_WP_096688648.1, NIES-4105_WP_096688648.1, NIES-4071_WP_096688641.1, NIES-4105_WP_096688641.1	NIES-4105_WP_096683928.1, NIES-4071_WP_096683928.1
OG0000000	N5	n30	1.0	Non-Terminal: STRIDE	NIES-4071_WP_096688648.1, NIES-4105_WP_096688648.1	NIES-4071_WP_096688641.1, NIES-4105_WP_096688641.1
OG0000000	N0	n34	0.428571428571	Non-Terminal	PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1, NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1, PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1, NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1, NIES-4071_WP_096685762.1, NIES-4105_WP_096685762.1, PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1, PCC_6303_WP_015196614.1, NIES-3974_WP_096624318.1, PCC_7716_WP_224177376.1, NIES-3974_WP_096624714.1, PCC_7716_WP_224174806.1, PCC_6303_WP_015195832.1	PCC_6303_WP_015200893.1, NIES-3974_WP_096622998.1, PCC_7716_WP_224176472.1, PCC_7716_WP_224174571.1, PCC_7716_WP_224174543.1, PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	N0	n35	0.714285714286	Non-Terminal	PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1, NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1, PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1, NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1	NIES-4071_WP_096685762.1, NIES-4105_WP_096685762.1, PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1, PCC_6303_WP_015196614.1, NIES-3974_WP_096624318.1, PCC_7716_WP_224177376.1, NIES-3974_WP_096624714.1, PCC_7716_WP_224174806.1, PCC_6303_WP_015195832.1
OG0000000	N0	n36	0.714285714286	Non-Terminal	PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1, NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1	PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1, NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1
OG0000000	N0	n37	0.428571428571	Non-Terminal	PCC_6303_WP_015197334.1, PCC_6303_WP_015199074.1, NIES-3974_WP_157780631.1, NIES-267_WP_096658329.1, NIES-267_WP_096658193.1, PCC_7716_WP_224178259.1, PCC_7716_WP_224177443.1	NIES-267_WP_096653841.1, NIES-267_WP_096653845.1, PCC_6303_WP_158333186.1, NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1, NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1, PCC_7716_WP_224174915.1
OG0000000	PCC_6303	n40	1.0	Terminal	PCC_6303_WP_015197334.1	PCC_6303_WP_015199074.1
OG0000000	NIES-267	n42	1.0	Terminal	NIES-267_WP_096658329.1	NIES-267_WP_096658193.1
OG0000000	PCC_7716	n43	1.0	Terminal	PCC_7716_WP_224178259.1	PCC_7716_WP_224177443.1
OG0000000	NIES-267	n45	1.0	Terminal	NIES-267_WP_096653841.1	NIES-267_WP_096653845.1
OG0000000	N5	n48	1.0	Non-Terminal	NIES-4071_WP_096694864.1, NIES-4105_WP_096694864.1	NIES-4105_WP_096686957.1, NIES-4071_WP_096729073.1
OG0000000	N0	n51	0.285714285714	Non-Terminal	PCC_7716_WP_224177575.1, PCC_7716_WP_224179747.1, PCC_6303_WP_158333138.1, NIES-267_WP_096657200.1, NIES-267_WP_096653403.1	NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1, PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1
OG0000000	PCC_7716	n53	1.0	Terminal	PCC_7716_WP_224177575.1	PCC_7716_WP_224179747.1
OG0000000	NIES-267	n55	1.0	Terminal	NIES-267_WP_096657200.1	NIES-267_WP_096653403.1
OG0000000	N0	n56	0.428571428571	Non-Terminal	NIES-4071_WP_096694731.1, NIES-4105_WP_096694731.1, NIES-267_WP_096653827.1, PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1, PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1	PCC_7716_WP_224180142.1, NIES-4105_WP_096683874.1, NIES-4071_WP_096683874.1
OG0000000	PCC_7716	n60	1.0	Terminal	PCC_7716_WP_224180145.1, PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1	PCC_7716_WP_224180370.1, PCC_7716_WP_224180368.1
OG0000000	PCC_7716	n61	1.0	Terminal	PCC_7716_WP_224180145.1	PCC_7716_WP_224180143.1, PCC_7716_WP_224180144.1
OG0000000	PCC_7716	n62	1.0	Terminal	PCC_7716_WP_224180143.1	PCC_7716_WP_224180144.1
OG0000000	PCC_7716	n63	1.0	Terminal	PCC_7716_WP_224180370.1	PCC_7716_WP_224180368.1
OG0000000	N2	n68	0.6	Non-Terminal	PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1, PCC_6303_WP_015196614.1, NIES-3974_WP_096624318.1, PCC_7716_WP_224177376.1	NIES-3974_WP_096624714.1, PCC_7716_WP_224174806.1, PCC_6303_WP_015195832.1
OG0000000	PCC_6303	n70	1.0	Terminal	PCC_6303_WP_015198594.1, PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1	PCC_6303_WP_015196614.1
OG0000000	PCC_6303	n71	1.0	Terminal	PCC_6303_WP_015198594.1	PCC_6303_WP_015195831.1, PCC_6303_WP_015199418.1
OG0000000	PCC_6303	n72	1.0	Terminal	PCC_6303_WP_015195831.1	PCC_6303_WP_015199418.1
OG0000000	PCC_7716	n78	1.0	Terminal	PCC_7716_WP_224176472.1	PCC_7716_WP_224174571.1, PCC_7716_WP_224174543.1, PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	PCC_7716	n79	1.0	Terminal	PCC_7716_WP_224174571.1	PCC_7716_WP_224174543.1, PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	PCC_7716	n80	1.0	Terminal	PCC_7716_WP_224174543.1	PCC_7716_WP_224174536.1, PCC_7716_WP_224180267.1
OG0000000	PCC_7716	n81	1.0	Terminal	PCC_7716_WP_224174536.1	PCC_7716_WP_224180267.1
OG0000001	N0	n0	0.857142857143	Non-Terminal	NIES-4071_WP_096691420.1, NIES-4105_WP_096691420.1, PCC_6303_WP_015196065.1, 336-3_WP_035154631.1, NIES-267_WP_096653644.1, NIES-267_WP_096656630.1, PCC_7716_WP_224177748.1, NIES-4071_WP_096691449.1, NIES-4105_WP_096691449.1, NIES-4071_WP_096694257.1, NIES-4105_WP_096694257.1	NIES-267_WP_096657175.1, PCC_7716_WP_224178202.1, PCC_7716_WP_224175595.1, NIES-4105_WP_096683859.1, NIES-4071_WP_096683859.1, PCC_6303_WP_015197900.1, PCC_7716_WP_224178561.1, PCC_7716_WP_224175956.1, 336-3_WP_035152352.1, PCC_6303_WP_015197065.1, NIES-4071_WP_096691166.1, NIES-4105_WP_096691166.1, PCC_7716_WP_224177667.1, NIES-4071_WP_096690151.1, NIES-4105_WP_096690151.1, PCC_7716_WP_224180518.1, PCC_7716_WP_224177666.1, NIES-4071_WP_096684244.1, NIES-4105_WP_096684244.1, 336-3_WP_035154182.1, 336-3_WP_035148945.1, PCC_6303_WP_015198767.1, NIES-267_WP_096658552.1, NIES-267_WP_096657544.1, NIES-267_WP_096654791.1, 336-3_WP_035156271.1, NIES-4105_WP_096689525.1, NIES-4071_WP_096689525.1, PCC_7716_WP_224178627.1, PCC_6303_WP_015195938.1, PCC_7716_WP_224177809.1, 336-3_WP_035158622.1, 336-3_WP_035151011.1, PCC_7716_WP_223991133.1, NIES-4071_WP_096688982.1, NIES-4105_WP_096688982.1, PCC_7716_WP_223978715.1, NIES-4071_WP_096683883.1, NIES-4105_WP_096683883.1, NIES-4071_WP_096685148.1, NIES-4105_WP_096685148.1, PCC_6303_WP_015173933.1, NIES-267_WP_096655678.1, NIES-4071_WP_096693914.1, NIES-4105_WP_096693914.1, NIES-4071_WP_096686922.1, NIES-4105_WP_096686922.1, PCC_7716_WP_223984851.1, NIES-267_WP_096657548.1, 336-3_WP_035152090.1, NIES-4071_WP_096691299.1, NIES-4105_WP_096691299.1, PCC_7716_WP_223982352.1, NIES-3974_WP_096623216.1, 336-3_WP_035157650.1, PCC_6303_WP_015198359.1
OG0000001	N0	n1	0.428571428571	Non-Terminal	NIES-4071_WP_096691420.1, NIES-4105_WP_096691420.1, PCC_6303_WP_015196065.1, 336-3_WP_035154631.1, NIES-267_WP_096653644.1	NIES-267_WP_096656630.1, PCC_7716_WP_224177748.1, NIES-4071_WP_096691449.1, NIES-4105_WP_096691449.1, NIES-4071_WP_096694257.1, NIES-4105_WP_096694257.1
OG0000001	N5	n8	1.0	Non-Terminal	NIES-4071_WP_096691449.1, NIES-4105_WP_096691449.1	NIES-4071_WP_096694257.1, NIES-4105_WP_096694257.1
OG0000001	N0	n11	0.714285714286	Non-Terminal	NIES-267_WP_096657175.1, PCC_7716_WP_224178202.1, PCC_7716_WP_224175595.1, NIES-4105_WP_096683859.1, NIES-4071_WP_096683859.1, PCC_6303_WP_015197900.1	PCC_7716_WP_224178561.1, PCC_7716_WP_224175956.1, 336-3_WP_035152352.1, PCC_6303_WP_015197065.1, NIES-4071_WP_096691166.1, NIES-4105_WP_096691166.1, PCC_7716_WP_224177667.1, NIES-4071_WP_096690151.1, NIES-4105_WP_096690151.1, PCC_7716_WP_224180518.1, PCC_7716_WP_224177666.1, NIES-4071_WP_096684244.1, NIES-4105_WP_096684244.1, 336-3_WP_035154182.1, 336-3_WP_035148945.1, PCC_6303_WP_015198767.1, NIES-267_WP_096658552.1, NIES-267_WP_096657544.1, NIES-267_WP_096654791.1, 336-3_WP_035156271.1, NIES-4105_WP_096689525.1, NIES-4071_WP_096689525.1, PCC_7716_WP_224178627.1, PCC_6303_WP_015195938.1, PCC_7716_WP_224177809.1, 336-3_WP_035158622.1, 336-3_WP_035151011.1, PCC_7716_WP_223991133.1, NIES-4071_WP_096688982.1, NIES-4105_WP_096688982.1, PCC_7716_WP_223978715.1, NIES-4071_WP_096683883.1, NIES-4105_WP_096683883.1, NIES-4071_WP_096685148.1, NIES-4105_WP_096685148.1, PCC_6303_WP_015173933.1, NIES-267_WP_096655678.1, NIES-4071_WP_096693914.1, NIES-4105_WP_096693914.1, NIES-4071_WP_096686922.1, NIES-4105_WP_096686922.1, PCC_7716_WP_223984851.1, NIES-267_WP_096657548.1, 336-3_WP_035152090.1, NIES-4071_WP_096691299.1, NIES-4105_WP_096691299.1, PCC_7716_WP_223982352.1, NIES-3974_WP_096623216.1, 336-3_WP_035157650.1, PCC_6303_WP_015198359.1
OG0000001	PCC_7716	n15	1.0	Terminal	PCC_7716_WP_224178202.1	PCC_7716_WP_224175595.1
OG0000001	N0	n17	0.857142857143	Non-Terminal	PCC_7716_WP_224178561.1, PCC_7716_WP_224175956.1, 336-3_WP_035152352.1, PCC_6303_WP_015197065.1, NIES-4071_WP_096691166.1, NIES-4105_WP_096691166.1, PCC_7716_WP_224177667.1, NIES-4071_WP_096690151.1, NIES-4105_WP_096690151.1, PCC_7716_WP_224180518.1, PCC_7716_WP_224177666.1, NIES-4071_WP_096684244.1, NIES-4105_WP_096684244.1, 336-3_WP_035154182.1, 336-3_WP_035148945.1, PCC_6303_WP_015198767.1, NIES-267_WP_096658552.1, NIES-267_WP_096657544.1, NIES-267_WP_096654791.1, 336-3_WP_035156271.1, NIES-4105_WP_096689525.1, NIES-4071_WP_096689525.1, PCC_7716_WP_224178627.1, PCC_6303_WP_015195938.1, PCC_7716_WP_224177809.1, 336-3_WP_035158622.1, 336-3_WP_035151011.1, PCC_7716_WP_223991133.1, NIES-4071_WP_096688982.1, NIES-4105_WP_096688982.1	PCC_7716_WP_223978715.1, NIES-4071_WP_096683883.1, NIES-4105_WP_096683883.1, NIES-4071_WP_096685148.1, NIES-4105_WP_096685148.1, PCC_6303_WP_015173933.1, NIES-267_WP_096655678.1, NIES-4071_WP_096693914.1, NIES-4105_WP_096693914.1, NIES-4071_WP_096686922.1, NIES-4105_WP_096686922.1, PCC_7716_WP_223984851.1, NIES-267_WP_096657548.1, 336-3_WP_035152090.1, NIES-4071_WP_096691299.1, NIES-4105_WP_096691299.1, PCC_7716_WP_223982352.1, NIES-3974_WP_096623216.1, 336-3_WP_035157650.1, PCC_6303_WP_015198359.1
OG0000001	N0	n18	0.714285714286	Non-Terminal	PCC_7716_WP_224178561.1, PCC_7716_WP_224175956.1, 336-3_WP_035152352.1, PCC_6303_WP_015197065.1, NIES-4071_WP_096691166.1, NIES-4105_WP_096691166.1, PCC_7716_WP_224177667.1, NIES-4071_WP_096690151.1, NIES-4105_WP_096690151.1, PCC_7716_WP_224180518.1, PCC_7716_WP_224177666.1, NIES-4071_WP_096684244.1, NIES-4105_WP_096684244.1, 336-3_WP_035154182.1, 336-3_WP_035148945.1	PCC_6303_WP_015198767.1, NIES-267_WP_096658552.1, NIES-267_WP_096657544.1, NIES-267_WP_096654791.1, 336-3_WP_035156271.1, NIES-4105_WP_096689525.1, NIES-4071_WP_096689525.1, PCC_7716_WP_224178627.1, PCC_6303_WP_015195938.1, PCC_7716_WP_224177809.1, 336-3_WP_035158622.1, 336-3_WP_035151011.1, PCC_7716_WP_223991133.1, NIES-4071_WP_096688982.1, NIES-4105_WP_096688982.1
OG0000001	N0	n19	0.142857142857	Non-Terminal	PCC_7716_WP_224178561.1, PCC_7716_WP_224175956.1, 336-3_WP_035152352.1, PCC_6303_WP_015197065.1, NIES-4071_WP_096691166.1, NIES-4105_WP_096691166.1, PCC_7716_WP_224177667.1, NIES-4071_WP_096690151.1, NIES-4105_WP_096690151.1, PCC_7716_WP_224180518.1, PCC_7716_WP_224177666.1, NIES-4071_WP_096684244.1, NIES-4105_WP_096684244.1, 336-3_WP_035154182.1	336-3_WP_035148945.1
