HOG	OG	Gene Tree Parent Clade	336-3	NIES-267	NIES-3974	NIES-4071	NIES-4105	PCC_6303	PCC_7716
N0.HOG0000083	OG0000007	n21				WP_096685975.1, WP_096684018.1, WP_096686176.1	WP_096685975.1, WP_096684018.1, WP_096686176.1		
N0.HOG0000084	OG0000007	n27				WP_096692203.1	WP_096692203.1		WP_224179202.1
N0.HOG0000085	OG0000007	n32	WP_035149620.1			WP_096689501.1	WP_096689501.1		WP_224177822.1
N0.HOG0000086	OG0000007	n35		WP_096653989.1		WP_096686146.1	WP_096686146.1		WP_223987989.1, WP_224175616.1
N0.HOG0000087	OG0000007	n39		WP_096660909.1		WP_096694206.1, WP_096692192.1	WP_096694206.1, WP_096692192.1		WP_224179050.1
N0.HOG0000088	OG0000007	n44	WP_052754350.1	WP_096656853.1		WP_096691919.1	WP_096691919.1		
N0.HOG0000089	OG0000008	n2	WP_035153351.1	WP_096661690.1	WP_096621553.1	WP_096689183.1	WP_096689183.1	WP_015199589.1	
N0.HOG0000090	OG0000008	n8			WP_096622614.1, WP_096622613.1			WP_015195874.1	
N0.HOG0000091	OG0000008	n12	WP_035158084.1	WP_096657205.1				WP_015196050.1	
N0.HOG0000092	OG0000008	n16		WP_096657805.1	WP_096622727.1	WP_096686702.1, WP_096691783.1	WP_096686702.1, WP_096691783.1	WP_015196367.1, WP_015197278.1	
N0.HOG0000093	OG0000008	n23		WP_096658046.1, WP_096655801.1	WP_096621251.1			WP_015196884.1	
N0.HOG0000094	OG0000008	n28				WP_096691039.1	WP_096691039.1	WP_015197137.1	
N0.HOG0000095	OG0000008	n31		WP_096655933.1		WP_096692911.1, WP_096692912.1	WP_096692911.1, WP_096692912.1	WP_015199368.1	
N0.HOG0000096	OG0000008	n38	WP_035149683.1			WP_096688693.1, WP_096688683.1	WP_096688693.1, WP_096688683.1	WP_015196926.1	
N0.HOG0000097	OG0000008	n43	WP_035155706.1		WP_096622200.1			WP_015199688.1, WP_015199687.1	
N0.HOG0000098	OG0000009	n3	WP_035158201.1	WP_096656824.1		WP_096688202.1	WP_096688202.1		WP_224179109.1
N0.HOG0000099	OG0000009	n7	WP_035152842.1			WP_096688203.1, WP_096689823.1, WP_096694298.1	WP_096688203.1, WP_096689823.1, WP_096694298.1	WP_015200536.1	WP_224179110.1, WP_223973838.1
N0.HOG0000100	OG0000009	n19		WP_096660236.1		WP_096689785.1	WP_096689785.1	WP_015196938.1	WP_224176495.1
N0.HOG0000101	OG0000009	n23		WP_096656216.1					WP_223984504.1
N0.HOG0000102	OG0000009	n24	WP_035152706.1, WP_035152708.1	WP_096657270.1, WP_096657269.1					WP_224178286.1
N0.HOG0000103	OG0000009	n32		WP_096652456.1					WP_224175243.1
N0.HOG0000104	OG0000009	n33		WP_096656771.1, WP_096655133.1		WP_096694550.1, WP_096685165.1	WP_096694550.1, WP_096685165.1		WP_223990086.1, WP_224175585.1
N0.HOG0000105	OG0000009	n40		WP_096656848.1		WP_096688208.1	WP_096688208.1		WP_224179146.1
N0.HOG0000106	OG0000009	n43		WP_096655273.1		WP_096689492.1	WP_096689492.1		WP_224177788.1
N0.HOG0000107	OG0000010	n1	WP_035150339.1	WP_096660681.1	WP_096626149.1	WP_096692129.1	WP_096692129.1	WP_015199610.1	WP_223979110.1
N0.HOG0000108	OG0000010	n9						WP_015199413.1	WP_224179037.1
N0.HOG0000109	OG0000010	n11	WP_035155110.1, WP_035153061.1	WP_096659315.1				WP_015198738.1	
N0.HOG0000110	OG0000010	n18	WP_082127354.1	WP_096661061.1				WP_015196471.1	
N0.HOG0000111	OG0000010	n20		WP_096659319.1, WP_096660859.1	WP_096621758.1			WP_015200344.1	
N0.HOG0000112	OG0000010	n23	WP_052754407.1	WP_096653373.1					
N0.HOG0000113	OG0000010	n26	WP_035149406.1, WP_052754355.1	WP_096656159.1				WP_015196502.1	
N0.HOG0000114	OG0000010	n31	WP_035150851.1						WP_224174742.1
N0.HOG0000115	OG0000010	n32	WP_035150991.1, WP_052754502.1	WP_096658974.1, WP_096656913.1		WP_096689933.1	WP_096689933.1		WP_223972461.1
N0.HOG0000116	OG0000010	n39	WP_035149688.1	WP_096652684.1				WP_015199648.1	WP_224179683.1
N0.HOG0000117	OG0000010	n42	WP_082127333.1						WP_255667717.1
N0.HOG0000118	OG0000011	n1	WP_035154402.1	WP_096657359.1	WP_096623713.1	WP_096686164.1	WP_096686164.1	WP_015198485.1	
N0.HOG0000119	OG0000011	n7	WP_035153748.1		WP_096620028.1	WP_096691772.1, WP_096692042.1, WP_096688605.1	WP_096691772.1, WP_096692042.1, WP_096688605.1	WP_015195952.1, WP_015199293.1	WP_224177193.1
N0.HOG0000120	OG0000011	n18				WP_096684252.1	WP_096684252.1		
N0.HOG0000121	OG0000011	n20		WP_096660861.1	WP_096621391.1	WP_096692402.1	WP_096692402.1		
N0.HOG0000122	OG0000011	n24			WP_096623278.1				WP_223989828.1
N0.HOG0000123	OG0000011	n26	WP_035153825.1	WP_096657163.1	WP_096625956.1	WP_096686129.1, WP_096685800.1	WP_096686129.1, WP_096685800.1		WP_223978339.1
N0.HOG0000124	OG0000011	n33	WP_035157966.1		WP_096622982.1, WP_096626355.1	WP_096687837.1, WP_096683929.1, WP_096690206.1, WP_096694373.1	WP_096687837.1, WP_096683929.1, WP_096690206.1, WP_096694373.1		
N0.HOG0000125	OG0000012	n1	WP_046814699.1	WP_096657315.1		WP_096689097.1, WP_096686306.1	WP_096689097.1, WP_096686306.1	WP_015200439.1	WP_224179180.1, WP_224178707.1, WP_224175090.1
N0.HOG0000126	OG0000012	n13				WP_096693399.1, WP_096691075.1, WP_096684837.1, WP_096691452.1	WP_096693399.1, WP_096691075.1, WP_096684837.1, WP_096691452.1		WP_223977655.1, WP_224176219.1, WP_224175542.1, WP_224176058.1, WP_224178765.1
N0.HOG0000127	OG0000012	n26		WP_096655830.1		WP_096691685.1	WP_096691685.1	WP_015200231.1	WP_224178764.1, WP_223981015.1
N0.HOG0000128	OG0000012	n31		WP_096652222.1		WP_096692276.1	WP_096692276.1		WP_223990858.1, WP_224178997.1
N0.HOG0000129	OG0000012	n35				WP_096690930.1, WP_096692866.1	WP_096690930.1, WP_096692866.1		WP_224176210.1, WP_224176440.1
N0.HOG0000130	OG0000013	n2	WP_035151573.1			WP_096690359.1, WP_096688618.1	WP_096690359.1, WP_096688618.1		WP_223975095.1, WP_223987783.1
N0.HOG0000131	OG0000013	n8	WP_035157878.1		WP_096621104.1	WP_096688603.1, WP_096684600.1, WP_096684867.1, WP_096688279.1, WP_096688278.1, WP_096688280.1, WP_096689643.1, WP_096687407.1, WP_096688657.1	WP_096688603.1, WP_096684600.1, WP_096684867.1, WP_096688279.1, WP_096688278.1, WP_096688280.1, WP_096689643.1, WP_096687407.1, WP_096688657.1		WP_224174825.1, WP_223978663.1, WP_223972559.1, WP_223973592.1, WP_223972557.1, WP_224177880.1, WP_224174644.1, WP_224174709.1, WP_224179543.1, WP_224176379.1
N0.HOG0000132	OG0000014	n1	WP_035157382.1	WP_096654934.1	WP_231943204.1	WP_096691235.1	WP_096691235.1	WP_015200405.1	WP_224177340.1
N0.HOG0000133	OG0000014	n10	WP_035155322.1	WP_096654920.1		WP_096686410.1	WP_096686410.1	WP_015201036.1	
N0.HOG0000134	OG0000014	n14	WP_035153779.1			WP_096686394.1	WP_096686394.1		WP_224174008.1
N0.HOG0000135	OG0000014	n17						WP_015199250.1	WP_224174473.1
N0.HOG0000136	OG0000014	n20		WP_096655768.1	WP_096622106.1				WP_224179687.1, WP_224177655.1
N0.HOG0000137	OG0000014	n23		WP_096660526.1		WP_096688443.1	WP_096688443.1	WP_015200537.1	WP_224178487.1, WP_224177143.1, WP_223987736.1
N0.HOG0000138	OG0000014	n29	WP_035153641.1			WP_096688150.1	WP_096688150.1		WP_224176458.1, WP_224176457.1, WP_224176456.1, WP_224179778.1
N0.HOG0000139	OG0000015	n0		WP_096653436.1, WP_096653434.1, WP_096653432.1	WP_096620151.1, WP_096620150.1, WP_096621610.1, WP_096621608.1, WP_096621607.1, WP_096620152.1	WP_096684727.1, WP_096684729.1, WP_096684731.1, WP_096690481.1, WP_096692766.1, WP_096683728.1, WP_096694254.1, WP_096694872.1	WP_096684727.1, WP_096684729.1, WP_096684731.1, WP_096690481.1, WP_096692766.1, WP_096683728.1, WP_096694254.1, WP_096694872.1		WP_223978162.1, WP_223973125.1, WP_223976951.1, WP_224174592.1, WP_224177283.1, WP_224180364.1, WP_223978684.1, WP_223986040.1, WP_255667734.1, WP_224175646.1, WP_255667735.1
N0.HOG0000140	OG0000016	n2	WP_035158136.1	WP_096660242.1, WP_096654944.1		WP_096686993.1, WP_096693706.1	WP_096686993.1, WP_096693706.1	WP_015198501.1	WP_224179691.1
N0.HOG0000141	OG0000016	n10		WP_096657937.1	WP_096620459.1	WP_096685008.1	WP_096685008.1	WP_015199431.1	WP_223972021.1, WP_223973158.1
N0.HOG0000142	OG0000016	n18	WP_035153714.1	WP_096657815.1	WP_096622633.1	WP_096686371.1	WP_096686371.1	WP_015196780.1	WP_073624137.1
N0.HOG0000143	OG0000016	n24		WP_096660979.1, WP_096657239.1		WP_096684976.1	WP_096684976.1		WP_224175277.1
N0.HOG0000144	OG0000016	n28	WP_082127290.1	WP_096654031.1	WP_096623392.1	WP_096694139.1	WP_096694139.1		WP_224175789.1, WP_224175028.1
N0.HOG0000145	OG0000017	n1	WP_035153749.1	WP_096660654.1	WP_197707080.1, WP_096620029.1	WP_096690249.1, WP_096688606.1	WP_096690249.1, WP_096688606.1	WP_015195951.1, WP_015199294.1	WP_223974161.1, WP_224177192.1
N0.HOG0000146	OG0000017	n13	WP_035157968.1		WP_096622984.1	WP_096687838.1	WP_096687838.1		
N0.HOG0000147	OG0000017	n18	WP_035154401.1			WP_096684251.1	WP_096684251.1	WP_015198486.1	
N0.HOG0000148	OG0000017	n21	WP_035153827.1	WP_096657162.1		WP_096686127.1, WP_096685802.1	WP_096686127.1, WP_096685802.1	WP_015196930.1	WP_223978338.1
N0.HOG0000149	OG0000017	n28		WP_096657739.1		WP_096684130.1, WP_096687569.1	WP_096684130.1, WP_096687569.1	WP_015197990.1	
N0.HOG0000150	OG0000018	n1		WP_096652185.1	WP_096625703.1	WP_096691938.1	WP_096691938.1	WP_015198913.1	WP_224177415.1
N0.HOG0000151	OG0000018	n7	WP_035151257.1		WP_096625142.1, WP_096623669.1, WP_096621361.1	WP_096694074.1, WP_096693862.1, WP_096691355.1, WP_096684086.1, WP_096684774.1, WP_096690829.1	WP_096694074.1, WP_096693862.1, WP_096691355.1, WP_096684086.1, WP_096684774.1, WP_096690829.1	WP_015199223.1, WP_238993839.1	WP_224176031.1, WP_223978299.1, WP_224176526.1, WP_223974056.1, WP_224177274.1
N0.HOG0000152	OG0000018	n29		WP_096660491.1		WP_096691016.1	WP_096691016.1		WP_223983760.1
N0.HOG0000153	OG0000019	n3		WP_096656731.1		WP_096691522.1	WP_096691522.1		WP_223989441.1
N0.HOG0000154	OG0000019	n6		WP_096656732.1		WP_096683961.1, WP_096684364.1, WP_096683944.1, WP_096692214.1, WP_096690012.1, WP_096693074.1, WP_096694258.1	WP_096683961.1, WP_096684364.1, WP_096683944.1, WP_096692214.1, WP_096690012.1, WP_096693074.1, WP_096694258.1	WP_015197299.1	WP_224176689.1, WP_224178911.1, WP_224178766.1, WP_224176469.1, WP_223987281.1
N0.HOG0000155	OG0000019	n26		WP_096661294.1		WP_096684432.1, WP_096684403.1	WP_096684432.1, WP_096684403.1		WP_224176703.1, WP_224176732.1
N0.HOG0000156	OG0000020	n1		WP_096660831.1	WP_096621290.1, WP_096623433.1	WP_096686005.1	WP_096686005.1	WP_015173915.1, WP_015198096.1	WP_224176405.1, WP_223973082.1, WP_224178468.1, WP_224175399.1
N0.HOG0000157	OG0000020	n11	WP_035156973.1		WP_096621408.1, WP_096621405.1, WP_096621409.1	WP_096688467.1, WP_096690925.1, WP_096684220.1, WP_096692263.1, WP_096693397.1, WP_096691508.1, WP_096689208.1, WP_096729119.1	WP_096688467.1, WP_096690925.1, WP_096684220.1, WP_096692263.1, WP_096693397.1, WP_096691508.1, WP_096689208.1	WP_015195792.1	WP_224177271.1
N0.HOG0000158	OG0000021	n1		WP_096657174.1					WP_224175594.1
N0.HOG0000159	OG0000021	n3				WP_096685147.1	WP_096685147.1		WP_224176013.1
N0.HOG0000160	OG0000021	n10		WP_096655388.1		WP_096688523.1, WP_096685084.1, WP_096683812.1, WP_096684070.1, WP_096685699.1, WP_096685701.1	WP_096688523.1, WP_096685084.1, WP_096683812.1, WP_096684070.1, WP_096685699.1, WP_096685701.1		WP_224175360.1, WP_224176022.1, WP_223973359.1
N0.HOG0000161	OG0000021	n25		WP_096656633.1		WP_096688791.1	WP_096688791.1		
N0.HOG0000162	OG0000021	n27		WP_096653646.1, WP_096658553.1		WP_096683899.1	WP_096683899.1		WP_223984191.1
N0.HOG0000163	OG0000022	n1	WP_052754520.1	WP_096659691.1	WP_231943158.1	WP_096694458.1	WP_096694458.1	WP_238993725.1	WP_224177161.1
N0.HOG0000164	OG0000022	n10						WP_015197771.1	WP_224176488.1, WP_223987490.1, WP_223987492.1, WP_224177818.1, WP_223987485.1, WP_224177813.1, WP_224175883.1
N0.HOG0000165	OG0000022	n19							WP_223973428.1, WP_224177811.1
N0.HOG0000166	OG0000022	n21	WP_238178450.1	WP_096661102.1		WP_096685392.1	WP_096685392.1	WP_041739801.1	WP_223973380.1
N0.HOG0000167	OG0000022	n26		WP_096661103.1, WP_096661123.1		WP_096688731.1	WP_096688731.1		WP_223983823.1
N0.HOG0000168	OG0000023	n2				WP_096688638.1	WP_096688638.1		
N0.HOG0000169	OG0000023	n4	WP_035150202.1		WP_096620061.1	WP_096689505.1	WP_096689505.1	WP_144051023.1	
N0.HOG0000170	OG0000023	n10		WP_096660121.1	WP_096621655.1	WP_096691269.1, WP_096692561.1	WP_096691269.1, WP_096692561.1		WP_223982408.1, WP_224176745.1
N0.HOG0000171	OG0000023	n17		WP_096661107.1, WP_096660108.1		WP_096691286.1	WP_096691286.1		
N0.HOG0000172	OG0000023	n20	WP_201782628.1	WP_096660125.1	WP_096622279.1, WP_096624602.1	WP_096689037.1	WP_096689037.1	WP_015198146.1	WP_224178875.1, WP_224176333.1, WP_224179071.1, WP_224176487.1
N0.HOG0000173	OG0000024	n1	WP_035149722.1			WP_096683784.1	WP_096683784.1	WP_015199117.1, WP_015199112.1	WP_224179039.1
N0.HOG0000174	OG0000024	n11	WP_052754361.1					WP_015199114.1	
N0.HOG0000175	OG0000024	n12	WP_035149720.1					WP_015199116.1	
N0.HOG0000176	OG0000024	n13	WP_046814777.1, WP_046814696.1					WP_015199115.1	
N0.HOG0000177	OG0000024	n15				WP_096690810.1, WP_096683793.1	WP_096690810.1, WP_096683793.1		WP_224176218.1
N0.HOG0000178	OG0000024	n19	WP_035155824.1, WP_035154163.1, WP_035158174.1, WP_035154450.1, WP_035152505.1, WP_046814677.1	WP_096657601.1, WP_096657196.1	WP_157780795.1			WP_015200452.1, WP_041739807.1	WP_224179033.1
N0.HOG0000179	OG0000025	n3	WP_035155892.1			WP_096684183.1	WP_096684183.1	WP_015197074.1	WP_223987500.1
N0.HOG0000180	OG0000025	n7	WP_082127234.1						WP_224178098.1
N0.HOG0000181	OG0000025	n10	WP_035159890.1, WP_035157445.1						
N0.HOG0000182	OG0000025	n15	WP_035156425.1	WP_096658512.1, WP_096660093.1		WP_096695214.1	WP_096695214.1		WP_224174281.1
N0.HOG0000183	OG0000025	n20		WP_096661432.1					WP_224174279.1
N0.HOG0000184	OG0000025	n21	WP_052754528.1			WP_096694913.1	WP_096694913.1		
N0.HOG0000185	OG0000025	n23	WP_035158127.1						WP_223985174.1, WP_224177582.1
N0.HOG0000186	OG0000025	n25	WP_035157448.1	WP_096657986.1	WP_255408932.1	WP_096691930.1	WP_096691930.1		
N0.HOG0000187	OG0000026	n1	WP_035150464.1	WP_096661719.1, WP_096652347.1		WP_096694961.1, WP_096692314.1, WP_096690149.1	WP_096694961.1, WP_096692314.1, WP_096690149.1	WP_015196354.1	WP_223988249.1, WP_127080584.1, WP_019495472.1, WP_224180391.1
N0.HOG0000188	OG0000026	n15		WP_096656912.1	WP_096621069.1	WP_096690637.1	WP_096690637.1		WP_224178091.1
N0.HOG0000189	OG0000026	n23		WP_096658606.1	WP_096620791.1				WP_223972639.1
N0.HOG0000190	OG0000026	n25		WP_096658601.1	WP_096622687.1, WP_096620792.1				WP_224175050.1
N0.HOG0000191	OG0000027	n1		WP_096658131.1	WP_096622354.1, WP_096622359.1				
