Orthogroup	NIES-3974	NIES-267
OG0000366	WP_096623878.1	WP_096659832.1, WP_096659458.1, WP_096659454.1, WP_096659460.1
OG0000367	WP_096620784.1	WP_096658613.1
OG0000367	WP_096620130.1	WP_096656651.1
OG0000368	WP_096621042.1, WP_096623038.1, WP_096623920.1	WP_096655610.1
OG0000368	WP_096622220.1	WP_096660063.1
OG0000369	WP_096625617.1	WP_096660388.1
OG0000374	WP_096623989.1	WP_096656937.1, WP_096653721.1
OG0000375	WP_096624979.1	WP_096652334.1
OG0000376	WP_096621257.1	WP_096657400.1
OG0000379	WP_096619891.1	WP_096657321.1
OG0000380	WP_231943049.1, WP_096623936.1, WP_096624959.1	WP_096658350.1
OG0000381	WP_096621689.1	WP_096653576.1
OG0000382	WP_255408924.1, WP_231943349.1, WP_231943351.1, WP_096620634.1	WP_096656933.1, WP_096656931.1
OG0000384	WP_096619831.1	WP_096654273.1
OG0000385	WP_096620813.1	WP_096660254.1, WP_096660256.1, WP_096660255.1, WP_096653112.1
OG0000387	WP_096620039.1	WP_096657567.1, WP_096658771.1
OG0000389	WP_096624983.1	WP_096652330.1
OG0000391	WP_096622549.1	WP_096654494.1, WP_096652139.1, WP_096657748.1
OG0000392	WP_096620126.1	WP_096653047.1
OG0000393	WP_096625367.1	WP_096653422.1
OG0000394	WP_096624296.1	WP_096653448.1
OG0000395	WP_096622699.1	WP_096653549.1
OG0000395	WP_096620369.1	WP_096656013.1
OG0000397	WP_096621724.1	WP_096659396.1, WP_096655452.1
OG0000398	WP_096620502.1	WP_096657072.1
OG0000402	WP_096619851.1	WP_096660917.1
OG0000408	WP_231943277.1	WP_096653228.1
OG0000410	WP_096620200.1, WP_096623784.1	WP_096658428.1
OG0000411	WP_096620898.1	WP_096655282.1, WP_096655778.1
OG0000413	WP_096622338.1, WP_096620042.1, WP_096621875.1	WP_096652372.1
OG0000414	WP_157780610.1	WP_096660905.1
OG0000416	WP_096623641.1	WP_096652258.1
OG0000417	WP_096620265.1	WP_096655244.1
OG0000418	WP_096624428.1	WP_096653652.1
OG0000419	WP_096623862.1	WP_096658835.1, WP_096653488.1, WP_096654132.1
OG0000422	WP_231943217.1	WP_096656778.1
OG0000426	WP_096622285.1	WP_096660683.1
OG0000427	WP_096620316.1	WP_096657323.1
OG0000427	WP_096624991.1	WP_096654649.1
OG0000428	WP_096624179.1	WP_096655969.1
OG0000430	WP_096622272.1	WP_096652639.1
OG0000431	WP_096624491.1, WP_096621294.1	WP_096652122.1
OG0000432	WP_096622735.1	WP_096655802.1
OG0000434	WP_096623408.1	WP_096660579.1
OG0000435	WP_096621653.1	WP_096658495.1
OG0000443	WP_096623630.1	WP_096658518.1
OG0000444	WP_096622591.1	WP_096660864.1
OG0000445	WP_096625519.1	WP_096659422.1
OG0000446	WP_096623715.1	WP_096654902.1
OG0000447	WP_096626601.1	WP_096660338.1
OG0000448	WP_096626607.1	WP_096656161.1, WP_096659895.1, WP_096659273.1
OG0000449	WP_096620620.1	WP_096660049.1
OG0000450	WP_096620550.1	WP_096652269.1
OG0000450	WP_096621007.1	WP_096657069.1
OG0000453	WP_096625075.1	WP_096661134.1
OG0000454	WP_096622586.1	WP_096655726.1, WP_096654591.1
OG0000455	WP_096620482.1	WP_096658221.1
OG0000457	WP_096620865.1	WP_096660078.1
OG0000458	WP_096620520.1	WP_096653027.1
OG0000459	WP_096626457.1	WP_096656068.1, WP_096657328.1
OG0000460	WP_096620575.1	WP_096652858.1
OG0000460	WP_096620623.1	WP_096658599.1
OG0000461	WP_096620622.1	WP_096658600.1
OG0000461	WP_096620574.1	WP_096652856.1
OG0000462	WP_096625353.1	WP_096652838.1
OG0000463	WP_096621238.1	WP_096655872.1
OG0000463	WP_096623192.1	WP_096655865.1
OG0000464	WP_096621237.1, WP_096623190.1	WP_096655873.1, WP_096655866.1
OG0000465	WP_096621236.1	WP_096655874.1, WP_096655867.1
OG0000466	WP_231943427.1	WP_096655869.1, WP_096655876.1
OG0000467	WP_096622177.1	WP_096656474.1
OG0000468	WP_096620783.1	WP_096658615.1
OG0000468	WP_096623621.1	WP_096654333.1
OG0000469	WP_096623816.1	WP_096654297.1
OG0000470	WP_096622202.1	WP_096659193.1
OG0000472	WP_096622556.1	WP_096654651.1
OG0000474	WP_096620966.1	WP_096657640.1
OG0000475	WP_096623254.1, WP_096623298.1	WP_096657886.1
OG0000476	WP_096623294.1	WP_096657884.1, WP_096656697.1
OG0000479	WP_096623342.1	WP_096657834.1
OG0000480	WP_096623316.1	WP_096657894.1
OG0000481	WP_096621275.1	WP_096655081.1
OG0000482	WP_096624382.1, WP_096625195.1	WP_096654382.1
OG0000483	WP_096625952.1	WP_096657631.1
OG0000484	WP_255408906.1	WP_096654506.1
OG0000485	WP_096620803.1	WP_096653906.1, WP_096657207.1
OG0000487	WP_096622564.1	WP_096656535.1
OG0000487	WP_096625629.1	WP_096659836.1
OG0000488	WP_096623034.1	WP_096658618.1
OG0000489	WP_096624887.1	WP_096656766.1
OG0000491	WP_096623280.1	WP_096656217.1
OG0000492	WP_096625296.1	WP_096656786.1
OG0000493	WP_096624115.1	WP_096653013.1
OG0000494	WP_096625880.1	WP_096661298.1
OG0000495	WP_096621502.1	WP_096652170.1
OG0000498	WP_096620392.1	WP_096657115.1
OG0000501	WP_231943227.1	WP_096660045.1, WP_096652690.1, WP_096656641.1
OG0000504	WP_096620491.1, WP_096619923.1, WP_096619812.1	WP_096653853.1
OG0000505	WP_096625966.1	WP_096660926.1
OG0000505	WP_096620329.1	WP_096660925.1
OG0000509	WP_096620338.1	WP_096655959.1
OG0000510	WP_096619897.1	WP_096656620.1
OG0000512	WP_096621292.1	WP_096653420.1
OG0000514	WP_197707048.1	WP_096658275.1, WP_096658276.1, WP_096654218.1
OG0000516	WP_096621243.1	WP_096659507.1, WP_096656302.1, WP_096655125.1
OG0000517	WP_096621872.1, WP_096622868.1, WP_096626272.1	WP_096655193.1
OG0000518	WP_096621941.1	WP_096657329.1, WP_096657721.1
OG0000519	WP_096621675.1, WP_096624416.1	WP_096656006.1
OG0000520	WP_096621557.1	WP_096656569.1, WP_096659027.1
OG0000521	WP_096622429.1, WP_231943057.1	WP_096656608.1
OG0000523	WP_096625292.1	WP_096656788.1
OG0000526	WP_096622406.1	WP_096658284.1
OG0000529	WP_096623549.1	WP_096657810.1, WP_096660029.1
OG0000532	WP_096620337.1, WP_096621844.1	WP_096658655.1
OG0000538	WP_096623430.1	WP_096661011.1
OG0000554	WP_096622127.1	WP_096657003.1
OG0000555	WP_096623288.1	WP_096657583.1, WP_096657585.1, WP_096656700.1
OG0000556	WP_096624634.1	WP_096654239.1
OG0000558	WP_096621328.1	WP_096661351.1
OG0000560	WP_096620937.1	WP_096656623.1
OG0000563	WP_096620914.1	WP_096656323.1
OG0000564	WP_096620033.1	WP_096661064.1
OG0000565	WP_096620032.1	WP_096655036.1
OG0000566	WP_096621518.1	WP_096652948.1, WP_096655924.1
OG0000567	WP_096621126.1	WP_096659430.1, WP_096654023.1, WP_096653588.1
OG0000569	WP_096622442.1	WP_096654225.1, WP_096660934.1
OG0000570	WP_096621776.1	WP_096653327.1
OG0000571	WP_096621850.1	WP_096655576.1
OG0000573	WP_096620988.1	WP_096655280.1
OG0000574	WP_096621817.1	WP_096658571.1
OG0000575	WP_096626381.1	WP_096656285.1, WP_096661341.1, WP_096652992.1
OG0000576	WP_096624241.1	WP_096656726.1, WP_096653544.1, WP_096658029.1
OG0000577	WP_231943507.1	WP_096653273.1
OG0000580	WP_096624612.1	WP_096661071.1
OG0000581	WP_096622717.1	WP_096656269.1
OG0000582	WP_096621734.1	WP_096659851.1
OG0000583	WP_096625697.1	WP_096659207.1
OG0000589	WP_096622489.1	WP_096660273.1, WP_096652567.1
OG0000590	WP_096624005.1	WP_015116770.1
OG0000594	WP_096619975.1	WP_096657252.1
OG0000595	WP_096622536.1	WP_096659311.1
OG0000596	WP_096624131.1	WP_096660395.1
OG0000597	WP_096624364.1	WP_096656050.1
OG0000597	WP_096625687.1	WP_096660340.1
OG0000598	WP_231943268.1	WP_096660167.1
OG0000599	WP_096625707.1, WP_231943120.1	WP_096659281.1
OG0000600	WP_096623368.1	WP_096653507.1, WP_096658205.1, WP_096659698.1
OG0000602	WP_096625312.1	WP_096654321.1, WP_096659414.1, WP_096656826.1
OG0000603	WP_096620230.1	WP_096660428.1
OG0000604	WP_096621840.1	WP_096652274.1
OG0000605	WP_096624813.1	WP_096658259.1
OG0000606	WP_096624127.1	WP_096660983.1
OG0000607	WP_096624121.1	WP_096660982.1
OG0000609	WP_096624708.1	WP_096659335.1
OG0000610	WP_096626185.1	WP_096657952.1, WP_096655851.1
OG0000611	WP_096623400.1	WP_096658352.1
OG0000612	WP_231943052.1	WP_096657911.1
OG0000613	WP_096623382.1	WP_096658453.1
OG0000614	WP_096624680.1	WP_096654142.1
OG0000615	WP_096624221.1	WP_096657120.1
OG0000616	WP_096620060.1	WP_096654325.1
OG0000617	WP_096624344.1	WP_096654724.1
OG0000618	WP_096622974.1	WP_096658548.1
OG0000619	WP_096621047.1	WP_096659923.1
OG0000620	WP_096625653.1	WP_096660131.1
OG0000621	WP_096621176.1	WP_096659263.1, WP_096657643.1
OG0000622	WP_096621195.1	WP_096654993.1, WP_096659722.1
OG0000623	WP_096624223.1	WP_096657119.1
OG0000624	WP_096621490.1	WP_096658408.1
OG0000626	WP_096624517.1	WP_096656441.1
OG0000628	WP_096622862.1	WP_096656879.1, WP_096654057.1
OG0000629	WP_096619861.1	WP_096659063.1
OG0000630	WP_096621091.1	WP_096655717.1
OG0000630	WP_096621465.1	WP_096657844.1
OG0000631	WP_096624827.1	WP_096654377.1
OG0000632	WP_096624825.1	WP_096654375.1
OG0000633	WP_096624163.1	WP_096656295.1, WP_096656296.1, WP_096655606.1
OG0000634	WP_096622918.1	WP_096658379.1
OG0000635	WP_096624167.1	WP_096656292.1
OG0000636	WP_096625171.1	WP_096655954.1
OG0000637	WP_096621147.1	WP_096656506.1, WP_096657050.1, WP_096654785.1
OG0000638	WP_096623523.1	WP_096660044.1
