Orthogroup	NIES-3974	PCC_6303
OG0000028	WP_096620236.1	WP_041740272.1
OG0000029	WP_096620241.1	WP_015197911.1
OG0000030	WP_096622143.1	WP_015196647.1, WP_015198124.1
OG0000030	WP_096622145.1, WP_096620192.1	WP_015196590.1
OG0000031	WP_096624549.1	WP_015198432.1
OG0000032	WP_096623503.1	WP_015196231.1
OG0000033	WP_096624646.1	WP_015198883.1
OG0000034	WP_231943216.1	WP_015198141.1
OG0000034	WP_157780835.1	WP_015197024.1, WP_015198586.1, WP_015198472.1, WP_051036718.1
OG0000034	WP_096623473.1	WP_015197064.1
OG0000035	WP_096624093.1	WP_015200178.1
OG0000036	WP_096622408.1	WP_238993778.1, WP_015198341.1, WP_015198344.1
OG0000037	WP_096621017.1	WP_015195823.1
OG0000037	WP_096623505.1	WP_015200029.1
OG0000037	WP_096621134.1	WP_015199328.1
OG0000038	WP_231943206.1	WP_015199428.1
OG0000039	WP_096624553.1	WP_015198426.1
OG0000040	WP_096621351.1	WP_015200129.1
OG0000040	WP_096621446.1	WP_015198952.1
OG0000041	WP_096621846.1	WP_015197437.1
OG0000041	WP_096620723.1	WP_041740060.1, WP_015196564.1
OG0000043	WP_096625205.1	WP_015197734.1
OG0000043	WP_096621522.1	WP_015196744.1
OG0000043	WP_096620513.1	WP_015197499.1
OG0000044	WP_096625420.1	WP_015196347.1
OG0000044	WP_096620625.1	WP_015199625.1, WP_015196348.1
OG0000045	WP_096620277.1	WP_015196883.1
OG0000048	WP_096625544.1	WP_015200396.1
OG0000048	WP_096620244.1	WP_015199467.1
OG0000050	WP_096624340.1	WP_015196687.1
OG0000050	WP_096622068.1	WP_015197840.1
OG0000051	WP_096622578.1	WP_015197709.1
OG0000052	WP_096624554.1	WP_015196064.1, WP_015198425.1
OG0000053	WP_096620062.1	WP_015198145.1
OG0000054	WP_096620296.1, WP_096620297.1	WP_015196370.1
OG0000055	WP_096624987.1	WP_015198411.1
OG0000059	WP_096623487.1	WP_015197460.1
OG0000059	WP_096620831.1	WP_015197556.1
OG0000059	WP_096622598.1	WP_015199381.1
OG0000061	WP_096620063.1	WP_015198144.1
OG0000062	WP_096621760.1, WP_096621105.1, WP_096620300.1, WP_096622223.1	WP_015196914.1
OG0000063	WP_096620481.1	WP_015196677.1, WP_041739039.1, WP_041739042.1
OG0000064	WP_096622204.1	WP_015196831.1
OG0000064	WP_096622709.1	WP_015199341.1
OG0000065	WP_096621406.1	WP_015197988.1, WP_015196530.1, WP_015196825.1, WP_203225927.1, WP_015199290.1
OG0000066	WP_096620160.1	WP_015200817.1
OG0000067	WP_172892767.1	WP_015197166.1
OG0000067	WP_096621262.1	WP_015200008.1
OG0000068	WP_096620919.1	WP_015200563.1
OG0000073	WP_096623186.1	WP_051036749.1
OG0000073	WP_096620618.1	WP_015199734.1
OG0000074	WP_096624606.1	WP_015198521.1
OG0000075	WP_096620367.1, WP_096622487.1, WP_096624438.1, WP_096622962.1	WP_015196921.1
OG0000078	WP_096625284.1	WP_041739258.1
OG0000078	WP_096624003.1	WP_015200995.1
OG0000079	WP_096624660.1	WP_015197086.1
OG0000081	WP_096625434.1	WP_238993715.1
OG0000082	WP_096621331.1	WP_015200903.1
OG0000083	WP_096626463.1	WP_015199355.1, WP_015197848.1
OG0000084	WP_096622486.1	WP_015197290.1
OG0000085	WP_096620210.1, WP_255408806.1	WP_015199682.1
OG0000086	WP_096620239.1	WP_015199372.1
OG0000086	WP_096620606.1	WP_015198648.1
OG0000087	WP_096622822.1	WP_015200057.1
OG0000087	WP_096620945.1	WP_015199201.1
OG0000088	WP_096625817.1	WP_015199448.1
OG0000089	WP_096623545.1	WP_015196823.1
OG0000090	WP_096623016.1	WP_015199296.1, WP_015196407.1
OG0000091	WP_096625097.1	WP_015198686.1, WP_015198310.1, WP_015196122.1, WP_015198236.1
OG0000092	WP_096620037.1	WP_041740505.1
OG0000093	WP_157780825.1	WP_015197076.1, WP_041740455.1
OG0000094	WP_096620254.1	WP_203225943.1
OG0000094	WP_231943192.1	WP_015196332.1
OG0000095	WP_096623830.1	WP_015200931.1
OG0000095	WP_096621054.1	WP_015197782.1
OG0000097	WP_096621423.1	WP_083866339.1
OG0000099	WP_096621280.1	WP_015198863.1
OG0000099	WP_096621192.1	WP_015198939.1
OG0000101	WP_096620021.1	WP_015199432.1
OG0000101	WP_096623599.1	WP_015199433.1
OG0000102	WP_096622992.1	WP_238993751.1
OG0000104	WP_096626371.1	WP_041740832.1
OG0000106	WP_096621683.1	WP_015198497.1, WP_015197614.1
OG0000111	WP_255408862.1	WP_015200538.1, WP_015197754.1
OG0000113	WP_096622352.1	WP_015199783.1
OG0000113	WP_096621772.1	WP_015197336.1
OG0000114	WP_096624298.1	WP_015200575.1
OG0000115	WP_096623858.1	WP_015200761.1
OG0000116	WP_096620064.1	WP_015197629.1, WP_015198131.1
OG0000116	WP_096620836.1	WP_015199999.1
OG0000118	WP_096623711.1	WP_083866325.1, WP_015199596.1
OG0000118	WP_096622402.1, WP_096623048.1	WP_015196445.1, WP_015198739.1
OG0000119	WP_096620089.1, WP_096625843.1	WP_015198660.1
OG0000122	WP_096625124.1	WP_015199560.1, WP_015200608.1
OG0000123	WP_231943094.1	WP_015196449.1, WP_015199804.1
OG0000124	WP_096624286.1	WP_015201112.1
OG0000124	WP_231943344.1	WP_015199614.1
OG0000125	WP_096622022.1	WP_015199397.1
OG0000126	WP_096621256.1, WP_096621975.1	WP_238993838.1
OG0000128	WP_096620943.1	WP_015200441.1
OG0000129	WP_096623246.1	WP_015200409.1
OG0000129	WP_096621197.1	WP_041740961.1
OG0000130	WP_096621196.1	WP_015200971.1
OG0000130	WP_096624781.1	WP_015197523.1
OG0000131	WP_096620458.1	WP_015199430.1
OG0000131	WP_096623581.1	WP_015198605.1
OG0000132	WP_096624165.1	WP_015195803.1
OG0000133	WP_096624083.1, WP_096622409.1	WP_015197418.1, WP_015197439.1, WP_015200415.1, WP_015200372.1
OG0000134	WP_096623439.1	WP_015196772.1
OG0000137	WP_096623860.1	WP_015200762.1
OG0000139	WP_096625426.1	WP_015196198.1
OG0000140	WP_096622996.1	WP_015195985.1
OG0000143	WP_096620893.1	WP_015198543.1
OG0000144	WP_096622350.1	WP_015199782.1
OG0000144	WP_096621774.1	WP_015197335.1
OG0000148	WP_096625565.1	WP_015200755.1
OG0000153	WP_096625122.1	WP_015200609.1, WP_015199561.1
OG0000154	WP_096621068.1	WP_015199103.1
OG0000155	WP_096625126.1	WP_015200607.1
OG0000155	WP_096625128.1	WP_015200606.1
OG0000156	WP_096625073.1	WP_015197230.1
OG0000157	WP_096621540.1	WP_015198598.1
OG0000158	WP_096621098.1	WP_051036585.1
OG0000158	WP_231943138.1	WP_144051074.1
OG0000160	WP_096621387.1	WP_015196576.1
OG0000161	WP_096623100.1	WP_015196630.1
OG0000163	WP_231943091.1, WP_231943211.1	WP_041739205.1
OG0000164	WP_231943175.1	WP_015197836.1, WP_015199489.1
OG0000164	WP_231943165.1	WP_015199586.1
OG0000165	WP_096620302.1	WP_015197136.1
OG0000166	WP_096626077.1	WP_015199490.1
OG0000166	WP_096619833.1	WP_015199587.1
OG0000172	WP_096622559.1	WP_015200567.1
OG0000172	WP_096620654.1, WP_096622013.1	WP_015197326.1
OG0000172	WP_096620946.1	WP_015199202.1
OG0000173	WP_096623866.1	WP_015199548.1
OG0000176	WP_096622892.1	WP_015199655.1
OG0000176	WP_096620468.1	WP_015200797.1
OG0000178	WP_096620278.1	WP_015198037.1, WP_015198038.1
OG0000178	WP_197707035.1	WP_015196164.1
OG0000179	WP_096620474.1	WP_015199027.1
OG0000180	WP_096621558.1	WP_041739648.1
OG0000180	WP_096626337.1	WP_015199700.1
OG0000181	WP_096622291.1	WP_015196259.1
OG0000182	WP_096624805.1	WP_015201089.1
OG0000183	WP_096624562.1	WP_015198576.1
OG0000186	WP_096620944.1	WP_041739735.1
OG0000188	WP_096624103.1	WP_015198885.1
OG0000188	WP_096621579.1	WP_015200203.1
OG0000191	WP_096620643.1	WP_015198591.1
OG0000191	WP_096621000.1	WP_015196424.1
OG0000193	WP_096621107.1	WP_015200985.1
OG0000194	WP_231943212.1	WP_015200915.1
OG0000196	WP_096620750.1	WP_015199771.1
OG0000197	WP_096624487.1	WP_015197987.1
OG0000198	WP_096619837.1	WP_015199583.1
OG0000200	WP_096620602.1	WP_015197770.1
OG0000204	WP_096623418.1, WP_096623828.1	WP_015200930.1
OG0000206	WP_096620321.1, WP_096620320.1	WP_015197512.1
OG0000207	WP_096620344.1	WP_015200778.1
OG0000210	WP_096620058.1	WP_015196642.1
OG0000211	WP_096620259.1	WP_015201124.1
OG0000213	WP_096624668.1	WP_015196881.1
OG0000215	WP_096621946.1	WP_015201042.1
OG0000216	WP_096622565.1	WP_015199755.1
OG0000218	WP_231943054.1	WP_015199073.1
OG0000219	WP_096625615.1	WP_015196942.1
OG0000219	WP_096626562.1	WP_015199637.1
OG0000220	WP_231943083.1	WP_015198720.1
OG0000221	WP_096624302.1	WP_015200573.1
OG0000224	WP_096621358.1	WP_015198910.1
OG0000225	WP_096626193.1, WP_096622468.1	WP_015198675.1
OG0000226	WP_096621732.1	WP_015197722.1
OG0000230	WP_096625166.1, WP_096621283.1, WP_231943284.1	WP_015200505.1, WP_041739698.1
OG0000233	WP_096623565.1	WP_015200155.1, WP_015196812.1
OG0000235	WP_096625232.1	WP_015200428.1, WP_015200427.1, WP_015200426.1
OG0000236	WP_096621907.1	WP_015195783.1
OG0000238	WP_096626532.1	WP_041740388.1
OG0000238	WP_096621524.1	WP_015196747.1
OG0000239	WP_096620494.1	WP_015197302.1
OG0000240	WP_096626189.1	WP_015200702.1
OG0000242	WP_096623794.1	WP_015201045.1
OG0000243	WP_096625448.1	WP_015197218.1
OG0000244	WP_096624652.1	WP_238993833.1
OG0000249	WP_096624444.1, WP_255408929.1	WP_015199127.1
OG0000250	WP_096621865.1	WP_015200496.1
OG0000253	WP_096620410.1	WP_015196364.1
OG0000254	WP_096622099.1	WP_015200040.1
OG0000262	WP_096621998.1	WP_015198584.1
OG0000263	WP_096620003.1	WP_203225932.1
OG0000264	WP_096622030.1	WP_015199423.1
OG0000265	WP_096621268.1	WP_041740226.1
OG0000266	WP_096620560.1	WP_015196245.1
OG0000266	WP_096624258.1	WP_015198949.1
OG0000267	WP_096624434.1	WP_015199108.1
OG0000268	WP_231943408.1	WP_015201022.1
OG0000270	WP_096624049.1	WP_015199304.1
OG0000271	WP_096621418.1	WP_015196428.1, WP_015200472.1
OG0000272	WP_096626263.1	WP_015200473.1
OG0000272	WP_096621417.1	WP_015196429.1
OG0000275	WP_231943261.1	WP_015196335.1
OG0000276	WP_096622102.1	WP_015198765.1
OG0000279	WP_096625181.1, WP_096620323.1, WP_231943296.1, WP_231943295.1	WP_015197824.1
OG0000280	WP_096620088.1	WP_015198659.1
OG0000281	WP_096624710.1	WP_015200994.1
OG0000282	WP_096620129.1	WP_015197105.1
OG0000283	WP_096622721.1	WP_015199976.1, WP_015199959.1
OG0000285	WP_096626270.1	WP_015197400.1
OG0000287	WP_096621708.1	WP_041739147.1
OG0000288	WP_096621603.1	WP_015200165.1
OG0000289	WP_096621385.1	WP_015201091.1
OG0000289	WP_096621051.1	WP_015197726.1
OG0000290	WP_096624219.1	WP_015196684.1
OG0000291	WP_096621973.1, WP_096620551.1	WP_015198644.1
OG0000292	WP_096620736.1, WP_096623180.1	WP_015198953.1
OG0000294	WP_096626187.1	WP_015197133.1
OG0000295	WP_096619907.1	WP_015198971.1
OG0000296	WP_096619905.1	WP_015198970.1
OG0000297	WP_096619903.1	WP_015198969.1
OG0000298	WP_096621193.1	WP_015200968.1
OG0000298	WP_096621224.1	WP_015199643.1
OG0000299	WP_096620072.1, WP_096621448.1	WP_015199651.1
OG0000300	WP_096621523.1	WP_015196746.1
OG0000300	WP_096625203.1	WP_015197733.1
OG0000301	WP_096623300.1	WP_015197195.1
OG0000304	WP_096621852.1	WP_015196436.1
OG0000305	WP_096622836.1	WP_015197222.1
OG0000306	WP_096624161.1	WP_015196933.1
OG0000307	WP_096621099.1	WP_158333191.1, WP_015197463.1
OG0000311	WP_157780683.1	WP_015200896.1
OG0000313	WP_096622517.1	WP_238993704.1
OG0000314	WP_096625783.1	WP_041739626.1
OG0000315	WP_096622326.1	WP_015200721.1
OG0000315	WP_157780797.1	WP_015196999.1
OG0000318	WP_231943454.1	WP_015199859.1
OG0000320	WP_096620580.1	WP_015199781.1, WP_015201059.1
OG0000323	WP_231943164.1	WP_015198819.1
OG0000324	WP_096622888.1	WP_015196096.1
OG0000330	WP_231943103.1	WP_041739742.1
OG0000332	WP_096624460.1	WP_015199091.1
OG0000333	WP_096624057.1	WP_015198951.1
OG0000334	WP_096622306.1	WP_015197946.1, WP_015197050.1, WP_015199663.1
OG0000335	WP_096621116.1	WP_015198467.1, WP_015200270.1
OG0000336	WP_096625531.1	WP_015200303.1
OG0000337	WP_096625563.1	WP_041740217.1, WP_041740928.1
OG0000342	WP_096619893.1	WP_015197830.1
OG0000352	WP_231943044.1, WP_096625689.1	WP_015199517.1
OG0000353	WP_096624370.1	WP_015195949.1
OG0000356	WP_096620534.1	WP_015199317.1
OG0000357	WP_096620531.1	WP_041740916.1
OG0000358	WP_096622793.1	WP_015196520.1
OG0000358	WP_096621284.1	WP_015200074.1
OG0000359	WP_096622055.1	WP_051036778.1
OG0000360	WP_096621857.1	WP_015197766.1
OG0000361	WP_096621397.1, WP_096621015.1, WP_096624975.1	WP_015198202.1
OG0000362	WP_096622504.1, WP_157780746.1	WP_015196360.1
OG0000363	WP_096622453.1	WP_015200701.1
OG0000364	WP_157780741.1	WP_015197215.1
OG0000364	WP_157780652.1	WP_015196468.1
OG0000365	WP_096621022.1	WP_015197414.1, WP_015195838.1
OG0000366	WP_096623878.1	WP_015200049.1
OG0000367	WP_096620130.1	WP_015198824.1
OG0000368	WP_096621042.1, WP_096623038.1, WP_096623920.1	WP_015198608.1
OG0000369	WP_096625617.1	WP_015199662.1, WP_015197051.1
OG0000374	WP_096623989.1	WP_015200141.1, WP_238993796.1
OG0000376	WP_096621257.1	WP_015200821.1
OG0000380	WP_231943049.1	WP_015200570.1
OG0000380	WP_096623936.1	WP_203225979.1
OG0000382	WP_255408924.1, WP_231943349.1, WP_231943351.1, WP_096620634.1	WP_015199878.1
OG0000384	WP_096619831.1	WP_015199588.1
OG0000387	WP_096620039.1	WP_015198192.1
OG0000392	WP_096620126.1	WP_015196989.1
OG0000393	WP_096625367.1	WP_015199940.1
OG0000394	WP_096624296.1	WP_015200576.1
OG0000395	WP_096622699.1	WP_015197540.1
OG0000395	WP_096620369.1	WP_015200534.1
OG0000397	WP_096621724.1	WP_041739865.1
OG0000398	WP_096620502.1	WP_015198413.1
OG0000408	WP_231943277.1	WP_015200199.1
OG0000410	WP_096623784.1	WP_015197673.1
OG0000411	WP_096620898.1	WP_015199867.1
OG0000413	WP_096622338.1, WP_096620042.1, WP_096621875.1	WP_015200119.1
OG0000414	WP_157780610.1	WP_015197623.1
OG0000415	WP_096622255.1	WP_015197261.1
OG0000416	WP_096623641.1	WP_015200936.1
OG0000417	WP_096620265.1	WP_015198933.1
OG0000418	WP_096624428.1	WP_015199123.1
OG0000419	WP_096623862.1	WP_015200763.1
OG0000422	WP_231943217.1	WP_015198585.1, WP_015197025.1
OG0000426	WP_096622285.1	WP_015199609.1, WP_015199414.1
OG0000427	WP_096620316.1, WP_096624991.1	WP_015199943.1
OG0000428	WP_096624179.1	WP_083866298.1
OG0000430	WP_096622272.1	WP_015198394.1
OG0000431	WP_096624491.1, WP_096621294.1	WP_015198826.1
OG0000432	WP_096622735.1	WP_015199525.1
OG0000434	WP_096623408.1	WP_015197819.1, WP_015197818.1
OG0000435	WP_096621653.1	WP_015200692.1
OG0000438	WP_096620521.1	WP_015195818.1
OG0000443	WP_096623630.1	WP_015198455.1
OG0000444	WP_096622591.1	WP_041740228.1
OG0000445	WP_096625519.1	WP_015196985.1, WP_041740509.1
OG0000447	WP_096626601.1	WP_015200424.1
OG0000448	WP_096626607.1	WP_041739888.1
OG0000449	WP_096620620.1	WP_015199737.1
OG0000450	WP_096620550.1	WP_015201032.1
OG0000450	WP_096621007.1	WP_015196416.1
OG0000453	WP_096620258.1	WP_015196730.1
OG0000454	WP_096622586.1	WP_015199915.1
OG0000458	WP_096621181.1	WP_015196284.1
OG0000459	WP_096626457.1	WP_015196434.1
OG0000460	WP_096620575.1	WP_015196516.1
OG0000461	WP_096620622.1, WP_096620574.1	WP_015196515.1
OG0000462	WP_096625353.1	WP_015200328.1
OG0000463	WP_096623192.1	WP_015195826.1
OG0000464	WP_096623190.1	WP_015195827.1
OG0000465	WP_096623188.1	WP_015195828.1
OG0000466	WP_096623184.1	WP_015195830.1
OG0000468	WP_096623621.1	WP_015197645.1
OG0000469	WP_096623816.1	WP_015195875.1
OG0000470	WP_096622202.1	WP_015196830.1
OG0000472	WP_096622556.1	WP_015197738.1
OG0000473	WP_096624937.1	WP_015198408.1
OG0000474	WP_096620966.1	WP_015200302.1
OG0000475	WP_096623254.1, WP_096623298.1	WP_015197193.1
OG0000476	WP_096623294.1	WP_255348461.1
OG0000477	WP_096622648.1	WP_238993793.1, WP_015200253.1, WP_015200852.1, WP_015197920.1
OG0000479	WP_096623342.1	WP_041739321.1
OG0000480	WP_096623316.1	WP_015197207.1
OG0000482	WP_096624382.1	WP_015198466.1
OG0000483	WP_096625952.1	WP_041739903.1
OG0000484	WP_255408906.1	WP_015200067.1
OG0000485	WP_096620803.1	WP_015196376.1
OG0000486	WP_231943142.1	WP_015200557.1
OG0000487	WP_096622564.1	WP_015199835.1
OG0000488	WP_096623034.1	WP_015195966.1
OG0000489	WP_096624887.1	WP_015198634.1
OG0000491	WP_096623280.1	WP_015200007.1
OG0000492	WP_096625296.1	WP_015197394.1
OG0000493	WP_096624115.1	WP_041739869.1
OG0000494	WP_096625880.1	WP_015198162.1
OG0000495	WP_096621502.1	WP_015200031.1
OG0000497	WP_231943320.1	WP_015197042.1
OG0000497	WP_096625077.1	WP_015197234.1
OG0000498	WP_096620392.1	WP_041740351.1
OG0000505	WP_096625966.1, WP_096620329.1	WP_238993750.1
OG0000506	WP_096623402.1	WP_015200565.1
OG0000509	WP_096620338.1	WP_015197805.1
OG0000510	WP_096619897.1	WP_015198423.1
OG0000512	WP_096621292.1	WP_015198899.1
OG0000514	WP_197707048.1	WP_041739397.1, WP_015201148.1, WP_051036644.1
OG0000516	WP_096621243.1	WP_015196015.1
OG0000517	WP_096621872.1	WP_015199820.1
OG0000519	WP_096621675.1, WP_096624416.1	WP_015199858.1
OG0000521	WP_096622429.1	WP_015200944.1
OG0000521	WP_231943057.1	WP_015196758.1
OG0000523	WP_096625292.1	WP_015197396.1
OG0000526	WP_096622406.1	WP_015173932.1
OG0000529	WP_096623549.1	WP_015196821.1
OG0000532	WP_096620337.1	WP_015197806.1
OG0000538	WP_096623430.1	WP_015200407.1
OG0000541	WP_096620706.1, WP_096623052.1, WP_096623085.1, WP_096623699.1, WP_096622936.1, WP_096624442.1	WP_015197324.1, WP_015199226.1, WP_015196139.1, WP_041739849.1
OG0000543	WP_096624149.1	WP_015196399.1, WP_015196501.1
OG0000554	WP_096622127.1	WP_015199058.1
OG0000555	WP_096623288.1	WP_015196628.1
OG0000558	WP_096621328.1	WP_015199051.1
OG0000560	WP_096620937.1	WP_015197027.1
OG0000563	WP_096620914.1	WP_015199599.1
OG0000564	WP_096620033.1	WP_051036640.1, WP_015199487.1
OG0000565	WP_096620032.1	WP_015197839.1
OG0000566	WP_096621518.1	WP_015197143.1
OG0000567	WP_096621126.1	WP_015196892.1
OG0000568	WP_096620065.1	WP_015198132.1
OG0000570	WP_096621776.1	WP_015198065.1, WP_015197852.1
OG0000571	WP_096621850.1	WP_015199203.1
OG0000573	WP_096620988.1	WP_015196648.1
OG0000574	WP_096621817.1	WP_051036596.1, WP_015198725.1, WP_158333122.1
OG0000575	WP_096626381.1	WP_015200932.1
OG0000576	WP_096624241.1	WP_015197494.1
OG0000577	WP_231943507.1	WP_015199740.1
OG0000578	WP_096620325.1, WP_096620090.1	WP_015198673.1
OG0000580	WP_096624612.1	WP_144051020.1
OG0000581	WP_096622717.1	WP_144051022.1
OG0000582	WP_096621734.1	WP_015197721.1, WP_238993774.1
OG0000583	WP_096625697.1	WP_015196835.1
OG0000589	WP_096622489.1	WP_015199686.1
OG0000590	WP_096624005.1	WP_041740016.1
OG0000594	WP_096619975.1	WP_015198934.1
OG0000595	WP_096622536.1	WP_015196359.1
OG0000596	WP_096624131.1	WP_015196575.1
OG0000597	WP_096625687.1	WP_015200423.1
OG0000598	WP_231943268.1	WP_015199323.1
OG0000599	WP_096625707.1	WP_015200096.1
OG0000600	WP_096623368.1	WP_015200593.1
OG0000602	WP_096625312.1	WP_015196792.1
OG0000605	WP_096624813.1	WP_015198756.1
OG0000606	WP_096624127.1	WP_015200159.1
OG0000609	WP_096624708.1	WP_041740850.1, WP_041740462.1, WP_015198006.1
OG0000610	WP_096626185.1	WP_015197132.1
OG0000611	WP_096623400.1	WP_015200741.1
OG0000612	WP_231943052.1	WP_144051000.1
OG0000613	WP_096623382.1	WP_015199021.1
OG0000614	WP_096624680.1	WP_015199472.1
OG0000616	WP_096620060.1	WP_015199163.1
OG0000617	WP_096624344.1	WP_015196690.1
OG0000621	WP_096621176.1	WP_015200307.1
OG0000622	WP_096621195.1	WP_015200970.1
OG0000623	WP_096624223.1	WP_015196686.1
OG0000624	WP_096621490.1	WP_015196976.1
OG0000625	WP_231943070.1, WP_096620333.1	WP_015199925.1
OG0000626	WP_096624517.1	WP_015199895.1
OG0000628	WP_096622862.1	WP_015197375.1
OG0000629	WP_096619861.1	WP_015196481.1
OG0000630	WP_096621465.1	WP_015195812.1
OG0000631	WP_096624827.1	WP_015197505.1
OG0000632	WP_096624825.1	WP_015197502.1
OG0000633	WP_096624163.1	WP_015195805.1
OG0000634	WP_096622918.1	WP_015196800.1
OG0000635	WP_096624167.1	WP_015200887.1, WP_015195802.1
OG0000636	WP_096625171.1	WP_015201106.1
OG0000637	WP_096621147.1	WP_015196584.1
OG0000638	WP_096623523.1	WP_015196805.1
OG0000639	WP_096620171.1	WP_015199730.1
OG0000640	WP_096620989.1	WP_015196646.1, WP_015200254.1
OG0000641	WP_096621771.1	WP_015198718.1
OG0000642	WP_096621843.1	WP_041739246.1
OG0000643	WP_096622561.1	WP_015199457.1
OG0000644	WP_197707050.1	WP_015199088.1
OG0000645	WP_231943106.1	WP_041738887.1
OG0000646	WP_096622773.1	WP_015199928.1
OG0000648	WP_096623284.1	WP_015200077.1
OG0000650	WP_096621166.1, WP_096621317.1	WP_015197361.1
OG0000651	WP_096621171.1	WP_015197654.1
OG0000652	WP_096621919.1	WP_015200957.1
OG0000653	WP_096626424.1	WP_015199526.1
OG0000654	WP_096623445.1	WP_015173954.1
OG0000656	WP_096620693.1, WP_096623539.1	WP_015196827.1
OG0000657	WP_231943306.1	WP_015196304.1
OG0000658	WP_096624111.1	WP_015200151.1
OG0000659	WP_096623910.1	WP_015200445.1
OG0000663	WP_096621909.1	WP_015195782.1
OG0000665	WP_096623832.1	WP_015200933.1
OG0000666	WP_096619817.1	WP_085953323.1
OG0000668	WP_096624678.1	WP_015199471.1
OG0000669	WP_096626428.1	WP_015199349.1
OG0000671	WP_197707036.1	WP_015196153.1
OG0000672	WP_096624169.1	WP_015195801.1
OG0000673	WP_157780668.1	WP_015199669.1
OG0000676	WP_096620370.1	WP_015199266.1
OG0000677	WP_172892734.1	WP_015199488.1, WP_015197837.1
OG0000687	WP_096624155.1	WP_015201020.1
OG0000688	WP_096623607.1	WP_015199195.1, WP_015199803.1
OG0000693	WP_096621566.1	WP_015196663.1, WP_015197760.1
OG0000694	WP_096619895.1	WP_015198424.1
OG0000711	WP_096620280.1	WP_015196406.1, WP_015197432.1, WP_015197936.1, WP_015197943.1
OG0000712	WP_096623697.1	WP_015198787.1
OG0000714	WP_096620157.1	WP_015199132.1
OG0000715	WP_096625422.1	WP_015196415.1
OG0000716	WP_096624055.1	WP_015198907.1
OG0000717	WP_157780776.1	WP_015197097.1
OG0000719	WP_096621439.1	WP_015197773.1
OG0000725	WP_096620692.1	WP_158333163.1, WP_238993713.1
OG0000726	WP_096620932.1	WP_015197339.1
OG0000729	WP_231943084.1	WP_015200046.1
OG0000740	WP_096620778.1	WP_015196215.1
OG0000741	WP_096621187.1	WP_041740866.1
OG0000742	WP_096622775.1, WP_096620821.1	WP_015200910.1
OG0000743	WP_096622606.1	WP_015196855.1
OG0000747	WP_096625105.1	WP_015198690.1
OG0000749	WP_096622014.1	WP_015197350.1
OG0000750	WP_096625597.1	WP_015196270.1, WP_015199184.1
OG0000751	WP_096625432.1	WP_015199211.1
OG0000752	WP_096623264.1	WP_238993820.1
OG0000753	WP_096621316.1	WP_015197702.1, WP_015196390.1
OG0000755	WP_096620812.1	WP_015201043.1
OG0000756	WP_096625087.1	WP_015198454.1
OG0000757	WP_096620886.1	WP_015199739.1
OG0000758	WP_096620345.1	WP_015196236.1
