Orthogroup	NIES-3974	NIES-4105
OG0000043	WP_096621522.1	WP_096691852.1
OG0000043	WP_096620513.1	WP_096686671.1
OG0000044	WP_096625420.1	WP_096689017.1
OG0000044	WP_096622017.1	WP_096688179.1
OG0000044	WP_096620625.1	WP_096689018.1
OG0000045	WP_096620277.1	WP_096689840.1, WP_096690762.1, WP_096690430.1
OG0000047	WP_096620066.1	WP_096688636.1, WP_096688634.1, WP_096688635.1
OG0000048	WP_096625544.1	WP_096686066.1
OG0000048	WP_096620244.1	WP_096687766.1
OG0000050	WP_096624340.1	WP_096686174.1
OG0000050	WP_096622068.1	WP_096689762.1, WP_096694536.1
OG0000051	WP_096622425.1	WP_096689114.1
OG0000051	WP_096623543.1	WP_096688875.1, WP_096691897.1, WP_096692010.1, WP_096687583.1
OG0000052	WP_096624554.1	WP_096686043.1, WP_096691439.1
OG0000053	WP_096620062.1	WP_096694202.1
OG0000054	WP_096620296.1, WP_096620297.1	WP_096691408.1
OG0000055	WP_096624987.1	WP_096692943.1, WP_096683822.1, WP_096693599.1, WP_096691373.1, WP_096692930.1, WP_096686027.1
OG0000059	WP_096623487.1	WP_096691483.1
OG0000059	WP_096620831.1	WP_096692996.1
OG0000059	WP_096622598.1	WP_096692259.1
OG0000060	WP_096624551.1	WP_096692611.1
OG0000061	WP_096621661.1	WP_096691271.1
OG0000061	WP_096620063.1	WP_096688639.1
OG0000062	WP_096621760.1	WP_096683775.1, WP_096690053.1
OG0000062	WP_096620300.1	WP_096684564.1
OG0000063	WP_096620481.1	WP_096684896.1, WP_096686396.1
OG0000064	WP_096622204.1	WP_096690144.1
OG0000064	WP_096622709.1	WP_096692294.1
OG0000065	WP_096621406.1	WP_096690381.1, WP_096689324.1, WP_096692037.1, WP_096688804.1, WP_096693082.1, WP_096690942.1
OG0000066	WP_096620160.1	WP_096688812.1
OG0000067	WP_096621952.1	WP_096688480.1
OG0000067	WP_096621262.1	WP_096688477.1
OG0000068	WP_096620794.1	WP_096686704.1
OG0000068	WP_096620919.1	WP_096690990.1
OG0000070	WP_096622282.1	WP_096687650.1, WP_096684365.1, WP_096683949.1, WP_096683935.1
OG0000071	WP_096620111.1	WP_096695334.1
OG0000071	WP_096620314.1	WP_096686259.1, WP_096693551.1, WP_096692063.1, WP_096692956.1
OG0000073	WP_096623186.1, WP_096621235.1	WP_096689987.1
OG0000073	WP_096620618.1	WP_096690366.1
OG0000075	WP_096620367.1, WP_096622487.1, WP_096624438.1, WP_096622962.1	WP_096691848.1, WP_096691751.1, WP_096688883.1
OG0000077	WP_096623940.1	WP_096693555.1
OG0000078	WP_096625284.1	WP_096685348.1
OG0000078	WP_096624003.1	WP_096694317.1
OG0000079	WP_096624660.1	WP_096690838.1
OG0000079	WP_096624503.1	WP_096692592.1
OG0000081	WP_096625434.1	WP_096690051.1, WP_096689527.1
OG0000082	WP_096621331.1	WP_096692229.1
OG0000083	WP_096626463.1	WP_096686791.1
OG0000084	WP_096622486.1	WP_096692804.1
OG0000085	WP_096620210.1, WP_255408806.1	WP_096687586.1, WP_096683979.1, WP_096691171.1, WP_096694553.1, WP_096689325.1
OG0000086	WP_096620239.1	WP_096687704.1
OG0000086	WP_096620606.1	WP_096690120.1
OG0000087	WP_096622822.1	WP_096688405.1
OG0000087	WP_096620945.1	WP_096692027.1
OG0000088	WP_096625817.1	WP_096685322.1
OG0000089	WP_096623545.1	WP_096688929.1
OG0000090	WP_096623016.1	WP_096688332.1, WP_096689196.1, WP_096692918.1, WP_096691024.1
OG0000091	WP_096625097.1	WP_096685936.1
OG0000092	WP_096620037.1	WP_073623405.1, WP_096694656.1, WP_096694659.1, WP_096694653.1
OG0000093	WP_157780825.1	WP_096688180.1
OG0000094	WP_231943192.1	WP_096690548.1
OG0000095	WP_096623830.1	WP_096688757.1
OG0000095	WP_096621054.1	WP_096694084.1
OG0000097	WP_096621423.1	WP_096685429.1
OG0000098	WP_096622242.1	WP_096692886.1
OG0000099	WP_096621280.1	WP_096690458.1
OG0000099	WP_096621192.1	WP_096692603.1
OG0000101	WP_096620021.1	WP_096684010.1
OG0000103	WP_096621375.1	WP_096693987.1, WP_096684526.1
OG0000103	WP_096626441.1	WP_096684570.1
OG0000104	WP_096626371.1	WP_096689845.1, WP_096694384.1, WP_096692307.1
OG0000106	WP_096621683.1	WP_096686003.1, WP_096690981.1, WP_096693965.1
OG0000106	WP_096622509.1	WP_096693547.1
OG0000111	WP_255408862.1	WP_096689041.1, WP_096687352.1, WP_096690414.1, WP_096691722.1, WP_096694094.1
OG0000113	WP_096622352.1	WP_096686930.1
OG0000113	WP_096621772.1	WP_096691770.1
OG0000114	WP_096624298.1	WP_096685285.1
OG0000115	WP_096623858.1	WP_096687830.1
OG0000116	WP_096620064.1	WP_096689510.1, WP_096688632.1
OG0000116	WP_096620836.1	WP_096694413.1
OG0000117	WP_197707058.1	WP_096692162.1, WP_096690423.1, WP_096690422.1, WP_096686669.1, WP_096687887.1
OG0000118	WP_096623711.1, WP_096622402.1, WP_096623048.1	WP_096689873.1
OG0000119	WP_096620089.1	WP_096692778.1, WP_096686097.1
OG0000119	WP_096625843.1	WP_096685918.1
OG0000121	WP_096620834.1	WP_026093300.1
OG0000122	WP_096625124.1	WP_096685630.1, WP_096691879.1
OG0000123	WP_231943094.1	WP_096689519.1
OG0000123	WP_096620817.1	WP_096692184.1
OG0000124	WP_096624286.1	WP_096694507.1
OG0000124	WP_231943344.1	WP_096688291.1
OG0000125	WP_096622022.1, WP_096626572.1	WP_096691748.1
OG0000126	WP_096621256.1	WP_096685474.1
OG0000126	WP_096621975.1	WP_096684420.1, WP_096684119.1, WP_096688878.1
OG0000128	WP_096620943.1	WP_096688213.1
OG0000129	WP_096623246.1	WP_096687448.1
OG0000129	WP_096621197.1	WP_096693249.1
OG0000130	WP_096621196.1	WP_096693247.1
OG0000130	WP_096624781.1	WP_096692703.1
OG0000131	WP_096620458.1	WP_096685004.1
OG0000131	WP_096623581.1	WP_096684148.1
OG0000132	WP_096624165.1	WP_096691013.1
OG0000133	WP_096624083.1, WP_096622409.1	WP_096689558.1
OG0000137	WP_096621297.1	WP_096685326.1
OG0000137	WP_096623860.1	WP_096687829.1
OG0000139	WP_096625426.1	WP_096691361.1
OG0000139	WP_096620487.1	WP_096686571.1
OG0000140	WP_096622996.1	WP_096687120.1, WP_096687831.1, WP_096687745.1, WP_096687747.1, WP_096687746.1
OG0000143	WP_096620893.1	WP_096688298.1
OG0000144	WP_096622350.1	WP_096686932.1
OG0000144	WP_096621774.1	WP_096694464.1
OG0000148	WP_096625565.1	WP_096686156.1, WP_096685293.1
OG0000153	WP_096625122.1	WP_096691880.1
OG0000154	WP_096621068.1	WP_096691627.1
OG0000155	WP_096625128.1	WP_096691878.1
OG0000156	WP_231943257.1	WP_096684527.1
OG0000156	WP_096625073.1	WP_096684427.1
OG0000157	WP_096621540.1	WP_096689024.1
OG0000158	WP_096621098.1	WP_096685156.1
OG0000158	WP_231943138.1	WP_096694188.1
OG0000160	WP_096621387.1	WP_096694274.1
OG0000161	WP_096623100.1	WP_096687978.1, WP_096694663.1, WP_096688503.1
OG0000163	WP_231943091.1, WP_231943211.1	WP_096694404.1
OG0000165	WP_096620302.1	WP_096686290.1, WP_096694896.1, WP_096694699.1, WP_096683991.1
OG0000166	WP_096626077.1	WP_096694454.1
OG0000166	WP_096619833.1	WP_096690958.1
OG0000172	WP_096622559.1, WP_096620654.1, WP_096622013.1, WP_096620159.1, WP_096620946.1	WP_096692028.1, WP_096692030.1, WP_096692029.1
OG0000173	WP_096623866.1	WP_096691259.1
OG0000173	WP_096625404.1	WP_096692326.1, WP_096683902.1
OG0000173	WP_096625402.1	WP_096694311.1
OG0000176	WP_096622892.1	WP_096685993.1
OG0000176	WP_096620468.1	WP_096690127.1
OG0000178	WP_096620278.1, WP_197707035.1	WP_096693800.1, WP_096693806.1, WP_096693802.1
OG0000179	WP_096620474.1	WP_096685675.1
OG0000180	WP_096621558.1	WP_096688730.1
OG0000180	WP_096626337.1	WP_096692924.1
OG0000181	WP_096622291.1	WP_096684176.1, WP_096684740.1
OG0000182	WP_096624805.1	WP_096690854.1
OG0000183	WP_096624562.1	WP_096688267.1, WP_096688378.1, WP_096689000.1
OG0000185	WP_096620328.1	WP_096683887.1
OG0000186	WP_096620944.1	WP_096692026.1
OG0000188	WP_096624103.1	WP_096690688.1
OG0000188	WP_096621579.1	WP_096693499.1
OG0000191	WP_096620643.1	WP_096688751.1
OG0000191	WP_096621000.1	WP_096694400.1
OG0000193	WP_096621806.1	WP_096691802.1, WP_096693067.1
OG0000194	WP_231943212.1	WP_096691334.1, WP_096683945.1
OG0000195	WP_096620971.1	WP_096694519.1
OG0000196	WP_096624644.1	WP_096690667.1
OG0000196	WP_096620750.1	WP_096690665.1
OG0000197	WP_096622533.1	WP_096686243.1
OG0000197	WP_096624487.1	WP_096689323.1
OG0000198	WP_096619837.1	WP_096690961.1
OG0000200	WP_096620602.1	WP_096685243.1
OG0000204	WP_096623418.1, WP_096623828.1	WP_096688758.1, WP_096686892.1, WP_096686890.1
OG0000206	WP_096620321.1	WP_096685904.1
OG0000207	WP_096620344.1	WP_096687308.1
OG0000210	WP_096620058.1	WP_096690213.1, WP_096688392.1, WP_096687064.1
OG0000211	WP_096620259.1	WP_096693259.1
OG0000213	WP_096624668.1	WP_096692536.1, WP_096689106.1, WP_096691999.1
OG0000215	WP_096621946.1	WP_096693845.1
OG0000216	WP_096622565.1	WP_096684869.1
OG0000217	WP_096622537.1	WP_096684830.1
OG0000218	WP_231943054.1	WP_096688653.1
OG0000219	WP_096625615.1	WP_096689152.1
OG0000219	WP_096626562.1	WP_096691339.1
OG0000220	WP_231943196.1	WP_096688882.1
OG0000220	WP_231943083.1	WP_096692302.1
OG0000221	WP_096624302.1	WP_096685287.1
OG0000223	WP_096620479.1	WP_096691492.1
OG0000224	WP_096621358.1	WP_096686884.1
OG0000225	WP_096626193.1	WP_096692350.1
OG0000225	WP_096622468.1	WP_096692351.1
OG0000226	WP_096621732.1	WP_096684463.1, WP_096694685.1
OG0000230	WP_096625166.1, WP_096621283.1, WP_231943284.1	WP_096694761.1, WP_096694753.1
OG0000231	WP_096620045.1	WP_096692452.1
OG0000232	WP_096625114.1	WP_096689862.1
OG0000233	WP_096623565.1	WP_096688915.1
OG0000235	WP_096625232.1	WP_096690934.1
OG0000235	WP_096620950.1	WP_096691886.1
OG0000236	WP_096621907.1	WP_096694351.1
OG0000238	WP_096626532.1	WP_096688361.1
OG0000238	WP_096621524.1	WP_096691854.1
OG0000239	WP_096620494.1	WP_096688221.1
OG0000240	WP_096626189.1	WP_096684990.1
OG0000242	WP_096623794.1	WP_096694359.1
OG0000243	WP_096625448.1	WP_096691786.1
OG0000244	WP_096624652.1	WP_096692593.1, WP_096694898.1
OG0000246	WP_096621239.1	WP_096692023.1, WP_096692019.1, WP_096688642.1
OG0000249	WP_096624444.1, WP_255408929.1	WP_096693563.1
OG0000250	WP_096621865.1	WP_096694698.1, WP_096694894.1, WP_096694668.1
OG0000253	WP_096620410.1	WP_096683831.1, WP_096694127.1, WP_096689824.1
OG0000254	WP_096622099.1	WP_096694748.1, WP_096695184.1, WP_096693006.1
OG0000258	WP_096620600.1, WP_096624306.1, WP_096620599.1, WP_096621488.1, WP_096621487.1, WP_096624513.1, WP_096621144.1, WP_096621143.1	WP_096690673.1, WP_096686928.1
OG0000262	WP_096621998.1	WP_096686001.1, WP_096688939.1
OG0000263	WP_096620003.1	WP_096685372.1
OG0000264	WP_096622030.1	WP_096691603.1
OG0000265	WP_096621268.1	WP_096694261.1
OG0000266	WP_096620560.1	WP_096692441.1
OG0000266	WP_096624258.1	WP_096692179.1
OG0000267	WP_096624434.1	WP_096683789.1
OG0000268	WP_231943408.1	WP_096694264.1
OG0000269	WP_096623637.1	WP_096693013.1
OG0000270	WP_096624049.1	WP_096692505.1
OG0000271	WP_096621418.1	WP_096689649.1
OG0000271	WP_096626261.1	WP_096687667.1
OG0000272	WP_096626263.1	WP_096687666.1
OG0000272	WP_096621417.1	WP_096689650.1
OG0000275	WP_231943261.1	WP_096684608.1
OG0000276	WP_096622102.1	WP_096688462.1
OG0000278	WP_096624839.1	WP_096685252.1, WP_096685250.1
OG0000280	WP_096620319.1	WP_096686096.1
OG0000280	WP_096620088.1	WP_096685920.1
OG0000281	WP_096624710.1	WP_096686627.1
OG0000282	WP_096620129.1	WP_096686060.1
OG0000283	WP_096622721.1	WP_096687990.1, WP_096690304.1
OG0000285	WP_096626270.1	WP_096688594.1
OG0000287	WP_096621708.1	WP_096689048.1
OG0000288	WP_096621603.1	WP_096685545.1
OG0000289	WP_096621385.1	WP_096690856.1
OG0000289	WP_096621051.1	WP_096686900.1
OG0000290	WP_096624219.1	WP_096691569.1, WP_096691566.1
OG0000291	WP_096621973.1, WP_096620551.1	WP_096683809.1, WP_096692994.1
OG0000292	WP_096620736.1	WP_096694186.1
OG0000292	WP_096623180.1	WP_096692126.1
OG0000294	WP_096626187.1	WP_096690341.1
OG0000294	WP_096624628.1	WP_096688465.1
OG0000295	WP_096619907.1	WP_096692013.1
OG0000296	WP_096619905.1	WP_096692014.1
OG0000297	WP_096619903.1	WP_096692015.1
OG0000298	WP_096621193.1	WP_096693240.1
OG0000299	WP_096620072.1	WP_096688829.1
OG0000299	WP_096621448.1	WP_096686850.1
OG0000300	WP_096621523.1	WP_096691853.1
OG0000300	WP_096625203.1	WP_096694185.1
OG0000301	WP_096623300.1	WP_096691184.1
OG0000302	WP_231943313.1	WP_096688978.1
OG0000303	WP_096626155.1	WP_096691622.1
OG0000304	WP_096621852.1	WP_096686690.1
OG0000305	WP_096622836.1	WP_096689676.1
OG0000306	WP_096624161.1	WP_096693490.1
OG0000307	WP_096621099.1	WP_096685386.1
OG0000310	WP_231943516.1	WP_096689814.1
OG0000313	WP_096622517.1	WP_096692018.1
OG0000314	WP_096625783.1	WP_096685922.1
OG0000314	WP_096620317.1	WP_096689090.1
OG0000315	WP_157780797.1	WP_096687612.1
OG0000318	WP_231943454.1	WP_096685052.1, WP_096691285.1, WP_096692552.1
OG0000323	WP_231943164.1	WP_096691458.1, WP_096691520.1, WP_096693851.1
OG0000324	WP_096622888.1	WP_096688343.1, WP_096695083.1, WP_096694838.1
OG0000329	WP_096620916.1	WP_096692649.1
OG0000330	WP_231943103.1	WP_096693014.1
OG0000332	WP_096624460.1	WP_096692035.1, WP_096691500.1
OG0000333	WP_096624057.1	WP_096686842.1
OG0000334	WP_096622306.1	WP_096688542.1, WP_096692961.1
OG0000335	WP_096621116.1	WP_096688946.1
OG0000336	WP_096625531.1	WP_096690256.1
OG0000337	WP_096625563.1	WP_096690185.1, WP_096693940.1
OG0000341	WP_096624724.1	WP_096693629.1
OG0000342	WP_096619893.1	WP_096691336.1, WP_096688732.1
OG0000349	WP_096621041.1, WP_096624245.1	WP_096688655.1
OG0000349	WP_096621641.1	WP_096689859.1
OG0000351	WP_096620872.1	WP_096690467.1, WP_096684969.1
OG0000352	WP_231943044.1, WP_096625689.1	WP_096694005.1, WP_096694705.1
OG0000353	WP_096624370.1	WP_096690598.1, WP_096691887.1
OG0000354	WP_096620947.1	WP_096691762.1
OG0000355	WP_096619889.1	WP_096691885.1
OG0000356	WP_096620534.1	WP_096692101.1
OG0000356	WP_096624061.1	WP_096690700.1
OG0000357	WP_096620531.1	WP_096694905.1, WP_096683992.1, WP_096694764.1
OG0000358	WP_096621284.1	WP_096691727.1
OG0000360	WP_096621857.1	WP_096687082.1
OG0000362	WP_096622504.1, WP_157780746.1	WP_096692926.1
OG0000363	WP_096622453.1	WP_096684991.1, WP_096694568.1
OG0000364	WP_157780741.1	WP_096688447.1
OG0000364	WP_157780652.1	WP_096688446.1
OG0000365	WP_096621022.1	WP_096690331.1, WP_096694681.1
OG0000366	WP_096623878.1	WP_096687290.1
OG0000367	WP_096620130.1	WP_096691229.1
OG0000368	WP_096623038.1, WP_096623920.1	WP_096686728.1
OG0000369	WP_096625617.1	WP_096690417.1, WP_096688543.1
OG0000374	WP_096623989.1	WP_096693597.1, WP_096692965.1
OG0000376	WP_096621257.1	WP_096689694.1, WP_096683829.1
OG0000379	WP_096619891.1	WP_096691884.1
OG0000380	WP_231943049.1, WP_096623936.1	WP_096689720.1
OG0000381	WP_096621689.1	WP_096684393.1
OG0000382	WP_255408924.1, WP_231943349.1, WP_231943351.1, WP_096620634.1	WP_096689642.1
OG0000383	WP_096619935.1	WP_096694080.1, WP_096694741.1, WP_096690807.1
OG0000384	WP_096619831.1	WP_096690956.1, WP_096690957.1
OG0000385	WP_096620813.1	WP_096686330.1
OG0000387	WP_096620039.1	WP_096694651.1, WP_096694357.1
OG0000391	WP_096622549.1	WP_096689191.1, WP_096687911.1
OG0000392	WP_096620126.1	WP_096688854.1, WP_096690539.1, WP_096694650.1
OG0000393	WP_096625367.1	WP_096684337.1, WP_096686751.1, WP_096693069.1
OG0000394	WP_096624296.1	WP_096684121.1, WP_096695172.1, WP_096685283.1
OG0000395	WP_096622699.1	WP_096683974.1
OG0000397	WP_096621724.1	WP_096690009.1
OG0000398	WP_096620502.1	WP_096686448.1, WP_096684116.1, WP_096694375.1
OG0000402	WP_096619851.1	WP_096693129.1, WP_096690420.1, WP_096687531.1
OG0000408	WP_231943277.1	WP_096687602.1
OG0000410	WP_096620200.1, WP_096623784.1	WP_096688226.1
OG0000411	WP_096620898.1	WP_096689075.1
OG0000412	WP_096622646.1	WP_096691653.1, WP_096685796.1, WP_096688205.1
OG0000414	WP_157780610.1	WP_096688637.1, WP_096689504.1
OG0000415	WP_096622255.1	WP_096689634.1
OG0000416	WP_096623641.1	WP_096686304.1
OG0000418	WP_096624428.1	WP_096685161.1
OG0000419	WP_096623862.1	WP_096687828.1
OG0000422	WP_231943217.1	WP_096683765.1, WP_096693018.1
OG0000426	WP_096622285.1	WP_096692130.1
OG0000427	WP_096620316.1, WP_096624991.1	WP_096684636.1
OG0000428	WP_096624179.1	WP_096684522.1
OG0000430	WP_096622272.1	WP_096692472.1, WP_096692437.1
OG0000431	WP_096624491.1, WP_096621294.1	WP_096694401.1, WP_096693277.1
OG0000432	WP_096622735.1	WP_096693307.1
OG0000434	WP_096623408.1	WP_096687479.1
OG0000435	WP_096621653.1	WP_096690611.1
OG0000438	WP_096620521.1	WP_096688771.1
OG0000443	WP_096623630.1	WP_096687435.1
OG0000444	WP_096622591.1	WP_096691298.1
OG0000445	WP_096625519.1	WP_096684028.1, WP_096687821.1
OG0000447	WP_096626601.1	WP_096691055.1
OG0000448	WP_096626607.1	WP_096691678.1
OG0000449	WP_096620620.1	WP_096690363.1
OG0000450	WP_096621007.1	WP_096691104.1
OG0000453	WP_096620258.1	WP_096693527.1
OG0000454	WP_096622586.1	WP_096690148.1
OG0000455	WP_096620482.1	WP_096684440.1
OG0000457	WP_096620865.1	WP_096684936.1
OG0000458	WP_096621181.1	WP_096693480.1
OG0000459	WP_096626457.1	WP_096691340.1
OG0000460	WP_096620575.1	WP_096690819.1
OG0000461	WP_096620574.1	WP_096690818.1
OG0000462	WP_096625353.1	WP_096688860.1
OG0000463	WP_096623192.1	WP_096687196.1
OG0000464	WP_096623190.1	WP_096687194.1
OG0000465	WP_096623188.1	WP_096687192.1
OG0000466	WP_096623184.1	WP_096687118.1
OG0000467	WP_096622177.1	WP_096690848.1
OG0000468	WP_096623621.1	WP_096691123.1
OG0000469	WP_096623816.1	WP_096683937.1, WP_096694683.1
OG0000470	WP_096622202.1	WP_096686763.1, WP_096690145.1
OG0000472	WP_096622556.1	WP_096694140.1, WP_096687688.1
OG0000473	WP_096624937.1	WP_096690517.1, WP_096694418.1
OG0000475	WP_096623254.1, WP_096623298.1	WP_096691182.1
OG0000476	WP_096623294.1	WP_096691180.1
OG0000477	WP_096622648.1	WP_096693511.1
OG0000478	WP_096624109.1	WP_096689485.1
OG0000479	WP_096623342.1	WP_096694693.1, WP_096694405.1
OG0000480	WP_096623316.1	WP_096690605.1, WP_096691194.1
OG0000481	WP_096621275.1	WP_096683988.1, WP_096694702.1
OG0000482	WP_096624382.1	WP_096689238.1
OG0000482	WP_096625195.1	WP_096692571.1
OG0000483	WP_096625952.1	WP_096690266.1, WP_096689174.1
OG0000484	WP_255408906.1	WP_096688417.1
OG0000485	WP_096620803.1	WP_096689746.1
OG0000486	WP_231943142.1	WP_096687625.1
OG0000486	WP_096621117.1	WP_096687626.1
OG0000487	WP_096622564.1	WP_096688564.1
OG0000488	WP_096623034.1	WP_096687792.1
OG0000489	WP_096624887.1	WP_096689615.1, WP_096689842.1
OG0000491	WP_096623280.1	WP_096689445.1
OG0000492	WP_096625296.1	WP_096687801.1
OG0000493	WP_096624115.1	WP_096685585.1
OG0000494	WP_096625880.1	WP_096693595.1, WP_096686997.1, WP_096689827.1
OG0000495	WP_096621502.1	WP_096685620.1, WP_096684798.1
OG0000497	WP_231943320.1	WP_096688743.1
OG0000498	WP_096620392.1	WP_096688604.1
OG0000503	WP_197707018.1	WP_096693889.1, WP_096693890.1, WP_096693896.1
OG0000504	WP_096620491.1, WP_096619923.1, WP_096619812.1	WP_096684358.1, WP_096684214.1
OG0000505	WP_096625966.1, WP_096620329.1	WP_096694239.1
OG0000506	WP_096623402.1	WP_096690993.1, WP_096684922.1, WP_096688287.1
OG0000507	WP_009457224.1	WP_096684829.1
OG0000509	WP_096620338.1	WP_096692362.1
OG0000510	WP_096619897.1	WP_096686905.1
OG0000512	WP_096621292.1	WP_096693090.1, WP_096686753.1
OG0000514	WP_197707048.1	WP_096685159.1
OG0000516	WP_096621243.1	WP_096687238.1, WP_096685462.1
OG0000517	WP_096621872.1	WP_096687778.1
OG0000518	WP_096621941.1	WP_096683956.1
OG0000519	WP_096621675.1	WP_096691283.1, WP_096692554.1
OG0000520	WP_096621557.1	WP_096691545.1, WP_096691049.1
OG0000521	WP_231943057.1	WP_096694557.1
OG0000523	WP_096625292.1	WP_096694147.1
OG0000526	WP_096622406.1	WP_096684241.1
OG0000529	WP_096623549.1	WP_096688924.1, WP_096688926.1
OG0000532	WP_096620337.1	WP_096692363.1
OG0000532	WP_096621844.1	WP_096685388.1
OG0000538	WP_096623430.1	WP_096694871.1, WP_096691396.1
OG0000542	WP_096621079.1	WP_096684831.1, WP_096688428.1, WP_096691681.1
OG0000543	WP_096624149.1	WP_096693283.1, WP_096694316.1, WP_096690653.1
OG0000554	WP_096622127.1	WP_019491444.1
OG0000555	WP_096623288.1	WP_096694272.1
OG0000556	WP_096624634.1	WP_096690988.1, WP_096685734.1
OG0000558	WP_096621328.1	WP_096686430.1
OG0000560	WP_096620937.1	WP_096684588.1
