Orthogroup	NIES-4105	PCC_6303
OG0000019	WP_096683961.1, WP_096684364.1, WP_096683944.1, WP_096692214.1, WP_096690012.1, WP_096693074.1, WP_096694258.1	WP_015197299.1
OG0000020	WP_096686005.1	WP_015198096.1
OG0000020	WP_096689208.1	WP_015195792.1
OG0000022	WP_096694458.1	WP_238993725.1
OG0000022	WP_096685392.1	WP_041739801.1
OG0000023	WP_096689505.1	WP_144051023.1
OG0000023	WP_096689037.1	WP_015198146.1
OG0000024	WP_096683784.1	WP_015199117.1, WP_015199112.1
OG0000024	WP_096690810.1, WP_096683793.1	WP_015199114.1, WP_015199116.1, WP_015199115.1
OG0000025	WP_096684183.1	WP_015197074.1
OG0000025	WP_096695214.1, WP_096694913.1	WP_015198548.1
OG0000026	WP_096694961.1, WP_096692314.1, WP_096690149.1	WP_015196354.1
OG0000027	WP_096686888.1	WP_158333141.1
OG0000027	WP_096694658.1, WP_096691512.1, WP_096694436.1	WP_015197311.1
OG0000028	WP_096691059.1	WP_015199894.1
OG0000028	WP_096684864.1	WP_041740272.1
OG0000029	WP_096684050.1	WP_015197911.1
OG0000029	WP_096687805.1	WP_015197913.1
OG0000030	WP_096690994.1, WP_096690674.1	WP_015196647.1, WP_015198124.1
OG0000030	WP_096689050.1	WP_015196590.1
OG0000030	WP_096691554.1	WP_041741282.1, WP_041741280.1
OG0000031	WP_096686047.1	WP_015198432.1
OG0000031	WP_096691433.1	WP_015198431.1, WP_015198430.1
OG0000032	WP_096689123.1, WP_096692210.1, WP_096694912.1	WP_015199990.1
OG0000032	WP_096693712.1	WP_015196231.1
OG0000032	WP_096689122.1	WP_015199992.1, WP_015199991.1
OG0000033	WP_096690666.1	WP_015198883.1
OG0000034	WP_096695170.1, WP_096683764.1	WP_015197662.1, WP_015199305.1
OG0000035	WP_096686274.1, WP_096689974.1, WP_096689068.1, WP_096689063.1, WP_096683742.1, WP_096689182.1	WP_015200178.1
OG0000036	WP_096684061.1	WP_051036612.1
OG0000036	WP_096689251.1	WP_015198341.1
OG0000036	WP_096693519.1	WP_015198344.1
OG0000037	WP_096686575.1	WP_015199328.1
OG0000038	WP_096685000.1	WP_015199428.1
OG0000038	WP_096684229.1	WP_015198499.1
OG0000039	WP_096686045.1, WP_096691438.1	WP_015198426.1
OG0000039	WP_096689937.1	WP_015196063.1
OG0000039	WP_096695304.1, WP_096695257.1	WP_015199532.1
OG0000040	WP_096683938.1, WP_096691251.1, WP_096689312.1, WP_096689104.1, WP_096692792.1	WP_015200129.1, WP_015198952.1
OG0000041	WP_096684128.1, WP_096689003.1, WP_096686338.1	WP_015197437.1
OG0000041	WP_096693688.1	WP_041740060.1
OG0000041	WP_096689477.1, WP_096693652.1	WP_015196564.1
OG0000043	WP_096688360.1	WP_015197734.1
OG0000043	WP_096691852.1	WP_015196744.1
OG0000043	WP_096686671.1	WP_015197499.1
OG0000043	WP_096694572.1	WP_015197031.1
OG0000044	WP_096689017.1	WP_015196347.1
OG0000044	WP_096689018.1	WP_015196348.1
OG0000045	WP_096690430.1	WP_015196883.1
OG0000046	WP_096695068.1, WP_096695177.1, WP_096695227.1	WP_041740406.1, WP_015198357.1, WP_015198118.1, WP_015197925.1
OG0000047	WP_096689516.1, WP_096689517.1	WP_015197633.1, WP_015197632.1
OG0000048	WP_096686066.1	WP_015200396.1
OG0000048	WP_096687766.1	WP_015199467.1
OG0000050	WP_096686174.1	WP_015196687.1
OG0000050	WP_096694076.1, WP_096694292.1, WP_096689762.1, WP_096694536.1	WP_015197840.1
OG0000052	WP_096686043.1, WP_096691439.1	WP_015198425.1
OG0000052	WP_096695256.1, WP_096695303.1	WP_015199533.1
OG0000053	WP_096689506.1, WP_096691270.1, WP_096692560.1, WP_096691287.1	WP_015197625.1
OG0000053	WP_096694202.1	WP_015198145.1
OG0000054	WP_096691408.1	WP_015196370.1
OG0000055	WP_096692943.1, WP_096683822.1, WP_096693599.1, WP_096691373.1, WP_096692930.1, WP_096686027.1	WP_015198411.1
OG0000056	WP_096692944.1	WP_015198412.1
OG0000057	WP_096689835.1	WP_015197804.1
OG0000059	WP_096691483.1	WP_015197460.1
OG0000059	WP_096692996.1	WP_015197556.1
OG0000059	WP_096692259.1	WP_015199381.1
OG0000060	WP_096689936.1	WP_015196062.1
OG0000060	WP_096695258.1, WP_096695305.1	WP_015199531.1
OG0000061	WP_096689507.1	WP_015197626.1
OG0000061	WP_096688639.1	WP_015198144.1
OG0000062	WP_096688870.1, WP_096687312.1, WP_096683775.1, WP_096690053.1, WP_096684564.1	WP_015196914.1
OG0000063	WP_096684896.1, WP_096686396.1	WP_015196677.1, WP_041739039.1, WP_041739042.1
OG0000063	WP_096686404.1, WP_096686406.1	WP_015201037.1
OG0000064	WP_096690144.1	WP_015196831.1
OG0000064	WP_096692294.1	WP_015199341.1
OG0000065	WP_096692037.1	WP_015197988.1, WP_015196530.1
OG0000065	WP_096688804.1	WP_015196825.1, WP_203225927.1
OG0000065	WP_096693082.1	WP_015199290.1
OG0000066	WP_096688812.1, WP_096687014.1, WP_096690796.1	WP_015200817.1
OG0000067	WP_096688477.1	WP_015200008.1
OG0000068	WP_096690990.1	WP_015200563.1
OG0000071	WP_096685624.1	WP_015199683.1
OG0000072	WP_096690524.1, WP_096690508.1	WP_041740898.1
OG0000073	WP_096689987.1	WP_051036749.1
OG0000073	WP_096690366.1	WP_015199734.1
OG0000074	WP_096687204.1	WP_015199104.1, WP_015199210.1
OG0000075	WP_096691848.1, WP_096691751.1, WP_096688883.1	WP_015196921.1
OG0000076	WP_096691809.1	WP_015195807.1
OG0000076	WP_096690183.1	WP_015198823.1
OG0000077	WP_096694954.1	WP_015198239.1, WP_015196125.1
OG0000078	WP_096685348.1	WP_041739258.1
OG0000078	WP_096694317.1	WP_015200995.1
OG0000079	WP_096690838.1	WP_015197086.1
OG0000080	WP_096693064.1	WP_015195893.1
OG0000081	WP_096691082.1	WP_015199405.1
OG0000081	WP_096690051.1, WP_096689527.1	WP_238993715.1
OG0000082	WP_096692229.1	WP_015200903.1
OG0000083	WP_096686791.1	WP_015199355.1, WP_015197848.1
OG0000084	WP_096692804.1	WP_015197290.1
OG0000085	WP_096687586.1, WP_096683979.1, WP_096691171.1, WP_096694553.1, WP_096689325.1	WP_015199682.1
OG0000086	WP_096687704.1	WP_015199372.1
OG0000086	WP_096690120.1	WP_015198648.1
OG0000087	WP_096688405.1	WP_015200057.1
OG0000087	WP_096692027.1	WP_015199201.1
OG0000088	WP_096693944.1	WP_015199447.1
OG0000088	WP_096691928.1	WP_015173955.1
OG0000088	WP_096685322.1	WP_015199448.1
OG0000089	WP_096688929.1	WP_015196823.1
OG0000090	WP_096688332.1, WP_096689196.1	WP_015199296.1
OG0000090	WP_096692918.1, WP_096691024.1	WP_015196407.1
OG0000091	WP_096685936.1	WP_015198686.1
OG0000092	WP_096694653.1	WP_041740505.1
OG0000093	WP_096688180.1	WP_015197076.1, WP_041740455.1
OG0000094	WP_096690548.1	WP_015196332.1
OG0000095	WP_096688757.1	WP_015200931.1
OG0000095	WP_096694084.1	WP_015197782.1
OG0000096	WP_096692124.1	WP_015196639.1
OG0000096	WP_096692119.1	WP_015200465.1, WP_238993705.1
OG0000097	WP_096685429.1	WP_083866339.1
OG0000097	WP_096684145.1	WP_015196789.1
OG0000099	WP_096690458.1	WP_015198863.1
OG0000099	WP_096692603.1	WP_015198939.1
OG0000100	WP_096689056.1, WP_096693615.1, WP_096692494.1	WP_015200841.1
OG0000101	WP_096684010.1	WP_015199432.1
OG0000104	WP_096689845.1, WP_096694384.1, WP_096692307.1	WP_041740832.1
OG0000105	WP_096683878.1, WP_096694724.1	WP_015197704.1
OG0000106	WP_096686003.1, WP_096690981.1	WP_015198497.1, WP_015197614.1
OG0000108	WP_096683760.1	WP_015173952.1
OG0000108	WP_096688009.1	WP_158333194.1, WP_255348468.1, WP_015173893.1
OG0000110	WP_096687818.1	WP_015198213.1
OG0000111	WP_096689041.1, WP_096687352.1, WP_096690414.1, WP_096691722.1, WP_096694094.1	WP_015200538.1, WP_015197754.1
OG0000112	WP_096692005.1, WP_096692001.1, WP_096692004.1, WP_096692002.1, WP_096692003.1	WP_015196234.1, WP_015196232.1, WP_015196233.1
OG0000113	WP_096686930.1	WP_015199783.1
OG0000113	WP_096691770.1	WP_015197336.1
OG0000114	WP_096685285.1	WP_015200575.1
OG0000114	WP_096695171.1	WP_015197256.1
OG0000115	WP_096687830.1	WP_015200761.1
OG0000116	WP_096689510.1	WP_015197629.1
OG0000116	WP_096688632.1	WP_015198131.1
OG0000116	WP_096694413.1	WP_015199999.1
OG0000118	WP_096689873.1	WP_083866325.1, WP_015199596.1, WP_015196445.1, WP_015198739.1
OG0000119	WP_096692778.1, WP_096686097.1, WP_096685918.1	WP_015198660.1
OG0000120	WP_096694599.1	WP_015196039.1, WP_015197904.1
OG0000121	WP_096691257.1, WP_096694443.1, WP_096690491.1, WP_096687526.1	WP_041740528.1
OG0000122	WP_096685630.1, WP_096691879.1	WP_015199560.1, WP_015200608.1
OG0000123	WP_096689519.1	WP_015199804.1
OG0000124	WP_096694507.1	WP_015201112.1
OG0000124	WP_096688291.1	WP_015199614.1
OG0000125	WP_096691748.1	WP_015199397.1
OG0000126	WP_096685474.1, WP_096684420.1, WP_096684119.1, WP_096688878.1	WP_238993838.1
OG0000128	WP_096692024.1	WP_015199198.1
OG0000128	WP_096688213.1	WP_015200441.1
OG0000129	WP_096687448.1	WP_015200409.1
OG0000129	WP_096693249.1	WP_041740961.1
OG0000130	WP_096693247.1	WP_015200971.1
OG0000130	WP_096692703.1	WP_015197523.1
OG0000131	WP_096685004.1	WP_015199430.1
OG0000131	WP_096684148.1	WP_015198605.1
OG0000132	WP_096691013.1	WP_015195803.1
OG0000132	WP_096688510.1	WP_015200886.1, WP_015199978.1, WP_041738909.1
OG0000133	WP_096689558.1	WP_015197418.1, WP_015197439.1, WP_015200415.1, WP_015200372.1
OG0000136	WP_096694809.1	WP_238993759.1
OG0000137	WP_096687829.1	WP_015200762.1
OG0000138	WP_096690413.1, WP_096695251.1, WP_096690047.1, WP_096691986.1	WP_015198478.1, WP_015198565.1
OG0000139	WP_096691361.1	WP_015196198.1
OG0000139	WP_096686571.1	WP_015200667.1, WP_015196085.1
OG0000140	WP_096687120.1, WP_096687831.1, WP_096687745.1, WP_096687747.1, WP_096687746.1	WP_015195985.1
OG0000141	WP_096692435.1, WP_096689528.1, WP_096688938.1, WP_096683750.1	WP_015201121.1
OG0000142	WP_096694549.1	WP_015201126.1
OG0000142	WP_096687330.1	WP_015173962.1
OG0000143	WP_096688298.1	WP_015198543.1
OG0000144	WP_096686932.1	WP_015199782.1
OG0000144	WP_096694464.1	WP_015197335.1
OG0000146	WP_096690433.1	WP_083866309.1
OG0000146	WP_096694169.1	WP_015173890.1
OG0000147	WP_096684304.1, WP_096690531.1, WP_096688127.1, WP_096686385.1	WP_015198163.1
OG0000148	WP_096690186.1	WP_015196322.1
OG0000148	WP_096685293.1	WP_015200755.1
OG0000149	WP_096686088.1	WP_015196325.1
OG0000149	WP_096686092.1	WP_015197110.1, WP_015196323.1
OG0000150	WP_096687947.1, WP_096687907.1, WP_096690825.1	WP_015197533.1
OG0000151	WP_096684210.1	WP_041739522.1, WP_015197844.1, WP_238993797.1
OG0000152	WP_096687894.1, WP_096691628.1, WP_096683736.1	WP_041739409.1, WP_015196041.1
OG0000153	WP_096691880.1	WP_015200609.1, WP_015199561.1
OG0000154	WP_096691627.1	WP_015199103.1
OG0000155	WP_096691878.1	WP_015200606.1
OG0000156	WP_096684427.1	WP_015197230.1
OG0000157	WP_096689024.1	WP_015198598.1
OG0000158	WP_096685156.1	WP_051036585.1
OG0000158	WP_096694188.1	WP_144051074.1
OG0000160	WP_096694274.1	WP_015196576.1
OG0000161	WP_096688503.1	WP_015196630.1
OG0000163	WP_096694367.1	WP_015197191.1
OG0000163	WP_096690924.1, WP_096694404.1	WP_041739205.1
OG0000165	WP_096683991.1	WP_015197136.1
OG0000166	WP_096694454.1	WP_015199490.1
OG0000166	WP_096690958.1	WP_015199587.1
OG0000167	WP_096694817.1	WP_041740526.1, WP_015198238.1, WP_015196124.1
OG0000168	WP_096684248.1	WP_015197073.1
OG0000172	WP_096692028.1, WP_096692030.1, WP_096692029.1	WP_015200567.1, WP_015197326.1, WP_015199202.1
OG0000173	WP_096691259.1	WP_015199548.1
OG0000175	WP_096695237.1, WP_096689361.1, WP_096690939.1, WP_096687332.1, WP_096688243.1	WP_015173961.1
OG0000176	WP_096685993.1	WP_015199655.1
OG0000176	WP_096690127.1	WP_015200797.1
OG0000178	WP_096693800.1, WP_096693806.1, WP_096693802.1	WP_015198037.1, WP_015198038.1, WP_015196164.1
OG0000179	WP_096685675.1, WP_096693334.1, WP_096685995.1	WP_015199027.1
OG0000180	WP_096688730.1	WP_041739648.1
OG0000180	WP_096692924.1	WP_015199700.1
OG0000181	WP_096688747.1	WP_015198801.1
OG0000181	WP_096684176.1, WP_096684740.1	WP_015196259.1
OG0000182	WP_096692793.1	WP_015196196.1
OG0000182	WP_096690854.1	WP_015201089.1
OG0000183	WP_096688378.1	WP_015198576.1
OG0000184	WP_096689329.1	WP_015198441.1
OG0000184	WP_096689520.1	WP_041739012.1
OG0000186	WP_096692026.1	WP_041739735.1
OG0000188	WP_096690688.1	WP_015198885.1
OG0000188	WP_096693499.1	WP_015200203.1
OG0000189	WP_096686408.1	WP_255348466.1
OG0000189	WP_096686400.1	WP_015199249.1, WP_041740538.1
OG0000191	WP_096688751.1	WP_015198591.1
OG0000191	WP_096694400.1	WP_015196424.1
OG0000194	WP_096691334.1, WP_096683945.1	WP_015200915.1
OG0000194	WP_096688370.1	WP_015197039.1
OG0000195	WP_096693639.1	WP_015197561.1
OG0000196	WP_096690665.1	WP_015199771.1
OG0000197	WP_096692036.1	WP_238993772.1
OG0000197	WP_096689323.1	WP_015197987.1
OG0000198	WP_096690961.1	WP_015199583.1
OG0000199	WP_096693814.1	WP_015198500.1
OG0000200	WP_096685243.1	WP_015197770.1
OG0000202	WP_096683759.1	WP_015173953.1
OG0000202	WP_096684733.1	WP_015173891.1
OG0000203	WP_096687458.1	WP_015196574.1
OG0000203	WP_096687467.1	WP_015197582.1
OG0000204	WP_096688758.1, WP_096686892.1, WP_096686890.1	WP_015200930.1
OG0000206	WP_096692053.1, WP_096692054.1, WP_096685904.1	WP_015197512.1
OG0000207	WP_096689250.1, WP_096687308.1, WP_096688658.1, WP_096692056.1	WP_015200778.1
OG0000208	WP_096683875.1, WP_096694727.1	WP_238993788.1
OG0000209	WP_096683877.1, WP_096694725.1	WP_015197705.1
OG0000210	WP_096690213.1, WP_096688392.1, WP_096687064.1	WP_015196642.1
OG0000211	WP_096693259.1	WP_015201124.1
OG0000213	WP_096692536.1, WP_096689106.1, WP_096691999.1	WP_015196881.1
OG0000214	WP_096695301.1, WP_096695250.1, WP_096695300.1	WP_015197886.1
OG0000215	WP_096693845.1	WP_015201042.1
OG0000216	WP_096684869.1	WP_015199755.1
OG0000217	WP_096686342.1, WP_096691584.1	WP_015197931.1
OG0000218	WP_096689502.1, WP_096689421.1, WP_096688653.1	WP_015199073.1
OG0000219	WP_096689152.1	WP_015196942.1
OG0000219	WP_096691339.1	WP_015199637.1
OG0000220	WP_096692302.1	WP_015198720.1
OG0000221	WP_096685287.1	WP_015198138.1, WP_015198123.1, WP_015197921.1, WP_015200573.1
OG0000222	WP_096692143.1, WP_096693810.1, WP_096693812.1	WP_015198043.1
OG0000223	WP_096690250.1	WP_015196276.1
OG0000224	WP_096686884.1	WP_015198910.1
OG0000224	WP_096685643.1	WP_015197360.1
OG0000225	WP_096692350.1, WP_096692351.1	WP_015198675.1
OG0000226	WP_096684463.1	WP_015197722.1
OG0000227	WP_096684966.1	WP_015198071.1
OG0000230	WP_096694761.1, WP_096694753.1	WP_015200505.1, WP_041739698.1
OG0000233	WP_096688915.1	WP_015200155.1, WP_015196812.1, WP_015196813.1
OG0000234	WP_096694729.1, WP_096689021.1, WP_096691418.1	WP_015196081.1
OG0000235	WP_096690934.1	WP_015200428.1, WP_015200427.1, WP_015200426.1
OG0000236	WP_096689801.1	WP_015199832.1
OG0000236	WP_096694351.1	WP_015195783.1
OG0000237	WP_096694253.1, WP_096689337.1	WP_015198443.1
OG0000238	WP_096688361.1	WP_041740388.1
OG0000238	WP_096691854.1	WP_015196747.1
OG0000239	WP_096688221.1	WP_015197302.1
OG0000240	WP_096684990.1	WP_015200702.1
OG0000240	WP_096684620.1	WP_015198806.1
OG0000241	WP_096691477.1	WP_015197453.1
OG0000242	WP_096692312.1	WP_015196438.1
OG0000242	WP_096694359.1	WP_015201045.1
OG0000243	WP_096691786.1	WP_015197218.1
OG0000244	WP_096692593.1, WP_096694898.1	WP_238993833.1
OG0000247	WP_096694810.1	WP_015196116.1, WP_015198316.1
OG0000248	WP_096688113.1, WP_096684186.1, WP_096692176.1	WP_144051114.1
OG0000249	WP_096693563.1	WP_015199127.1
OG0000250	WP_096694698.1, WP_096694894.1, WP_096694668.1	WP_015200496.1
OG0000251	WP_096689404.1	WP_015196218.1
OG0000252	WP_096694911.1, WP_096684848.1, WP_096695136.1	WP_015199186.1, WP_015196091.1
OG0000253	WP_096683831.1, WP_096694127.1, WP_096689824.1	WP_015196364.1
OG0000254	WP_096694748.1, WP_096695184.1, WP_096693006.1	WP_015200040.1
OG0000256	WP_096694694.1, WP_096690533.1, WP_096694692.1	WP_015198201.1
OG0000257	WP_096695268.1, WP_096695340.1, WP_096695204.1, WP_096695314.1	WP_144051167.1
OG0000259	WP_096689184.1	WP_041741257.1
OG0000259	WP_096693855.1, WP_096691509.1, WP_096692123.1, WP_096690758.1	WP_015196640.1
OG0000262	WP_096686001.1	WP_015198584.1
OG0000263	WP_096685372.1	WP_203225932.1
OG0000264	WP_096691603.1	WP_015199423.1
OG0000264	WP_096688888.1	WP_015196178.1
OG0000265	WP_096694261.1	WP_041740226.1
OG0000266	WP_096692441.1	WP_015196245.1
OG0000266	WP_096692179.1	WP_015198949.1
OG0000267	WP_096688737.1	WP_015197466.1
OG0000267	WP_096683789.1	WP_015199108.1
OG0000268	WP_096694264.1	WP_015201022.1
OG0000268	WP_096693419.1	WP_015196837.1
OG0000269	WP_096692728.1	WP_015196843.1
OG0000270	WP_096692505.1	WP_015199304.1
OG0000271	WP_096689649.1	WP_015196428.1
OG0000272	WP_096687666.1	WP_015200473.1
OG0000272	WP_096689650.1	WP_015196429.1
OG0000275	WP_096684608.1	WP_015196335.1
OG0000276	WP_096688462.1	WP_015198765.1
OG0000277	WP_096691394.1	WP_015200818.1
OG0000280	WP_096685920.1	WP_015198659.1
OG0000281	WP_096686627.1	WP_015200994.1
OG0000282	WP_096686060.1	WP_015197105.1
OG0000283	WP_096687990.1	WP_015199976.1
OG0000283	WP_096690304.1	WP_015199959.1
OG0000284	WP_096693901.1, WP_096684602.1	WP_041739516.1, WP_041739563.1, WP_015196036.1
OG0000285	WP_096688594.1	WP_015197400.1
OG0000286	WP_096695116.1	WP_015196087.1, WP_238993756.1, WP_015197971.1
OG0000287	WP_096689048.1, WP_096690629.1	WP_041739147.1
OG0000288	WP_096685545.1	WP_015200165.1
OG0000289	WP_096690856.1	WP_015201091.1
OG0000289	WP_096686900.1	WP_015197726.1
OG0000291	WP_096683809.1, WP_096692994.1	WP_015198644.1
OG0000292	WP_096694186.1, WP_096692126.1	WP_015198953.1
OG0000294	WP_096690341.1	WP_015197133.1
OG0000295	WP_096692013.1	WP_015198971.1
OG0000296	WP_096692014.1	WP_015198970.1
OG0000297	WP_096692015.1	WP_015198969.1
OG0000298	WP_096693240.1	WP_015200968.1
OG0000299	WP_096688829.1, WP_096686850.1	WP_015199651.1
OG0000300	WP_096691853.1	WP_015196746.1
OG0000300	WP_096694185.1	WP_015197733.1
OG0000301	WP_096691184.1	WP_015197195.1
OG0000301	WP_096691183.1	WP_015197196.1
OG0000302	WP_096686547.1	WP_015200678.1
OG0000303	WP_096690580.1	WP_015200374.1
OG0000304	WP_096694058.1	WP_041739778.1
OG0000304	WP_096686690.1	WP_015196436.1
OG0000305	WP_096689676.1	WP_015197222.1
OG0000306	WP_096693490.1	WP_015196933.1
OG0000307	WP_096688849.1	WP_015197347.1
OG0000307	WP_096685386.1	WP_158333191.1, WP_015197463.1
OG0000308	WP_096684139.1	WP_015199239.1
OG0000312	WP_096695215.1, WP_096684093.1	WP_015196797.1
OG0000313	WP_096692018.1	WP_238993704.1
OG0000314	WP_096685922.1	WP_041739626.1
OG0000315	WP_096687612.1	WP_015196999.1
OG0000318	WP_096685052.1, WP_096691285.1, WP_096692552.1	WP_015199859.1
OG0000321	WP_096694885.1	WP_015198089.1, WP_015198170.1
OG0000322	WP_096694670.1, WP_096690535.1, WP_096694691.1	WP_015198199.1
OG0000323	WP_096691458.1, WP_096691520.1, WP_096693851.1	WP_015198819.1
OG0000324	WP_096688343.1	WP_015196096.1
OG0000325	WP_096687752.1, WP_096693145.1, WP_096691003.1, WP_096684556.1	WP_015198125.1, WP_015197918.1
OG0000328	WP_096692919.1	WP_015196408.1
OG0000328	WP_096689195.1	WP_015199295.1
OG0000330	WP_096693014.1	WP_041739742.1
OG0000332	WP_096692035.1, WP_096691500.1	WP_015199091.1
OG0000333	WP_096686842.1	WP_015198951.1
OG0000334	WP_096688542.1, WP_096692961.1	WP_015197946.1, WP_015197050.1, WP_015199663.1
OG0000335	WP_096688946.1	WP_015198467.1
OG0000336	WP_096690256.1	WP_015200303.1
OG0000337	WP_096690185.1	WP_041740217.1
OG0000337	WP_096693940.1	WP_041740928.1
OG0000338	WP_096689161.1, WP_096689162.1, WP_096689160.1	WP_015198903.1
OG0000340	WP_096687462.1, WP_096687455.1	WP_015197585.1
OG0000341	WP_096688207.1	WP_015196626.1
OG0000342	WP_096691336.1	WP_015197830.1
OG0000343	WP_096694527.1	WP_015199011.1
OG0000344	WP_096694022.1	WP_015197792.1
OG0000344	WP_096686803.1	WP_041740451.1, WP_041739566.1
OG0000345	WP_096694196.1	WP_015198150.1, WP_015198358.1, WP_015197926.1, WP_015198117.1
OG0000347	WP_096691810.1	WP_015195808.1
OG0000350	WP_096693569.1	WP_015198502.1
OG0000350	WP_096689766.1	WP_015197842.1
OG0000352	WP_096694005.1, WP_096694705.1	WP_015199517.1
OG0000353	WP_096690598.1	WP_015195949.1
OG0000354	WP_096694463.1	WP_015200643.1
OG0000355	WP_096690599.1	WP_015197762.1
OG0000356	WP_096692101.1	WP_015199317.1
OG0000357	WP_096694905.1, WP_096683992.1, WP_096694764.1	WP_041740916.1
OG0000358	WP_096691727.1	WP_015200074.1
OG0000359	WP_096689443.1, WP_096686493.1	WP_051036778.1
OG0000360	WP_096687082.1	WP_015197766.1
OG0000361	WP_096690923.1	WP_015198202.1
OG0000362	WP_096692926.1	WP_015196360.1
OG0000362	WP_096692694.1	WP_015197503.1
OG0000363	WP_096684991.1	WP_015200701.1
OG0000364	WP_096688447.1	WP_015197215.1
OG0000364	WP_096688446.1	WP_015196468.1
OG0000365	WP_096690331.1, WP_096694681.1	WP_015197414.1
OG0000366	WP_096687290.1	WP_015200049.1
OG0000367	WP_096691229.1	WP_015198824.1
OG0000368	WP_096686728.1	WP_015198608.1
OG0000369	WP_096690417.1	WP_015199662.1
OG0000369	WP_096688543.1	WP_015197051.1
OG0000372	WP_096694696.1, WP_096690530.1	WP_015198203.1
OG0000373	WP_096689826.1	WP_015197847.1, WP_015198073.1
OG0000374	WP_096693597.1, WP_096692965.1	WP_015200141.1, WP_238993796.1
OG0000375	WP_096684519.1	WP_015200105.1
OG0000376	WP_096689694.1, WP_096683829.1	WP_015200821.1
OG0000380	WP_096689720.1	WP_015200570.1, WP_203225979.1, WP_015198459.1
OG0000381	WP_096689745.1	WP_015197490.1
OG0000382	WP_096689642.1	WP_015199878.1
OG0000384	WP_096690956.1, WP_096690957.1	WP_015199588.1
OG0000385	WP_096686330.1	WP_015200636.1
OG0000387	WP_096694651.1, WP_096694357.1	WP_015198192.1
OG0000388	WP_096694382.1, WP_096687741.1	WP_015196839.1
OG0000389	WP_096684520.1	WP_015200104.1
OG0000390	WP_096688824.1	WP_015198161.1
OG0000392	WP_096688854.1, WP_096690539.1, WP_096694650.1	WP_015196989.1
OG0000393	WP_096684337.1, WP_096686751.1, WP_096693069.1	WP_015199940.1
OG0000394	WP_096684121.1, WP_096695172.1, WP_096685283.1	WP_015200576.1
OG0000395	WP_096683974.1	WP_015197540.1
OG0000396	WP_096683876.1, WP_096694726.1	WP_041739356.1
OG0000397	WP_096690009.1	WP_041739865.1
OG0000398	WP_096686448.1, WP_096684116.1, WP_096694375.1	WP_015198413.1
OG0000399	WP_096694192.1, WP_096695232.1	WP_144051051.1
