Orthogroup	NIES-4105	NIES-4071
OG0000006	WP_096687971.1	WP_096687971.1
OG0000006	WP_096688995.1	WP_096688995.1
OG0000006	WP_096684079.1	WP_096684079.1
OG0000006	WP_096694259.1	WP_096694259.1
OG0000006	WP_096689394.1	WP_096689394.1
OG0000006	WP_096689393.1	WP_096689393.1
OG0000006	WP_096693503.1	WP_096693503.1
OG0000007	WP_096692877.1	WP_096692877.1
OG0000007	WP_096686951.1	WP_096686951.1
OG0000007	WP_096692008.1	WP_096692008.1
OG0000007	WP_096689422.1	WP_096689422.1
OG0000007	WP_096684672.1	WP_096684672.1
OG0000007	WP_096685975.1	WP_096685975.1
OG0000007	WP_096684018.1	WP_096684018.1
OG0000007	WP_096686176.1	WP_096686176.1
OG0000007	WP_096692203.1	WP_096692203.1
OG0000007	WP_096689501.1	WP_096689501.1
OG0000007	WP_096686146.1	WP_096686146.1
OG0000007	WP_096694206.1	WP_096694206.1
OG0000007	WP_096692192.1	WP_096692192.1
OG0000007	WP_096691919.1	WP_096691919.1
OG0000008	WP_096689183.1	WP_096689183.1
OG0000008	WP_096686702.1	WP_096686702.1
OG0000008	WP_096691783.1	WP_096691783.1
OG0000008	WP_096691039.1	WP_096691039.1
OG0000008	WP_096692911.1	WP_096692911.1
OG0000008	WP_096692912.1	WP_096692912.1
OG0000008	WP_096688693.1	WP_096688693.1
OG0000008	WP_096688683.1	WP_096688683.1
OG0000009	WP_096688202.1	WP_096688202.1
OG0000009	WP_096688203.1	WP_096688203.1
OG0000009	WP_096689823.1	WP_096689823.1
OG0000009	WP_096694298.1	WP_096694298.1
OG0000009	WP_096689785.1	WP_096689785.1
OG0000009	WP_096694550.1	WP_096694550.1
OG0000009	WP_096685165.1	WP_096685165.1
OG0000009	WP_096688208.1	WP_096688208.1
OG0000009	WP_096689492.1	WP_096689492.1
OG0000010	WP_096692129.1	WP_096692129.1
OG0000010	WP_096689933.1	WP_096689933.1
OG0000011	WP_096686164.1	WP_096686164.1
OG0000011	WP_096691772.1	WP_096691772.1
OG0000011	WP_096692042.1	WP_096692042.1
OG0000011	WP_096688605.1	WP_096688605.1
OG0000011	WP_096684252.1	WP_096684252.1
OG0000011	WP_096692402.1	WP_096692402.1
OG0000011	WP_096686129.1	WP_096686129.1
OG0000011	WP_096685800.1	WP_096685800.1
OG0000011	WP_096687837.1	WP_096687837.1
OG0000011	WP_096683929.1	WP_096683929.1
OG0000011	WP_096690206.1	WP_096690206.1
OG0000011	WP_096694373.1	WP_096694373.1
OG0000012	WP_096689097.1	WP_096689097.1
OG0000012	WP_096686306.1	WP_096686306.1
OG0000012	WP_096693399.1	WP_096693399.1
OG0000012	WP_096691075.1	WP_096691075.1
OG0000012	WP_096684837.1	WP_096684837.1
OG0000012	WP_096691452.1	WP_096691452.1
OG0000012	WP_096691685.1	WP_096691685.1
OG0000012	WP_096692276.1	WP_096692276.1
OG0000012	WP_096690930.1	WP_096690930.1
OG0000012	WP_096692866.1	WP_096692866.1
OG0000013	WP_096690359.1	WP_096690359.1
OG0000013	WP_096688618.1	WP_096688618.1
OG0000013	WP_096688603.1	WP_096688603.1
OG0000013	WP_096684600.1	WP_096684600.1
OG0000013	WP_096684867.1	WP_096684867.1
OG0000013	WP_096688279.1	WP_096688279.1
OG0000013	WP_096688278.1	WP_096688278.1
OG0000013	WP_096688280.1	WP_096688280.1
OG0000013	WP_096689643.1	WP_096689643.1
OG0000013	WP_096687407.1	WP_096687407.1
OG0000013	WP_096688657.1	WP_096688657.1
OG0000014	WP_096691235.1	WP_096691235.1
OG0000014	WP_096686410.1	WP_096686410.1
OG0000014	WP_096686394.1	WP_096686394.1
OG0000014	WP_096688443.1	WP_096688443.1
OG0000014	WP_096688150.1	WP_096688150.1
OG0000015	WP_096684727.1	WP_096684727.1
OG0000015	WP_096684729.1	WP_096684729.1
OG0000015	WP_096684731.1	WP_096684731.1
OG0000015	WP_096690481.1	WP_096690481.1
OG0000015	WP_096692766.1	WP_096692766.1
OG0000015	WP_096683728.1	WP_096683728.1
OG0000015	WP_096694254.1	WP_096694254.1
OG0000015	WP_096694872.1	WP_096694872.1
OG0000016	WP_096686993.1	WP_096686993.1
OG0000016	WP_096693706.1	WP_096693706.1
OG0000016	WP_096685008.1	WP_096685008.1
OG0000016	WP_096686371.1	WP_096686371.1
OG0000016	WP_096684976.1	WP_096684976.1
OG0000016	WP_096694139.1	WP_096694139.1
OG0000017	WP_096690249.1	WP_096690249.1
OG0000017	WP_096688606.1	WP_096688606.1
OG0000017	WP_096687838.1	WP_096687838.1
OG0000017	WP_096684251.1	WP_096684251.1
OG0000017	WP_096686127.1	WP_096686127.1
OG0000017	WP_096685802.1	WP_096685802.1
OG0000017	WP_096684130.1	WP_096684130.1
OG0000017	WP_096687569.1	WP_096687569.1
OG0000018	WP_096691938.1	WP_096691938.1
OG0000018	WP_096694074.1	WP_096694074.1
OG0000018	WP_096693862.1	WP_096693862.1
OG0000018	WP_096691355.1	WP_096691355.1
OG0000018	WP_096684086.1	WP_096684086.1
OG0000018	WP_096684774.1	WP_096684774.1
OG0000018	WP_096690829.1	WP_096690829.1
OG0000018	WP_096691016.1	WP_096691016.1
OG0000019	WP_096691522.1	WP_096691522.1
OG0000019	WP_096683961.1	WP_096683961.1
OG0000019	WP_096684364.1	WP_096684364.1
OG0000019	WP_096683944.1	WP_096683944.1
OG0000019	WP_096692214.1	WP_096692214.1
OG0000019	WP_096690012.1	WP_096690012.1
OG0000019	WP_096693074.1	WP_096693074.1
OG0000019	WP_096694258.1	WP_096694258.1
OG0000019	WP_096684432.1	WP_096684432.1
OG0000019	WP_096684403.1	WP_096684403.1
OG0000020	WP_096686005.1	WP_096686005.1
OG0000020	WP_096688467.1	WP_096688467.1
OG0000020	WP_096690925.1	WP_096690925.1
OG0000020	WP_096684220.1	WP_096684220.1
OG0000020	WP_096692263.1	WP_096692263.1
OG0000020	WP_096693397.1	WP_096693397.1
OG0000020	WP_096691508.1	WP_096691508.1
OG0000020	WP_096689208.1	WP_096689208.1, WP_096729119.1
OG0000021	WP_096685147.1	WP_096685147.1
OG0000021	WP_096688523.1	WP_096688523.1
OG0000021	WP_096685084.1	WP_096685084.1
OG0000021	WP_096683812.1	WP_096683812.1
OG0000021	WP_096684070.1	WP_096684070.1
OG0000021	WP_096685699.1	WP_096685699.1
OG0000021	WP_096685701.1	WP_096685701.1
OG0000021	WP_096688791.1	WP_096688791.1
OG0000021	WP_096683899.1	WP_096683899.1
OG0000022	WP_096694458.1	WP_096694458.1
OG0000022	WP_096685392.1	WP_096685392.1
OG0000022	WP_096688731.1	WP_096688731.1
OG0000023	WP_096688638.1	WP_096688638.1
OG0000023	WP_096689505.1	WP_096689505.1
OG0000023	WP_096691269.1	WP_096691269.1
OG0000023	WP_096692561.1	WP_096692561.1
OG0000023	WP_096691286.1	WP_096691286.1
OG0000023	WP_096689037.1	WP_096689037.1
OG0000024	WP_096683784.1	WP_096683784.1
OG0000024	WP_096690810.1	WP_096690810.1
OG0000024	WP_096683793.1	WP_096683793.1
OG0000025	WP_096684183.1	WP_096684183.1
OG0000025	WP_096695214.1	WP_096695214.1
OG0000025	WP_096694913.1	WP_096694913.1
OG0000025	WP_096691930.1	WP_096691930.1
OG0000026	WP_096694961.1	WP_096694961.1
OG0000026	WP_096692314.1	WP_096692314.1
OG0000026	WP_096690149.1	WP_096690149.1
OG0000026	WP_096690637.1	WP_096690637.1
OG0000027	WP_096686888.1	WP_096686888.1
OG0000027	WP_096694658.1	WP_096694658.1
OG0000027	WP_096691512.1	WP_096691512.1
OG0000027	WP_096694436.1	WP_096694436.1
OG0000028	WP_096691059.1	WP_096691059.1
OG0000028	WP_096688384.1	WP_096688384.1
OG0000028	WP_096686678.1	WP_096686678.1
OG0000028	WP_096689726.1	WP_096689726.1
OG0000028	WP_096684864.1	WP_096684864.1
OG0000029	WP_096684050.1	WP_096684050.1
OG0000029	WP_096685965.1	WP_096685965.1
OG0000029	WP_096683844.1	WP_096683844.1
OG0000029	WP_096687805.1	WP_096687805.1
OG0000030	WP_096690994.1	WP_096690994.1
OG0000030	WP_096690674.1	WP_096690674.1
OG0000030	WP_096689050.1	WP_096689050.1
OG0000030	WP_096691554.1	WP_096691554.1
OG0000031	WP_096688702.1	WP_096688702.1
OG0000031	WP_096684518.1	WP_096684518.1
OG0000031	WP_096686047.1	WP_096686047.1
OG0000031	WP_096691433.1	WP_096691433.1
OG0000032	WP_096689123.1	WP_096689123.1
OG0000032	WP_096692210.1	WP_096692210.1
OG0000032	WP_096694912.1	WP_096694912.1
OG0000032	WP_096693712.1	WP_096693712.1
OG0000032	WP_096689122.1	WP_096689122.1
OG0000033	WP_096689332.1	WP_096689332.1
OG0000033	WP_096689333.1	WP_096689333.1
OG0000033	WP_096689331.1	WP_096689331.1
OG0000033	WP_096690666.1	WP_096690666.1
OG0000034	WP_096693020.1	WP_096693020.1
OG0000034	WP_096695170.1	WP_096695170.1
OG0000034	WP_096683764.1	WP_096683764.1
OG0000035	WP_096689136.1	WP_096689136.1
OG0000035	WP_096686274.1	WP_096686274.1
OG0000035	WP_096689974.1	WP_096689974.1
OG0000035	WP_096689068.1	WP_096689068.1
OG0000035	WP_096689063.1	WP_096689063.1
OG0000035	WP_096683742.1	WP_096683742.1
OG0000035	WP_096689182.1	WP_096689182.1
OG0000036	WP_096684061.1	WP_096684061.1
OG0000036	WP_096689251.1	WP_096689251.1
OG0000036	WP_096693519.1	WP_096693519.1
OG0000036	WP_096684350.1	WP_096684350.1
OG0000037	WP_096689828.1	WP_096689828.1
OG0000037	WP_096690445.1	WP_096690445.1
OG0000037	WP_096686575.1	WP_096686575.1
OG0000038	WP_096687180.1	WP_096687180.1
OG0000038	WP_096689831.1	WP_096689831.1
OG0000038	WP_096685000.1	WP_096685000.1
OG0000038	WP_096686989.1	WP_096686989.1
OG0000038	WP_096694576.1	WP_096694576.1
OG0000038	WP_096684229.1	WP_096684229.1
OG0000039	WP_096686045.1	WP_096686045.1
OG0000039	WP_096691438.1	WP_096691438.1
OG0000039	WP_096689937.1	WP_096689937.1
OG0000039	WP_096695304.1	WP_096695304.1
OG0000039	WP_096695257.1	WP_096695257.1
OG0000040	WP_096683938.1	WP_096683938.1
OG0000040	WP_096691251.1	WP_096691251.1
OG0000040	WP_096689312.1	WP_096689312.1
OG0000040	WP_096689104.1	WP_096689104.1
OG0000040	WP_096692792.1	WP_096692792.1
OG0000041	WP_096684128.1	WP_096684128.1
OG0000041	WP_096689003.1	WP_096689003.1
OG0000041	WP_096686338.1	WP_096686338.1
OG0000041	WP_096693688.1	WP_096693688.1
OG0000041	WP_096689477.1	WP_096689477.1
OG0000041	WP_096693652.1	WP_096693652.1
OG0000042	WP_096689244.1	WP_096689244.1
OG0000042	WP_096688178.1	WP_096688178.1
OG0000042	WP_096690528.1	WP_096690528.1
OG0000042	WP_096692172.1	WP_096692172.1
OG0000042	WP_096684126.1	WP_096684126.1
OG0000042	WP_096691555.1	WP_096691555.1
OG0000042	WP_096683799.1	WP_096683799.1
OG0000043	WP_096688360.1	WP_096688360.1
OG0000043	WP_096691852.1	WP_096691852.1
OG0000043	WP_096686671.1	WP_096686671.1
OG0000043	WP_096694572.1	WP_096694572.1
OG0000044	WP_096689017.1	WP_096689017.1
OG0000044	WP_096688179.1	WP_096688179.1
OG0000044	WP_096689018.1	WP_096689018.1
OG0000045	WP_096689840.1	WP_096689840.1
OG0000045	WP_096690762.1	WP_096690762.1
OG0000045	WP_096690430.1	WP_096690430.1
OG0000045	WP_096694068.1	WP_096694068.1
OG0000045	WP_096692344.1	WP_096692344.1
OG0000045	WP_096692269.1	WP_096692269.1
OG0000045	WP_096690361.1	WP_096690361.1
OG0000045	WP_096690567.1	WP_096690567.1
OG0000046	WP_096695068.1	WP_096695068.1
OG0000046	WP_096695177.1	WP_096695177.1
OG0000046	WP_096695227.1	WP_096695227.1
OG0000047	WP_096689515.1	WP_096689515.1
OG0000047	WP_096689516.1	WP_096689516.1
OG0000047	WP_096689517.1	WP_096689517.1
OG0000047	WP_096688636.1	WP_096688636.1
OG0000047	WP_096688634.1	WP_096688634.1
OG0000047	WP_096688635.1	WP_096688635.1
OG0000048	WP_096686066.1	WP_096686066.1
OG0000048	WP_096687766.1	WP_096687766.1
OG0000048	WP_096693169.1	WP_096693169.1
OG0000048	WP_096693327.1	WP_096693327.1
OG0000049	WP_096691395.1	WP_096691395.1
OG0000049	WP_096691043.1	WP_096691043.1
OG0000050	WP_096686174.1	WP_096686174.1
OG0000050	WP_096694076.1	WP_096694076.1
OG0000050	WP_096694292.1	WP_096694292.1
OG0000050	WP_096689762.1	WP_096689762.1
OG0000050	WP_096694536.1	WP_096694536.1
OG0000051	WP_096689114.1	WP_096689114.1
OG0000051	WP_096688875.1	WP_096688875.1
OG0000051	WP_096691897.1	WP_096691897.1
OG0000051	WP_096692010.1	WP_096692010.1
OG0000051	WP_096687583.1	WP_096687583.1
OG0000052	WP_096686043.1	WP_096686043.1
OG0000052	WP_096691439.1	WP_096691439.1
OG0000052	WP_096695256.1	WP_096695256.1
OG0000052	WP_096695303.1	WP_096695303.1
OG0000053	WP_096689506.1	WP_096689506.1
OG0000053	WP_096691270.1	WP_096691270.1
OG0000053	WP_096692560.1	WP_096692560.1
OG0000053	WP_096691287.1	WP_096691287.1
OG0000053	WP_096694202.1	WP_096694202.1
OG0000054	WP_096690896.1	WP_096690896.1
OG0000054	WP_096692270.1	WP_096692270.1
OG0000054	WP_096691663.1	WP_096691663.1
OG0000054	WP_096691408.1	WP_096691408.1
OG0000055	WP_096692943.1	WP_096692943.1
OG0000055	WP_096683822.1	WP_096683822.1
OG0000055	WP_096693599.1	WP_096693599.1
OG0000055	WP_096691373.1	WP_096691373.1
OG0000055	WP_096692930.1	WP_096692930.1
OG0000055	WP_096686027.1	WP_096686027.1
OG0000056	WP_096683823.1	WP_096683823.1
OG0000056	WP_096686024.1	WP_096686024.1
OG0000056	WP_096693602.1	WP_096693602.1
OG0000056	WP_096692944.1	WP_096692944.1
OG0000056	WP_096691372.1	WP_096691372.1
OG0000056	WP_096692931.1	WP_096692931.1
OG0000057	WP_096687898.1	WP_096687898.1
OG0000057	WP_096687945.1	WP_096687945.1
OG0000057	WP_096688625.1	WP_096688625.1
OG0000057	WP_096689835.1	WP_096689835.1
OG0000057	WP_096684290.1	WP_096684290.1
OG0000059	WP_096691483.1	WP_096691483.1
OG0000059	WP_096692996.1	WP_096692996.1
OG0000059	WP_096692259.1	WP_096692259.1
OG0000060	WP_096692611.1	WP_096692611.1
OG0000060	WP_096689936.1	WP_096689936.1
OG0000060	WP_096695258.1	WP_096695258.1
OG0000060	WP_096695305.1	WP_096695305.1
OG0000061	WP_096689507.1	WP_096689507.1
OG0000061	WP_096691271.1	WP_096691271.1
OG0000061	WP_096692559.1	WP_096692559.1
OG0000061	WP_096688639.1	WP_096688639.1
OG0000062	WP_096688870.1	WP_096688870.1
OG0000062	WP_096687312.1	WP_096687312.1
OG0000062	WP_096683775.1	WP_096683775.1
OG0000062	WP_096690053.1	WP_096690053.1
OG0000062	WP_096684564.1	WP_096684564.1
OG0000063	WP_096684896.1	WP_096684896.1
OG0000063	WP_096686396.1	WP_096686396.1
OG0000063	WP_096686404.1	WP_096686404.1
OG0000063	WP_096686406.1	WP_096686406.1
OG0000064	WP_096690144.1	WP_096690144.1
OG0000064	WP_096689619.1	WP_096689619.1
OG0000064	WP_096686761.1	WP_096686761.1
OG0000064	WP_096692294.1	WP_096692294.1
OG0000065	WP_096690381.1	WP_096690381.1
OG0000065	WP_096689324.1	WP_096689324.1
OG0000065	WP_096692037.1	WP_096692037.1
OG0000065	WP_096688804.1	WP_096688804.1
OG0000065	WP_096693082.1	WP_096693082.1
OG0000065	WP_096690942.1	WP_096690942.1
OG0000066	WP_096688812.1	WP_096688812.1
OG0000066	WP_096687014.1	WP_096687014.1
OG0000066	WP_096690796.1	WP_096690796.1
OG0000067	WP_096688480.1	WP_096688480.1
OG0000067	WP_096688477.1	WP_096688477.1
OG0000068	WP_096686704.1	WP_096686704.1
OG0000068	WP_096688303.1	WP_096688303.1
OG0000068	WP_096693573.1	WP_096693573.1
OG0000068	WP_096690990.1	WP_096690990.1
OG0000069	WP_096687820.1	WP_096687820.1
OG0000069	WP_096694715.1	WP_096694715.1
OG0000070	WP_096684394.1	WP_096684394.1
OG0000070	WP_096687650.1	WP_096687650.1
OG0000070	WP_096684365.1	WP_096684365.1
OG0000070	WP_096683949.1	WP_096683949.1
OG0000070	WP_096683935.1	WP_096683935.1
OG0000070	WP_096684387.1	WP_096684387.1
OG0000071	WP_096685624.1	WP_096685624.1
OG0000071	WP_096695334.1	WP_096695334.1
OG0000071	WP_096686259.1	WP_096686259.1
OG0000071	WP_096693551.1	WP_096693551.1
OG0000071	WP_096692063.1	WP_096692063.1
OG0000071	WP_096692956.1	WP_096692956.1
OG0000072	WP_096690524.1	WP_096690524.1
OG0000072	WP_096690508.1	WP_096690508.1
OG0000072	WP_096686209.1	WP_096686209.1
OG0000072	WP_096689354.1	WP_096689354.1
OG0000073	WP_096689987.1	WP_096689987.1
OG0000073	WP_096690366.1	WP_096690366.1
OG0000074	WP_096687204.1	WP_096687204.1
OG0000075	WP_096691848.1	WP_096691848.1
OG0000075	WP_096691751.1	WP_096691751.1
OG0000075	WP_096688883.1	WP_096688883.1
OG0000076	WP_096691809.1	WP_096691809.1
OG0000076	WP_096690183.1	WP_096690183.1
OG0000077	WP_096693555.1	WP_096693555.1
OG0000077	WP_096694954.1	WP_096694954.1
OG0000078	WP_096685348.1	WP_096685348.1
OG0000078	WP_096686680.1	WP_096686680.1
OG0000078	WP_096694317.1	WP_096694317.1
OG0000079	WP_096690838.1	WP_096690838.1
OG0000079	WP_096692592.1	WP_096692592.1
OG0000079	WP_096687944.1	WP_096687944.1
OG0000079	WP_096684429.1	WP_096684429.1
OG0000080	WP_096685241.1	WP_096685241.1
OG0000080	WP_096692222.1	WP_096692222.1
OG0000080	WP_096693064.1	WP_096693064.1
OG0000081	WP_096692950.1	WP_096692950.1
OG0000081	WP_096688521.1	WP_096688521.1
OG0000081	WP_096691082.1	WP_096691082.1
OG0000081	WP_096690051.1	WP_096690051.1
OG0000081	WP_096689527.1	WP_096689527.1
OG0000082	WP_096692229.1	WP_096692229.1
OG0000082	WP_096692750.1	WP_096692750.1
OG0000082	WP_096684468.1	WP_096684468.1
OG0000083	WP_096686791.1	WP_096686791.1
OG0000083	WP_096689409.1	WP_096689409.1
OG0000083	WP_096687504.1	WP_096687504.1
OG0000084	WP_096692804.1	WP_096692804.1
OG0000084	WP_096689751.1	WP_096689751.1
OG0000084	WP_096685604.1	WP_096685604.1
OG0000085	WP_096687586.1	WP_096687586.1
OG0000085	WP_096683979.1	WP_096683979.1
OG0000085	WP_096691171.1	WP_096691171.1
OG0000085	WP_096694553.1	WP_096694553.1
OG0000085	WP_096689325.1	WP_096689325.1
OG0000086	WP_096687704.1	WP_096687704.1
OG0000086	WP_096690120.1	WP_096690120.1
OG0000087	WP_096688405.1	WP_096688405.1
OG0000087	WP_096692027.1	WP_096692027.1
OG0000087	WP_096693930.1	WP_096693930.1
OG0000088	WP_096693944.1	WP_096693944.1
OG0000088	WP_096691928.1	WP_096691928.1
OG0000088	WP_096685322.1	WP_096685322.1
OG0000089	WP_096688929.1	WP_096688929.1
OG0000089	WP_096687234.1	WP_096687234.1
OG0000090	WP_096688332.1	WP_096688332.1
OG0000090	WP_096689196.1	WP_096689196.1
OG0000090	WP_096692918.1	WP_096692918.1
OG0000090	WP_096691024.1	WP_096691024.1
OG0000091	WP_096685936.1	WP_096685936.1
OG0000092	WP_073623405.1	WP_073623405.1
OG0000092	WP_096694656.1	WP_096694656.1
OG0000092	WP_096694659.1	WP_096694659.1
OG0000092	WP_096694653.1	WP_096694653.1
OG0000093	WP_096688180.1	WP_096688180.1
OG0000094	WP_096690548.1	WP_096690548.1
OG0000095	WP_096688757.1	WP_096688757.1
OG0000095	WP_096684405.1	WP_096684405.1
OG0000095	WP_096694084.1	WP_096694084.1
OG0000096	WP_096688320.1	WP_096688320.1
OG0000096	WP_096692124.1	WP_096692124.1
OG0000096	WP_096692119.1	WP_096692119.1
OG0000097	WP_096685429.1	WP_096685429.1
OG0000097	WP_096684145.1	WP_096684145.1
OG0000098	WP_096692886.1	WP_096692886.1
OG0000098	WP_096689203.1	WP_096689203.1
OG0000098	WP_096689204.1	WP_096689204.1
OG0000098	WP_096692885.1	WP_096692885.1
OG0000099	WP_096690458.1	WP_096690458.1
OG0000099	WP_096692603.1	WP_096692603.1
OG0000099	WP_096685665.1	WP_096685665.1
OG0000100	WP_096689418.1	WP_096689418.1
OG0000100	WP_096689056.1	WP_096689056.1
OG0000100	WP_096693615.1	WP_096693615.1
OG0000100	WP_096692494.1	WP_096692494.1
OG0000101	WP_096684009.1	WP_096684009.1
OG0000101	WP_096684008.1	WP_096684008.1
OG0000101	WP_096684010.1	WP_096684010.1
OG0000103	WP_096693987.1	WP_096693987.1
OG0000103	WP_096684526.1	WP_096684526.1
OG0000103	WP_096684570.1	WP_096684570.1
OG0000104	WP_096690824.1	WP_096690824.1
OG0000104	WP_096689845.1	WP_096689845.1
OG0000104	WP_096694384.1	WP_096694384.1
OG0000104	WP_096692307.1	WP_096692307.1
OG0000104	WP_096684947.1	WP_096684947.1
OG0000105	WP_096683878.1	WP_096683878.1
OG0000105	WP_096694724.1	WP_096694724.1
OG0000106	WP_096686003.1	WP_096686003.1
OG0000106	WP_096690981.1	WP_096690981.1
OG0000106	WP_096693965.1	WP_096693965.1
OG0000106	WP_096693547.1	WP_096693547.1
OG0000107	WP_096694948.1	WP_096694948.1
OG0000107	WP_096694952.1	WP_096694952.1
OG0000107	WP_096695045.1	WP_096695045.1
OG0000107	WP_096695012.1	WP_096695012.1
OG0000107	WP_096694226.1	WP_096694226.1
OG0000107	WP_096693951.1	WP_096693951.1
OG0000108	WP_096684735.1	WP_096684735.1
OG0000108	WP_096683760.1	WP_096683760.1
OG0000108	WP_096688009.1	WP_096688009.1
OG0000109	WP_096693721.1	WP_096693721.1
OG0000110	WP_096687818.1	WP_096687818.1
OG0000111	WP_096689041.1	WP_096689041.1
OG0000111	WP_096687352.1	WP_096687352.1
OG0000111	WP_096690414.1	WP_096690414.1
OG0000111	WP_096691722.1	WP_096691722.1
OG0000111	WP_096694094.1	WP_096694094.1
OG0000112	WP_096692005.1	WP_096692005.1
OG0000112	WP_096692004.1	WP_096692004.1
OG0000112	WP_096692002.1	WP_096692002.1
OG0000112	WP_096692003.1	WP_096692003.1
OG0000113	WP_096686930.1	WP_096686930.1
OG0000113	WP_096691770.1	WP_096691770.1
OG0000114	WP_096685285.1	WP_096685285.1
OG0000114	WP_096695171.1	WP_096695171.1
OG0000115	WP_096686318.1	WP_096686318.1
OG0000115	WP_096686316.1	WP_096686316.1
OG0000115	WP_096687830.1	WP_096687830.1
OG0000116	WP_096689510.1	WP_096689510.1
OG0000116	WP_096688632.1	WP_096688632.1
OG0000116	WP_096694413.1	WP_096694413.1
OG0000117	WP_096692162.1	WP_096692162.1
OG0000117	WP_096690423.1	WP_096690423.1
OG0000117	WP_096690422.1	WP_096690422.1
OG0000117	WP_096686669.1	WP_096686669.1
OG0000117	WP_096687887.1	WP_096687887.1
OG0000118	WP_096689873.1	WP_096689873.1
OG0000119	WP_096692778.1	WP_096692778.1
OG0000119	WP_096686097.1	WP_096686097.1
OG0000119	WP_096685918.1	WP_096685918.1
OG0000120	WP_096694599.1	WP_096694599.1
OG0000121	WP_096691257.1	WP_096691257.1
OG0000121	WP_096694443.1	WP_096694443.1
OG0000121	WP_096690491.1	WP_096690491.1
OG0000121	WP_096687526.1	WP_096687526.1
OG0000121	WP_026093300.1	WP_026093300.1
OG0000122	WP_096685630.1	WP_096685630.1
OG0000122	WP_096691879.1	WP_096691879.1
OG0000123	WP_096689519.1	WP_096689519.1
OG0000123	WP_096692184.1	WP_096692184.1
